,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,20/10/2023,04:30,CHINA - SUPER LEAGUE,Changchun Yatai,Shandong Taishan,7.0,4.33,1.5,1.62,1.75,2.0,1.03,1.29,1.18,4.5,1.18
2,20/10/2023,05:45,AUSTRALIA - A-LEAGUE,Adelaide United,Central Coast Mariners,2.45,3.75,2.7,1.53,1.44,2.63,1.03,1.29,1.17,4.0,1.25
3,20/10/2023,09:00,INDONESIA - LIGA 1,PSM Makassar,Arema FC,1.53,4.15,5.2,1.65,1.75,1.85,10.2,1.33,1.21,5.15,1.11
4,20/10/2023,13:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dinamo Batumi,Dila Gori,1.34,4.75,7.29,1.57,1.79,1.98,1.02,1.24,1.15,4.1,1.18
5,20/10/2023,13:10,AUSTRIA - 2. LIGA,Floridsdorfer AC,Amstetten,1.65,3.85,4.75,1.65,1.65,2.1,1.04,1.34,1.21,4.3,1.18
6,20/10/2023,15:00,NETHERLANDS - EERSTE DIVISIE,Dordrecht,Jong Ajax,2.05,4.0,3.2,1.36,1.36,3.0,1.01,1.2,1.1,3.0,1.36
7,20/10/2023,15:00,NETHERLANDS - EERSTE DIVISIE,Den Bosch,Venlo,2.63,3.75,2.45,1.57,1.5,2.5,1.03,1.29,1.17,4.33,1.2
8,20/10/2023,15:00,NETHERLANDS - EERSTE DIVISIE,Maastricht,Cambuur,3.6,3.8,1.95,1.4,1.36,3.0,1.02,1.22,1.11,3.25,1.33
9,20/10/2023,15:30,POLAND - EKSTRAKLASA,Jagiellonia,Zaglebie,2.55,3.4,2.7,1.83,1.67,2.1,1.04,1.36,1.25,6.0,1.13
10,20/10/2023,15:45,ENGLAND - LEAGUE TWO,Newport,Walsall,2.4,3.25,2.9,1.83,1.62,2.2,1.05,1.36,1.25,5.5,1.14
