,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,04/05/2024,06:45,AUSTRALIA - A-LEAGUE,Sydney FC,Macarthur FC,1.44,5.0,6.5,1.33,1.5,2.5,1.01,1.2,1.1,3.0,1.4
2,04/05/2024,07:00,BANGLADESH - PREMIER LEAGUE,Bangladesh Police,Rahmatgonj MFS,1.95,2.85,4.1,2.12,1.98,1.79,1.07,1.5,1.37,8.4,1.04
3,04/05/2024,08:00,THAILAND - THAI LEAGUE 1,Nakhon Pathom,Buriram,8.0,5.1,1.32,1.57,1.93,1.78,1.03,1.3,1.18,3.9,1.22
4,04/05/2024,08:30,ENGLAND - CHAMPIONSHIP,Leicester,Blackburn,1.65,4.0,5.25,1.53,1.53,2.38,1.03,1.25,1.17,4.0,1.25
5,04/05/2024,08:30,BELARUS - VYSSHAYA LIGA,Naftan,FC Gomel,3.05,3.52,2.27,1.86,1.68,2.13,1.01,1.36,1.24,5.5,1.1
6,04/05/2024,08:30,ESTONIA - MEISTRILIIGA,Nomme Utd,Kuressaare,2.92,3.7,2.0,1.53,1.49,2.54,1.02,1.25,1.16,4.19,1.19
7,04/05/2024,08:30,ROMANIA - LIGA 1,FC Botosani,FC Voluntari,2.2,3.25,3.25,2.05,1.8,1.91,1.06,1.4,1.3,7.0,1.1
8,04/05/2024,08:30,THAILAND - THAI LEAGUE 1,Police Tero,Chiangrai Utd,2.52,3.4,2.57,1.72,1.57,2.25,1.05,1.36,1.23,4.5,1.17
9,04/05/2024,09:15,VIETNAM - V.LEAGUE 1,Hai Phong,Ho Chi Minh,1.85,3.3,4.0,1.85,1.7,1.93,1.02,1.4,1.27,5.97,1.1
12,04/05/2024,09:30,NETHERLANDS - TWEEDE DIVISIE,ACV Assen,HFC,1.91,3.95,3.2,1.47,1.47,2.32,1.01,1.22,1.12,3.35,1.23
11,04/05/2024,09:30,AUSTRIA - 2. LIGA,Horn,Bregenz,1.95,3.4,3.7,1.75,1.62,2.18,1.05,1.38,1.24,4.6,1.16
10,04/05/2024,09:30,NETHERLANDS - TWEEDE DIVISIE,Noordwijk,ADO 20 Heemskerk,2.18,3.65,2.8,1.62,1.55,2.15,1.01,1.3,1.2,4.71,1.15
13,04/05/2024,10:00,FINLAND - YKKONEN,Rovaniemi,Klubi 04,5.66,4.33,1.45,1.5,1.57,2.33,1.02,1.25,1.15,3.75,1.25
14,04/05/2024,10:00,SWEDEN - ALLSVENSKAN,Mjallby,Brommapojkarna,2.38,3.3,3.0,1.98,1.7,2.05,1.06,1.4,1.29,6.5,1.11
15,04/05/2024,10:00,SWEDEN - SUPERETTAN,Degerfors,Landskrona,1.83,3.5,3.75,1.93,1.8,1.95,1.05,1.4,1.29,6.5,1.11
16,04/05/2024,10:00,THAILAND - THAI LEAGUE 1,Muang Thong Utd,Sukhothai,1.65,4.25,4.15,1.52,1.57,2.27,1.03,1.28,1.16,3.6,1.24
17,04/05/2024,10:00,NETHERLANDS - TWEEDE DIVISIE,Kozakken Boys,GVVV,2.77,3.75,2.15,1.45,1.42,2.47,1.01,1.22,1.12,3.2,1.25
18,04/05/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,Jong Almere City,De Treffers,3.8,3.95,1.75,1.53,1.55,2.15,1.01,1.25,1.16,3.6,1.2
25,04/05/2024,11:00,FINLAND - VEIKKAUSLIIGA,HJK,Ekenas,1.18,7.0,12.0,1.44,2.0,1.75,1.02,1.22,1.13,3.5,1.29
24,04/05/2024,11:00,SCOTLAND - PREMIERSHIP,Ross County,Hibernian,4.0,3.4,1.95,1.73,1.62,2.2,1.05,1.33,1.22,5.0,1.17
23,04/05/2024,11:00,SCOTLAND - PREMIERSHIP,Celtic,Hearts,1.22,6.5,13.0,1.4,1.91,1.91,1.02,1.22,1.13,3.4,1.33
22,04/05/2024,11:00,SCOTLAND - LEAGUE ONE,Falkirk,Alloa,1.22,6.5,8.5,1.33,1.8,1.91,1.01,1.2,1.1,2.75,1.4
21,04/05/2024,11:00,ENGLAND - PREMIER LEAGUE,Brentford,Fulham,2.05,3.8,3.3,1.57,1.53,2.38,1.03,1.29,1.17,4.33,1.22
20,04/05/2024,11:00,NORWAY - OBOS-LIGAEN,Levanger,Sogndal,2.0,4.0,3.3,1.6,1.57,2.25,1.03,1.3,1.18,4.33,1.2
19,04/05/2024,11:00,NORWAY - OBOS-LIGAEN,Mjondalen,Aalesund,2.25,3.8,2.88,1.6,1.53,2.38,1.03,1.3,1.18,4.33,1.2
26,04/05/2024,12:30,SWEDEN - ALLSVENSKAN,Sirius,Hacken,2.3,4.0,2.7,1.48,1.44,2.63,1.02,1.25,1.14,3.75,1.25
27,04/05/2024,12:30,SLOVENIA - PRVA LIGA,Koper,Domzale,2.1,3.45,3.2,1.8,1.65,2.1,1.05,1.38,1.26,4.9,1.14
28,04/05/2024,13:00,BAHRAIN - PREMIER LEAGUE,Busaiteen,Al-Najma,2.57,3.45,2.47,1.75,1.6,2.18,1.05,1.36,1.24,4.65,1.16
29,04/05/2024,13:00,FINLAND - VEIKKAUSLIIGA,SJK,KuPS,2.8,3.2,2.55,2.03,1.75,2.0,1.06,1.4,1.3,7.0,1.1
30,04/05/2024,14:00,PORTUGAL - LIGA PORTUGAL,Sporting CP,Portimonense,1.09,12.0,19.0,1.25,2.1,1.67,1.01,1.14,1.06,2.38,1.53
31,04/05/2024,15:00,PERU - LIGA 1,Los Chankas,Cusco,2.1,3.2,3.2,1.88,1.67,2.1,1.05,1.36,1.25,6.0,1.13
32,04/05/2024,15:15,SLOVENIA - PRVA LIGA,Maribor,Celje,1.65,3.95,4.55,1.7,1.72,2.0,1.04,1.34,1.23,4.45,1.17
33,04/05/2024,15:45,ENGLAND - LEAGUE ONE,Oxford Utd,Peterborough,2.3,3.9,2.8,1.48,1.4,2.75,1.02,1.25,1.14,3.75,1.25
34,04/05/2024,16:00,ARGENTINA - PRIMERA NACIONAL,San Martin S.J.,Guillermo Brown,1.57,3.6,7.0,2.5,2.63,1.44,1.11,1.53,1.5,11.0,1.05
35,04/05/2024,19:30,USA - USL CHAMPIONSHIP,Charleston,Hartford Athletic,1.27,5.7,8.5,1.39,1.75,1.98,1.02,1.23,1.12,3.0,1.34
