Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ARMENIA - PREMIER LEAGUE,20/09/2023,07:00,Alashkert,Ararat Yerevan,1.44,3.9,6.4
2,EGYPT - PREMIER LEAGUE,20/09/2023,10:00,El Daklyeh,Enppi,2.52,2.95,2.82
3,GHANA - PREMIER LEAGUE,20/09/2023,12:00,Medeama,Accra Lions,1.6,3.3,5.4
4,GHANA - PREMIER LEAGUE,20/09/2023,12:00,Dreams,Nations FC,2.05,2.95,3.55
5,EGYPT - PREMIER LEAGUE,20/09/2023,13:00,Arab Contractors,Baladiyat El Mahalla,2.35,2.75,3.35
6,ICELAND - BESTA DEILD KARLA,20/09/2023,13:15,KA Akureyri,Keflavik,1.55,4.3,5.0
7,ITALY - SERIE C,20/09/2023,13:30,Arzignano,Alessandria,2.02,3.1,3.75
8,MOROCCO - BOTOLA PRO,20/09/2023,15:15,FAR Rabat,Renaissance Zemamra,1.22,5.5,10.0
9,ITALY - SERIE C,20/09/2023,15:45,Padova,Novara,1.78,3.35,4.5
10,ITALY - SERIE C,20/09/2023,15:45,Virtus Verona,L.R. Vicenza,2.6,3.05,2.72
11,ENGLAND - FA CUP,20/09/2023,15:45,Ramsgate,Cray Wanderers,2.27,3.85,2.57
12,ICELAND - BESTA DEILD KARLA,20/09/2023,16:15,Vikingur Reykjavik,KR Reykjavik,1.53,4.15,5.3
13,ARGENTINA - COPA DE LA LIGA PROFESIONAL,20/09/2023,18:30,Velez Sarsfield,Arsenal Sarandi,1.67,3.6,5.5
14,COLOMBIA - PRIMERA A,20/09/2023,20:10,Aguilas,America De Cali,2.25,3.25,3.25
15,USA - MLS,20/09/2023,20:30,New York Red Bulls,Austin FC,1.75,4.0,4.2
16,BRAZIL - SERIE A,20/09/2023,21:30,Fluminense,Cruzeiro,1.75,3.5,5.0
17,MEXICO - LIGA DE EXPANSION MX,20/09/2023,22:05,Correcaminos,Leones Negros,1.95,3.45,3.65
18,COLOMBIA - PRIMERA A,20/09/2023,22:20,Atl. Nacional,Santa Fe,1.95,3.4,4.0
19,PERU - LIGA 1,20/09/2023,22:30,U. de Deportes,Sport Boys,1.22,5.25,13.0
20,COSTA RICA - PRIMERA DIVISION,20/09/2023,23:15,San Carlos,Liberia,1.95,3.4,3.6
