,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,INDONESIA - LIGA 1,27/11/2023,05:00,Arema FC,Persik Kediri,2.5,3.55,2.45,1.65,1.98,1.55,2.15,0.9,1.1357816,1.321,0.9,1.1357816,0.86,0.4,0.28169015,0.40816328,0.6060606,0.5050505,0.15908214,0.0,2.272,1,0.5064
2,INDIA - I-LEAGUE,27/11/2023,05:30,Delhi FC,Neroca FC,1.45,4.55,5.6,1.5,2.27,1.65,1.98,2.0,1.0,0.399,0.4,0.48989794,0.909,0.6896552,0.21978022,0.17857143,0.6666667,0.44052863,0.6392205,1.6,1.49,1,0.5771
3,BULGARIA - PARVA LIGA,27/11/2023,07:30,Arda,CSKA 1948 Sofia,3.3,3.4,2.12,1.91,1.83,1.72,2.0,2.4,0.9165151,0.753,1.4,1.1135529,0.922,0.3030303,0.29411766,0.4716981,0.5235602,0.5464481,0.22929187,1.0,2.03,1,0.8278
4,SERBIA - PRVA LIGA,27/11/2023,09:00,Radnicki S. Mitrovica,Macva,2.12,2.82,3.5,2.5,1.44,2.12,1.69,2.0,1.0,0.814,1.0,1.0954452,0.964,0.4716981,0.35460994,0.2857143,0.4,0.6944444,0.20711607,1.0,2.095,1,0.7267
5,INDONESIA - LIGA 1,27/11/2023,09:00,FC Bhayangkara,Persija Jakarta,2.67,3.35,2.4,1.7,1.91,1.57,2.1,0.3,0.45825756,0.796,1.4,1.356466,0.966,0.37453184,0.29850745,0.41666666,0.5882353,0.5235602,0.1346102,-1.1,1.815,1,0.5086
6,ALBANIA - SUPERLIGA,27/11/2023,09:30,Erzeni,KF Tirana,3.0,3.25,2.12,1.72,1.88,1.62,2.23,0.9,1.1357816,0.713,2.0,1.264911,0.5,0.33333334,0.30769232,0.4716981,0.5813953,0.5319149,0.19421014,-1.1,2.401,1,0.5087
7,CAMEROON - ELITE ONE,27/11/2023,11:30,Canon Yaounde,Fortuna Mfou,1.62,3.4,5.0,2.2,1.53,2.21,1.63,1.9,1.3747727,0.594,1.4,1.1135529,0.924,0.61728394,0.29411766,0.2,0.45454547,0.6535948,0.4823784,0.5,2.488,1,0.5077
8,BULGARIA - PARVA LIGA,27/11/2023,12:30,Lok. Sofia,Levski Sofia,7.5,4.2,1.5,2.15,1.67,2.38,1.53,0.8,1.1661904,0.722,1.3,1.1874342,0.878,0.13333334,0.23809524,0.6666667,0.4651163,0.5988024,0.66676486,-0.5,2.354,1,0.887
9,ROMANIA - LIGA 1,27/11/2023,12:30,U Craiova 1948,Sepsi Sf. Gheorghe,2.63,3.2,2.55,2.05,1.8,1.8,1.91,1.6,1.4282857,0.68,0.8,1.1661904,1.044,0.38022813,0.3125,0.39215687,0.4878049,0.5555556,0.09700196,0.8,2.594,1,0.5673
10,IVORY COAST - LIGUE 1,27/11/2023,12:30,Mouna,SO Armee,2.5,2.75,2.87,2.88,1.34,2.3,1.59,1.0,1.0954452,0.983,1.8,1.2489996,0.792,0.4,0.36363637,0.34843206,0.3472222,0.74626863,0.05836476,-0.8,2.344,1,0.6
11,POLAND - DIVISION 1,27/11/2023,14:00,Tychy,Termalica B-B.,2.4,3.1,2.63,1.85,2.0,1.67,2.1,1.9,1.1357816,0.693,1.5,1.2845232,0.543,0.41666666,0.32258064,0.38022813,0.5405405,0.5,0.10380145,0.4,2.42,1,0.7789
12,POLAND - EKSTRAKLASA,27/11/2023,15:00,Radomiak Radom,Slask Wroclaw,2.4,3.2,3.0,2.05,1.75,1.8,1.95,1.4,1.1135529,0.912,1.5,1.2845232,0.544,0.41666666,0.3125,0.33333334,0.4878049,0.5714286,0.12707335,-0.1,2.398,1,0.7344
13,NETHERLANDS - EERSTE DIVISIE,27/11/2023,16:00,Jong AZ,Groningen,3.3,3.8,2.05,1.62,2.25,1.53,2.38,2.0,1.264911,0.917,0.7,1.1874342,0.587,0.3030303,0.2631579,0.4878049,0.61728394,0.44444445,0.27855447,1.3,2.452,1,0.6821
14,NETHERLANDS - EERSTE DIVISIE,27/11/2023,16:00,Den Haag,Jong Utrecht,1.36,5.25,8.0,1.53,2.4,1.8,1.91,1.3,1.1874342,0.683,0.2,0.4,1.776,0.7352941,0.1904762,0.125,0.6535948,0.41666666,0.78106004,1.1,1.587,1,0.5419
