,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,26/08/2023,05:00,Concordia,Selimbar,1.58,3.78,5.5
2,ROMANIA - LIGA 2,26/08/2023,05:00,CSC Dumbravita,Viitorul Tg. Jiu,2.01,3.44,3.44
3,ROMANIA - LIGA 2,26/08/2023,05:00,Csikszereda M. Ciuc,CSM Resita,1.89,3.42,3.87
4,ROMANIA - LIGA 2,26/08/2023,05:00,Unirea Slobozia,Tunari,1.74,3.54,4.5
5,SOUTH KOREA - K LEAGUE 1,26/08/2023,07:00,Daegu,Jeju Utd,2.38,3.4,2.9
6,SOUTH KOREA - K LEAGUE 2,26/08/2023,08:00,Bucheon FC 1995,Seoul E-Land,2.15,3.1,3.2
7,CHINA - SUPER LEAGUE,26/08/2023,08:35,Tianjin Jinmen Tiger,Meizhou Hakka,1.91,3.75,4.0
8,SCOTLAND - CHAMPIONSHIP,26/08/2023,11:00,Morton,Arbroath,1.73,3.4,5.25
9,SERBIA - PRVA LIGA,26/08/2023,12:00,Radnicki S. Mitrovica,Sloboda,1.84,3.24,4.41
10,QATAR - QSL,26/08/2023,12:30,Al-Gharafa,Al Markhiya,1.95,3.82,3.38
11,CHILE - PRIMERA DIVISION,26/08/2023,13:30,Huachipato,Palestino,2.55,3.3,2.75
12,QATAR - QSL,26/08/2023,14:30,Al-Sadd,Al Ahli Doha,1.22,6.6,10.0
13,PERU - LIGA 1,26/08/2023,15:00,Union Comercio,AD Cantolao,1.5,4.2,6.0
14,MOROCCO - BOTOLA PRO,26/08/2023,15:15,Union Touarga,Renaissance Zemamra,1.83,3.25,3.75
15,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,26/08/2023,15:45,Zeljeznicar,Tuzla City,1.7,3.76,4.45
16,BOLIVIA - DIVISION PROFESIONAL,26/08/2023,16:00,Libertad Gran Mamore,Palmaflor,2.2,3.4,3.3
17,ARGENTINA - PRIMERA NACIONAL,26/08/2023,18:10,Ind. Rivadavia,Gimnasia Jujuy,1.7,3.75,5.0
18,CHILE - PRIMERA DIVISION,26/08/2023,21:00,Curico Unido,O'Higgins,2.55,3.25,2.8
19,USA - MLS,26/08/2023,22:30,Real Salt Lake,Houston Dynamo,1.83,3.5,4.33
20,USA - USL CHAMPIONSHIP,26/08/2023,23:30,Sacramento Republic,Orange County SC,1.69,3.7,4.6
