,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,02/09/2023,00:05,MEXICO - LIGA DE EXPANSION MX,Leones Negros,Atl. Morelia,2.22,3.25,3.1,1.85,1.65,2.1,1.06,1.42,1.29,5.2,1.13
2,02/09/2023,05:00,INDONESIA - LIGA 1,Persija Jakarta,Persib Bandung,1.9,3.45,3.65,1.7,1.62,2.05,1.01,1.33,1.23,5.2,1.11
3,02/09/2023,09:00,NETHERLANDS - TWEEDE DIVISIE,Katwijk,Noordwijk,1.38,4.75,6.5,1.5,1.75,1.87,1.01,1.25,1.15,3.5,1.21
4,02/09/2023,09:30,NETHERLANDS - TWEEDE DIVISIE,Hardenberg,Jong Sparta Rotterdam,1.47,4.65,5.2,1.38,1.52,2.22,1.01,1.2,1.1,2.95,1.3
5,02/09/2023,10:00,FINLAND - YKKONEN,Gnistan,SalPa,1.55,4.0,5.0,1.67,1.73,2.0,1.03,1.3,1.2,5.0,1.17
6,02/09/2023,10:00,SWEDEN - SUPERETTAN,Vasteras SK,Brage,1.55,4.0,5.25,1.65,1.75,2.0,1.03,1.3,1.2,4.5,1.18
7,02/09/2023,10:00,SWEDEN - SUPERETTAN,Gefle,Jonkoping,2.6,3.5,2.5,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
8,02/09/2023,10:00,POLAND - DIVISION 1,Odra Opole,Arka Gdynia,2.25,3.5,2.8,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
9,02/09/2023,10:00,PORTUGAL - LIGA PORTUGAL 2,Feirense,Santa Clara,3.1,3.2,2.1,2.1,1.8,1.91,1.06,1.44,1.36,8.0,1.08
10,02/09/2023,10:30,NETHERLANDS - TWEEDE DIVISIE,HFC,Spakenburg,1.85,3.85,3.4,1.55,1.55,2.15,1.01,1.28,1.15,3.7,1.19
12,02/09/2023,11:00,NORTH MACEDONIA - 1. MFL,Shkendija,Shkupi,1.93,3.3,3.75,1.6,1.5,2.25,1.01,1.4,1.2,3.7,1.19
13,02/09/2023,11:00,SCOTLAND - LEAGUE TWO,Stranraer,Peterhead,2.1,3.4,3.0,1.95,1.73,2.0,1.05,1.4,1.29,6.0,1.11
11,02/09/2023,11:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Ballyclare,Ballinamallard,2.18,3.55,2.87,1.44,1.39,2.57,1.02,1.24,1.14,3.15,1.26
16,02/09/2023,11:00,SCOTLAND - CHAMPIONSHIP,Raith,Queen's Park,2.1,3.6,3.2,1.7,1.62,2.2,1.04,1.33,1.2,4.5,1.17
14,02/09/2023,11:00,SCOTLAND - LEAGUE TWO,Dumbarton,East Fife,1.67,3.8,4.2,1.75,1.8,1.91,1.04,1.36,1.22,5.0,1.14
15,02/09/2023,11:00,SCOTLAND - LEAGUE TWO,Clyde,Forfar Athletic,2.8,3.4,2.3,1.98,1.73,2.0,1.05,1.4,1.29,6.0,1.11
17,02/09/2023,11:30,RUSSIA - PREMIER LEAGUE,Krylya Sovetov,Fakel Voronezh,1.87,3.77,4.63,2.13,1.91,1.85,1.03,1.42,1.31,6.65,1.06
18,02/09/2023,12:00,SERBIA - PRVA LIGA,Jedinstvo U.,Kolubara,2.37,3.05,2.75,2.25,1.97,1.79,1.06,1.53,1.43,7.85,1.05
19,02/09/2023,12:00,SERBIA - PRVA LIGA,Vrsac,FK Indjija,2.32,3.0,2.92,2.15,1.9,1.86,1.06,1.53,1.39,7.3,1.06
20,02/09/2023,13:10,ARGENTINA - PRIMERA NACIONAL,Brown Adrogue,Deportivo Maipu,2.7,2.88,3.0,2.6,2.1,1.67,1.13,1.57,1.5,13.0,1.04
21,02/09/2023,13:45,NETHERLANDS - EREDIVISIE,G.A. Eagles,Heerenveen,2.15,3.6,3.1,1.6,1.5,2.5,1.03,1.29,1.18,4.33,1.2
22,02/09/2023,14:00,PORTUGAL - LIGA PORTUGAL 2,Maritimo,Pacos Ferreira,2.1,3.1,3.25,2.0,1.73,2.0,1.06,1.4,1.29,7.0,1.1
23,02/09/2023,14:00,SERBIA - PRVA LIGA,Macva,Mladost GAT,2.37,3.05,2.75,2.25,1.97,1.79,1.06,1.53,1.43,9.0,1.03
25,02/09/2023,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ettifaq,Damac,1.75,3.6,4.33,1.83,1.8,1.91,1.02,1.36,1.25,5.5,1.13
26,02/09/2023,15:00,PERU - LIGA 1,Alianza Atl.,Carlos Mannucci,1.85,3.4,3.6,2.05,1.83,1.83,1.06,1.44,1.33,7.0,1.1
24,02/09/2023,15:00,SERBIA - SUPER LIGA,Crvena zvezda,Novi Pazar,1.08,8.75,25.0,1.27,2.32,1.55,1.02,1.18,1.08,2.42,1.5
27,02/09/2023,15:30,SPAIN - PRIMERA RFEF,Unionistas,Leonesa,2.25,3.0,3.0,2.5,2.1,1.67,1.1,1.57,1.5,8.5,1.05
28,02/09/2023,15:30,SPAIN - PRIMERA RFEF,Celta Vigo B,Tarazona,1.53,3.6,6.0,2.15,2.25,1.57,1.06,1.44,1.36,7.0,1.08
29,02/09/2023,15:45,ITALY - SERIE C,Entella,Ancona,1.8,3.45,4.35,1.98,1.87,1.83,1.07,1.45,1.34,5.8,1.1
30,02/09/2023,15:45,ITALY - SERIE C,Pescara,Juventus U23,1.88,3.3,4.0,1.7,1.57,2.25,1.05,1.37,1.23,4.4,1.17
31,02/09/2023,16:00,SERBIA - SUPER LIGA,Vojvodina,Radnicki 1923,1.53,3.95,5.8,1.91,2.02,1.7,1.06,1.42,1.31,5.5,1.11
32,02/09/2023,16:00,NETHERLANDS - EREDIVISIE,Heracles,Excelsior,1.75,3.8,4.5,1.57,1.57,2.25,1.03,1.29,1.17,4.33,1.2
33,02/09/2023,16:30,MOROCCO - BOTOLA PRO,Mouloudia Oujda,Union Touarga,2.55,2.7,2.88,2.3,1.83,1.83,1.1,1.5,1.36,10.0,1.06
34,02/09/2023,16:30,SPAIN - PRIMERA RFEF,Rayo Majadahonda,Gimnastic,2.9,3.0,2.3,2.5,2.2,1.62,1.1,1.57,1.5,8.5,1.05
35,02/09/2023,16:30,BRAZIL - BRASILEIRO WOMEN,Corinthians W,Santos W,1.44,4.4,6.4,1.6,1.78,1.93,1.04,1.32,1.19,4.0,1.21
36,02/09/2023,16:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Lanus,Godoy Cruz,2.0,3.25,4.0,2.4,2.1,1.67,1.08,1.53,1.44,11.0,1.05
37,02/09/2023,17:10,ARGENTINA - PRIMERA NACIONAL,Patronato,All Boys,1.75,3.3,5.5,2.5,2.25,1.57,1.1,1.53,1.44,11.0,1.05
38,02/09/2023,18:45,COLOMBIA - PRIMERA A,Jaguares de Cordoba,Ind. Medellin,3.5,3.2,2.2,2.25,1.91,1.8,1.08,1.5,1.4,10.0,1.06
39,02/09/2023,19:10,ARGENTINA - PRIMERA NACIONAL,Quilmes,Ind. Rivadavia,2.45,3.1,3.1,2.35,2.0,1.73,1.1,1.53,1.44,11.0,1.05
40,02/09/2023,20:00,MEXICO - LIGA MX,Club Leon,Necaxa,1.45,4.2,7.5,1.7,1.8,1.95,1.04,1.33,1.22,5.0,1.17
41,02/09/2023,20:30,USA - MLS,FC Cincinnati,Orlando City,1.8,3.6,4.5,1.7,1.67,2.1,1.04,1.33,1.2,5.0,1.17
42,02/09/2023,20:30,COSTA RICA - PRIMERA DIVISION,Liberia,Cartagines,2.75,3.25,2.4,1.7,1.53,2.38,1.04,1.33,1.2,5.0,1.17
43,02/09/2023,20:30,USA - MLS,CF Montreal,Columbus Crew,2.7,3.4,2.6,1.65,1.5,2.5,1.03,1.3,1.18,4.5,1.18
44,02/09/2023,20:30,PARAGUAY - PRIMERA DIVISION,Libertad Asuncion,Sp. Luqueno,1.53,4.0,5.5,1.85,1.91,1.8,1.05,1.36,1.25,6.0,1.13
45,02/09/2023,20:30,USA - USL CHAMPIONSHIP,Tampa Bay,Hartford Athletic,1.16,6.6,15.5,1.38,2.02,1.7,1.03,1.24,1.12,2.92,1.36
46,02/09/2023,20:30,USA - MLS,New England Revolution,Austin FC,1.75,3.8,4.5,1.53,1.53,2.38,1.03,1.29,1.14,4.0,1.22
47,02/09/2023,21:00,BRAZIL - SERIE A,Botafogo RJ,Flamengo RJ,2.3,3.3,3.2,2.1,1.8,1.95,1.07,1.44,1.33,7.0,1.1
48,02/09/2023,22:00,USA - USL CHAMPIONSHIP,Colorado Springs,Louisville City,2.62,3.4,2.47,1.82,1.65,2.1,1.05,1.39,1.27,5.0,1.13
49,02/09/2023,22:00,USA - USL CHAMPIONSHIP,New Mexico,Charleston,2.05,3.35,3.4,1.8,1.65,2.1,1.06,1.4,1.27,4.9,1.14
50,02/09/2023,22:20,COLOMBIA - PRIMERA A,Petrolera,America De Cali,2.63,3.25,2.75,2.1,1.8,1.91,1.07,1.44,1.33,8.0,1.08
51,02/09/2023,22:30,PANAMA - LPF,Deportivo Universitario,Arabe Unido,2.2,3.15,3.15,2.32,2.05,1.62,1.08,1.52,1.45,10.0,1.02
52,02/09/2023,23:30,USA - MLS,San Jose Earthquakes,Minnesota United,2.0,3.6,3.6,1.67,1.57,2.25,1.04,1.33,1.2,5.0,1.17
