,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,01/03/2024,11:00,Al Akhdoud,Al Riyadh,1.57,4.0,5.25
2,UZBEKISTAN - SUPER LEAGUE,01/03/2024,11:15,Nasaf Qarshi,Olympic,1.45,3.9,6.9
3,QATAR - QSL,01/03/2024,12:00,Al-Sadd,Qatar SC,1.3,5.5,7.8
4,QATAR - QSL,01/03/2024,12:00,Al-Duhail,Al-Gharafa,1.98,3.9,3.1
5,AUSTRIA - 2. LIGA,01/03/2024,14:10,Floridsdorfer AC,Sturm Graz (Am),1.33,5.1,7.7
6,AUSTRIA - 2. LIGA,01/03/2024,14:10,Ried,Stripfing,1.32,5.0,8.25
7,MOROCCO - BOTOLA PRO,01/03/2024,16:00,Union Touarga,Youssoufia Berrechid,1.8,3.3,4.0
8,NETHERLANDS - EERSTE DIVISIE,01/03/2024,16:00,De Graafschap,Oss,1.33,5.5,8.5
9,BELGIUM - JUPILER PRO LEAGUE,01/03/2024,16:45,Westerlo,Charleroi,2.0,3.4,3.5
10,COLOMBIA - PRIMERA A,01/03/2024,18:00,Envigado,Jaguares de Cordoba,2.05,3.3,3.8
