,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,AI_LAY_AWAY_RETORNOS,31/03/2024,02:00,SOUTH KOREA - K LEAGUE 2,Jeonnam Dragons,Cheonan City,1.8,3.6,3.5,1.95,1.85,1.8,1.91,H,A,D
2,AI_LAY_AWAY_RETORNOS,31/03/2024,04:30,SOUTH KOREA - K LEAGUE 1,Gwangju FC,Daegu FC,2.15,3.2,3.0,2.2,1.65,1.91,1.8,H,H,D
3,AI_LAY_AWAY_RETORNOS,31/03/2024,04:30,SOUTH KOREA - K LEAGUE 2,Suwon Bluewings,Busan IPark,2.05,3.1,3.25,2.03,1.78,1.8,1.91,H,A,D
4,AI_LAY_AWAY_RETORNOS,31/03/2024,07:00,SPAIN - PRIMERA RFEF,Atl. Madrid B,CF Intercity,1.85,3.1,4.0,2.2,1.65,2.0,1.73,H,D,A
5,AI_LAY_AWAY_RETORNOS,31/03/2024,09:00,SPAIN - LALIGA2,Alcorcon,Amorebieta,2.15,3.0,4.0,2.88,1.4,2.25,1.57,D,H,D
6,AI_LAY_AWAY_RETORNOS,31/03/2024,09:00,SWEDEN - ALLSVENSKAN,Hammarby,Kalmar FF,1.83,3.75,4.33,1.73,2.08,1.67,2.1,D,A,H
7,AI_LAY_AWAY_RETORNOS,31/03/2024,09:00,SWEDEN - ALLSVENSKAN,GAIS,Brommapojkarna,2.2,3.6,3.1,1.8,2.0,1.67,2.1,D,A,H
8,AI_LAY_AWAY_RETORNOS,31/03/2024,11:00,SPAIN - PRIMERA RFEF,Cultural Leonesa,Lugo,1.85,3.1,4.0,2.5,1.5,2.38,1.53,H,D,A
9,AI_LAY_AWAY_RETORNOS,31/03/2024,11:00,INDIA - ISL,Mohun Bagan,Chennaiyin,1.53,4.0,5.5,1.7,2.1,1.8,1.91,H,A,H
10,AI_LAY_AWAY_RETORNOS,31/03/2024,11:30,SWEDEN - ALLSVENSKAN,Hacken,Mjallby,1.6,4.33,4.75,1.67,2.15,1.75,2.0,D,A,H
11,AI_LAY_AWAY_RETORNOS,31/03/2024,12:30,ENGLAND - PREMIER LEAGUE,Man City,Arsenal,1.91,3.75,3.8,1.85,2.05,1.7,2.05,D,H,A
12,AI_LAY_AWAY_RETORNOS,31/03/2024,13:00,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Beroe Stara Za,1.67,3.6,6.0,2.08,1.73,2.0,1.73,H,H,D
13,AI_LAY_AWAY_RETORNOS,31/03/2024,15:00,PERU - LIGA 1,Sport Huancayo,Asociacion Deportiva Tarma,2.05,3.6,3.4,1.98,1.88,1.8,1.91,H,D,H
14,AI_LAY_AWAY_RETORNOS,31/03/2024,15:00,SPAIN - PRIMERA RFEF,Murcia,Granada CF B,1.57,3.3,6.0,2.38,1.53,2.38,1.53,H,D,A
15,AI_LAY_AWAY_RETORNOS,31/03/2024,15:30,ARGENTINA - PRIMERA NACIONAL,Nueva Chicago,Almirante Brown,2.0,3.2,4.2,2.7,1.44,2.38,1.53,D,H,D
16,AI_LAY_AWAY_RETORNOS,31/03/2024,16:00,ARGENTINA - PRIMERA NACIONAL,Alvarado,CA Guemes,1.95,3.1,4.5,2.7,1.44,2.38,1.53,D,H,D
17,AI_LAY_AWAY_RETORNOS,31/03/2024,16:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Gimnasia La Plata,Deportivo Riestra,1.8,3.4,5.0,2.35,1.57,2.2,1.62,H,A,A
18,AI_LAY_AWAY_RETORNOS,31/03/2024,16:30,ARGENTINA - PRIMERA NACIONAL,Club Atletico Racing de Cordoba,Gimnasia Jujuy,2.0,3.1,4.33,2.5,1.5,2.2,1.62,D,H,D
19,AI_LAY_AWAY_RETORNOS,31/03/2024,17:00,PERU - LIGA 1,Sport Boys (Per),Alianza Atletico,1.91,3.8,3.75,2.0,1.85,1.83,1.83,H,D,H
20,AI_LAY_AWAY_RETORNOS,31/03/2024,17:45,ARGENTINA - PRIMERA NACIONAL,All Boys,San Miguel,2.2,3.0,3.8,2.88,1.4,2.38,1.53,D,H,D
