,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes
1,30/06/2023,13:00,EGYPT - PREMIER LEAGUE,Enppi,Pharco,2.46,2.88,3.3,2.57,2.14
2,30/06/2023,19:00,ARGENTINA - LIGA PROFESIONAL,Platense,Lanus,2.9,2.88,2.8,2.7,2.1
