,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,SPAIN - PRIMERA RFEF,05/05/2024,07:00,UD Ibiza,Real Madrid B,1.7,3.4,4.33,1.98,1.83,1.83,1.83,2.1,1.1357816,0.769,1.1,1.3,1.445,0.5882353,0.29411766,0.23094688,0.5050505,0.5464481,0.41953307,1.0,2.436,1,0.7894
2,CHINA - SUPER LEAGUE,05/05/2024,07:00,Shanghai Shenhua,Zhejiang Professional,1.5,4.33,6.0,1.57,2.35,1.7,2.05,2.0,1.264911,0.556,2.0,1.264911,1.111,0.6666667,0.23094688,0.16666667,0.6369427,0.42553192,0.62607664,0.0,2.53,1,0.8696
3,SPAIN - PRIMERA RFEF,05/05/2024,07:00,Malaga,Merida AD,1.55,3.5,5.5,2.2,1.65,2.25,1.57,2.0,1.264911,0.579,1.5,1.2845232,0.9,0.6451613,0.2857143,0.18181819,0.45454547,0.6060606,0.53523535,0.5,2.549,1,0.7864
4,SPAIN - PRIMERA RFEF,05/05/2024,07:00,Ceuta,Antequera,1.8,3.5,3.75,2.1,1.7,2.0,1.73,2.1,1.1357816,0.733,1.0,1.3416408,0.735,0.5555556,0.2857143,0.26666668,0.47619048,0.5882353,0.35721365,1.1,2.477,1,0.8546
5,POLAND - DIVISION 1,05/05/2024,07:40,Termalica B-B.,Polonia Warszawa,1.91,3.6,3.2,1.73,2.08,1.67,2.1,1.4,1.1135529,0.682,1.2,1.2489996,0.877,0.5235602,0.2777778,0.3125,0.5780347,0.48076922,0.29252338,0.2,2.363,1,0.7288
6,CHINA - SUPER LEAGUE,05/05/2024,08:35,Wuhan Three Towns,Qingdao Hainiu,1.7,3.8,4.75,1.8,2.0,1.75,2.0,1.6,1.4282857,0.95,0.3,0.45825756,3.0,0.5882353,0.2631579,0.21052632,0.5555556,0.5,0.4718891,1.3,1.887,1,0.8273
7,CHINA - SUPER LEAGUE,05/05/2024,08:35,Beijing Guoan,Chengdu Rongcheng,2.2,3.3,3.3,1.85,2.0,1.67,2.1,1.7,1.3453624,0.577,1.4,1.356466,0.696,0.45454547,0.3030303,0.3030303,0.5405405,0.5,0.20203051,0.3,2.702,1,0.973
8,SWITZERLAND - SUPER LEAGUE,05/05/2024,09:15,Basel,Luzern,2.1,3.4,3.5,1.75,2.05,1.62,2.2,1.4,1.356466,0.864,0.8,1.1661904,0.629,0.47619048,0.29411766,0.2857143,0.5714286,0.4878049,0.24964708,0.6,2.523,1,0.5138
9,ROMANIA - LIGA 1,05/05/2024,09:30,Petrolul,Otelul,2.05,3.1,4.0,2.5,1.5,2.2,1.62,1.4,1.356466,0.709,1.5,1.2845232,0.56,0.4878049,0.32258064,0.25,0.4,0.6666667,0.2815265,-0.1,2.641,1,0.8871
10,PORTUGAL - LIGA PORTUGAL 2,05/05/2024,10:00,Nacional,FC Porto B,1.55,4.0,4.75,1.53,2.4,1.62,2.2,2.6,0.8,0.516,1.2,1.2489996,0.772,0.6451613,0.25,0.21052632,0.6535948,0.41666666,0.53246766,1.4,2.049,1,0.8164
11,SWEDEN - SUPERETTAN,05/05/2024,10:00,Ostersund,Orebro,2.05,3.25,3.3,2.05,1.8,1.8,1.95,1.9,1.1357816,0.761,0.5,0.92195445,0.767,0.4878049,0.30769232,0.3030303,0.4878049,0.5555556,0.23493026,1.4,2.058,1,0.5065
12,ENGLAND - PREMIER LEAGUE,05/05/2024,10:00,Chelsea,West Ham,1.6,4.5,4.75,1.36,3.2,1.44,2.63,2.3,1.1,0.658,1.0,1.3416408,0.943,0.625,0.22222222,0.21052632,0.7352941,0.3125,0.5465019,1.3,2.442,1,0.7841
13,SPAIN - LALIGA2,05/05/2024,11:15,Espanyol,Gijon,1.73,3.4,5.0,2.15,1.67,2.0,1.73,1.9,1.1357816,0.658,0.8,1.1661904,1.415,0.5780347,0.29411766,0.2,0.4651163,0.5988024,0.4496145,1.1,2.302,1,1.0
14,SWEDEN - ALLSVENSKAN,05/05/2024,11:30,AIK,Norrkoping,1.7,3.75,5.0,1.83,2.03,1.75,2.0,2.4,0.9165151,0.651,0.8,1.1661904,0.627,0.5882353,0.26666668,0.2,0.5464481,0.49261084,0.4820402,1.6,2.083,1,0.5707
15,PORTUGAL - LIGA PORTUGAL 2,05/05/2024,11:30,Vilaverdense,Torreense,2.1,3.0,3.4,2.08,1.73,1.8,1.91,1.4,1.356466,0.681,1.3,1.4177446,0.805,0.47619048,0.33333334,0.29411766,0.48076922,0.5780347,0.2126837,0.1,2.774,1,0.9147
16,ENGLAND - PREMIER LEAGUE,05/05/2024,12:30,Liverpool,Tottenham,1.44,5.75,5.5,1.25,4.0,1.4,2.75,2.8,0.6,0.477,1.0,1.0954452,0.96,0.6944444,0.17391305,0.18181819,0.8,0.25,0.6957093,1.8,1.695,1,0.9399
17,POLAND - EKSTRAKLASA,05/05/2024,12:30,Legia,Radomiak Radom,1.45,4.5,6.0,1.7,2.1,1.91,1.91,1.7,1.1,0.638,1.2,1.2489996,0.995,0.6896552,0.22222222,0.16666667,0.5882353,0.47619048,0.6523899,0.5,2.349,1,0.9522
