,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-06-13,07:30:00,SOUTH KOREA - K LEAGUE 1,Gangwon,Jeonbuk,3.8,2.28,3.25,8.0,1.2444658
2,2025-06-13,07:30:00,SOUTH KOREA - K LEAGUE 1,Gwangju FC,Seoul,3.5,2.38,3.25,8.4,1.2444649
3,2025-06-13,08:35:00,CHINA - SUPER LEAGUE,Dalian Yingbo,Meizhou Hakka,2.16,3.3,4.0,18.5,1.2445822
4,2025-06-13,09:00:00,CHINA - SUPER LEAGUE,Wuhan Three Towns,Qingdao Hainiu,1.78,4.7,4.1,19.5,1.2445822
5,2025-06-13,16:00:00,URUGUAY - PRIMERA DIVISION,Torque,Progreso,1.88,4.3,3.85,38.0,1.2446532
6,2025-06-13,17:00:00,PERU - LIGA 1,Cajamarca,Grau,2.3,3.6,3.15,23.0,1.2444769
7,2025-06-13,19:00:00,BOLIVIA - DIVISION PROFESIONAL,Nacional Potosi,Universitario de Vinto,1.36,3.0,3.05,180.0,1.2446492
8,2025-06-13,21:00:00,PERU - LIGA 1,Cusco,Cienciano,2.2,3.3,3.7,14.5,1.244477
9,2025-06-13,21:30:00,BOLIVIA - DIVISION PROFESIONAL,Aurora,GV San Jose,1.77,4.6,4.0,27.0,1.2446595
