Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,UZBEKISTAN - SUPER LEAGUE,08/10/2023,10:30,Buxoro,Navbahor Namangan,5.6,3.45,1.6
2,MOROCCO - BOTOLA PRO,08/10/2023,12:00,Jeunesse Sportive Soualem,FUS Rabat,4.0,3.0,1.91
3,URUGUAY - PRIMERA DIVISION,08/10/2023,13:00,Plaza Colonia,Danubio,3.4,3.25,2.15
4,MOROCCO - BOTOLA PRO,08/10/2023,14:15,Renaissance Zemamra,Olympique de Safi,3.0,2.9,2.3
