,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,19/05/2024,04:00,HONG KONG - PREMIER LEAGUE,Sham Shui Po,Lee Man Warriors,14.5,7.5,1.13,1.29,2.0,1.65,1.01,1.17,1.07,2.5,1.4
2,19/05/2024,04:00,HONG KONG - PREMIER LEAGUE,North District,HK U23,1.26,6.1,7.5,1.27,1.45,2.4,1.01,1.12,1.03,2.1,1.57
3,19/05/2024,04:30,SOUTH KOREA - K LEAGUE 2,Cheonan City,Anyang,3.6,3.4,1.9,1.9,1.8,1.91,1.05,1.4,1.29,6.5,1.11
4,19/05/2024,04:30,SOUTH KOREA - K LEAGUE 2,Seongnam,Busan,3.2,3.0,2.2,1.93,1.67,2.1,1.05,1.4,1.25,6.5,1.11
5,19/05/2024,07:00,SOUTH KOREA - K LEAGUE 2,Gyeongnam,Gimpo FC,2.0,3.0,3.9,2.1,1.83,1.83,1.07,1.44,1.33,8.0,1.08
6,19/05/2024,07:00,SINGAPORE - PREMIER LEAGUE,Tanjong Pagar,Balestier Khalsa,3.8,5.0,1.53,1.18,1.26,3.15,1.01,1.11,1.01,2.02,1.62
7,19/05/2024,08:00,SWEDEN - SUPERETTAN,Landskrona,Orebro,1.8,3.9,4.0,1.88,1.8,1.95,1.04,1.36,1.25,6.0,1.13
8,19/05/2024,09:00,SWEDEN - ALLSVENSKAN,Brommapojkarna,Norrkoping,1.9,3.6,3.75,1.65,1.57,2.25,1.03,1.3,1.18,4.5,1.18
9,19/05/2024,09:00,INDONESIA - LIGA 1,Borneo,Madura United,1.7,3.85,4.2,1.53,1.55,2.15,1.02,1.28,1.19,3.6,1.2
10,19/05/2024,09:30,NETHERLANDS - EREDIVISIE,Zwolle,Twente,10.0,6.0,1.27,1.4,1.75,2.0,1.02,1.22,1.11,3.25,1.33
11,19/05/2024,09:30,NETHERLANDS - EREDIVISIE,Feyenoord,Excelsior,1.25,7.0,9.0,1.22,1.53,2.38,1.01,1.14,1.05,2.25,1.57
12,19/05/2024,09:30,NETHERLANDS - EREDIVISIE,Heracles,Sittard,2.45,3.6,2.7,1.53,1.5,2.5,1.03,1.29,1.17,4.0,1.22
14,19/05/2024,11:00,ESTONIA - MEISTRILIIGA,Parnu JK Vaprus,Levadia,9.25,5.2,1.23,1.53,2.1,1.7,1.02,1.26,1.16,3.97,1.21
13,19/05/2024,11:00,SCOTLAND - PREMIERSHIP,Livingston,Hibernian,4.0,3.9,1.75,1.73,1.67,2.1,1.04,1.33,1.22,5.0,1.17
15,19/05/2024,12:00,ENGLAND - PREMIER LEAGUE,Luton,Fulham,2.9,4.0,2.15,1.44,1.4,2.75,1.02,1.22,1.13,3.4,1.33
16,19/05/2024,12:00,ENGLAND - PREMIER LEAGUE,Sheffield Utd,Tottenham,8.0,6.25,1.3,1.25,1.5,2.5,1.01,1.14,1.06,2.38,1.57
17,19/05/2024,12:00,ENGLAND - PREMIER LEAGUE,Chelsea,Bournemouth,1.45,5.0,5.75,1.25,1.36,3.0,1.01,1.14,1.06,2.38,1.57
18,19/05/2024,12:00,ENGLAND - PREMIER LEAGUE,Arsenal,Everton,1.14,9.0,13.0,1.36,2.1,1.67,1.01,1.2,1.11,3.2,1.36
19,19/05/2024,12:00,CROATIA - HNL,Hajduk Split,Gorica,1.29,4.75,10.0,1.67,2.1,1.67,1.03,1.3,1.2,5.0,1.17
20,19/05/2024,12:30,POLAND - EKSTRAKLASA,Widzew Lodz,Lech Poznan,3.5,3.4,1.91,1.9,1.75,2.0,1.05,1.36,1.25,6.5,1.11
21,19/05/2024,13:00,SPAIN - SEGUNDA RFEF,Pontevedra,Zaragoza B,1.47,4.0,6.3,1.93,2.1,1.57,1.02,1.42,1.32,6.63,1.08
22,19/05/2024,13:00,BAHRAIN - PREMIER LEAGUE,Al-Muharraq,Sitra,1.78,3.8,3.9,1.78,1.75,1.98,1.05,1.37,1.26,4.85,1.14
23,19/05/2024,16:00,BRAZIL - SERIE A,Atletico-MG,Bahia,1.73,3.75,4.5,2.0,1.95,1.8,1.06,1.4,1.33,7.0,1.1
24,19/05/2024,18:30,BOLIVIA - DIVISION PROFESIONAL,Bolivar,Tomayapo,1.22,6.0,13.0,1.44,1.91,1.8,1.03,1.22,1.13,3.5,1.29
25,19/05/2024,18:30,BRAZIL - BRASILEIRO WOMEN,Ferroviaria W,America Mineiro W,1.44,4.25,5.5,1.6,1.73,2.0,1.01,1.29,1.18,4.51,1.16
26,19/05/2024,20:30,BOLIVIA - DIVISION PROFESIONAL,Wilstermann,The Strongest,2.63,3.4,2.55,2.15,1.91,1.8,1.06,1.5,1.36,9.0,1.07
