,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2026-01-29,12:00:00,EGYPT - PREMIER LEAGUE,Enppi,Smouha,3.2,2.9,2.72,7.6,1.2530657
2,2026-01-29,15:00:00,EGYPT - PREMIER LEAGUE,Modern Sport FC,El Ismaily,2.12,4.7,2.88,32.0,1.2530738
3,2026-01-29,15:00:00,EGYPT - PREMIER LEAGUE,Ghazl El Mahallah,El Gaish,2.88,3.45,2.6,500.0,1.2530764
4,2026-01-29,17:00:00,VENEZUELA - LIGA FUTVE,Dep. Tachira,Academia Anzoategui FC,1.44,8.6,4.4,85.0,1.253324
5,2026-01-29,18:00:00,PARAGUAY - PRIMERA DIVISION,Sportivo Trinidense,Guarani,3.15,2.54,3.1,29.0,1.2531533
6,2026-01-29,20:00:00,BRAZIL - SERIE A,Mirassol,Vasco,1.94,4.5,3.65,16.5,1.251815
7,2026-01-29,20:15:00,PARAGUAY - PRIMERA DIVISION,Rubio Nu,Deportivo Recoleta,2.88,2.78,2.96,18.0,1.2532246
8,2026-01-29,21:30:00,BRAZIL - SERIE A,Botafogo FR,Cruzeiro,2.74,3.0,3.2,11.0,1.2518203
