,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,27/10/2023,00:05,MEXICO - LIGA DE EXPANSION MX,Correcaminos,Atletico La Paz,1.8,3.65,3.95,1.65,1.6,2.2,1.04,1.34,1.21,4.2,1.19
2,27/10/2023,05:00,INDONESIA - LIGA 1,Persik Kediri,Persebaya,2.52,3.3,2.57,1.65,1.53,2.2,1.01,1.32,1.22,3.7,1.19
3,27/10/2023,09:00,INDONESIA - LIGA 1,Barito Putera,Persikabo 1973,1.53,4.1,5.2,1.6,1.7,1.93,12.0,1.29,1.19,3.7,1.19
4,27/10/2023,09:00,THAILAND - THAI LEAGUE 1,Police Tero,Khonkaen Utd.,1.72,3.9,4.1,1.65,1.65,2.12,1.04,1.33,1.21,4.2,1.19
5,27/10/2023,10:00,THAILAND - THAI LEAGUE 1,Sukhothai,Port MTI FC,5.0,4.3,1.55,1.55,1.65,2.1,1.03,1.3,1.18,3.85,1.22
6,27/10/2023,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Raed,Al Fateh,4.75,4.0,1.67,1.44,1.5,2.5,1.02,1.22,1.13,3.5,1.29
7,27/10/2023,12:00,ALBANIA - SUPERLIGA,Erzeni,Laci,3.5,3.55,1.85,1.62,1.58,2.31,1.01,1.3,1.18,4.4,1.17
8,27/10/2023,12:30,SLOVAKIA - NIKE LIGA,Podbrezova,Banska Bystrica,1.57,4.5,4.65,1.45,1.55,2.32,1.03,1.26,1.15,3.4,1.29
9,27/10/2023,12:30,SLOVENIA - PRVA LIGA,Celje,Domzale,1.47,4.25,6.0,1.62,1.75,1.98,1.04,1.32,1.2,4.1,1.19
10,27/10/2023,13:00,POLAND - DIVISION 1,GKS Katowice,Polonia Warszawa,1.75,3.5,4.0,1.83,1.73,2.0,1.04,1.36,1.25,6.0,1.13
11,27/10/2023,13:00,POLAND - EKSTRAKLASA,Korona Kielce,Puszcza,1.85,3.6,4.0,2.03,1.91,1.91,1.05,1.4,1.3,7.0,1.1
12,27/10/2023,13:00,ESTONIA - MEISTRILIIGA,Tammeka,Tallinna Kalev,2.37,3.4,2.55,1.7,1.59,2.29,1.01,1.35,1.22,5.05,1.12
13,27/10/2023,13:00,ESTONIA - MEISTRILIIGA,Parnu JK Vaprus,Harju JK Laagri,1.85,3.6,3.45,1.7,1.66,2.16,10.5,1.33,1.21,5.05,1.12
14,27/10/2023,13:00,POLAND - DIVISION 1,Wisla Plock,Chrobry Glogow,1.5,4.0,5.25,1.7,1.83,1.83,1.04,1.33,1.22,5.0,1.17
15,27/10/2023,13:10,AUSTRIA - 2. LIGA,Amstetten,Kapfenberg,2.18,3.65,2.87,1.72,1.62,2.15,1.04,1.35,1.24,4.6,1.16
16,27/10/2023,13:10,AUSTRIA - 2. LIGA,Lafnitz,Sturm Graz (Am),1.78,3.9,3.85,1.5,1.5,2.42,1.03,1.28,1.16,3.55,1.26
17,27/10/2023,13:10,AUSTRIA - 2. LIGA,Horn,Grazer AK,4.6,4.1,1.62,1.57,1.62,2.15,1.03,1.31,1.19,3.9,1.22
18,27/10/2023,14:00,EGYPT - PREMIER LEAGUE,Enppi,Zamalek,3.75,3.15,1.98,2.02,1.82,1.78,1.05,1.47,1.35,6.95,1.05
