,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA DE EXPANSION MX,04/10/2023,00:05,Dorados de Sinaloa,Tlaxcala,2.32,3.35,2.85,1.75,2.02,1.57,2.25,1.0,1.3416408,1.283,1.2,1.2489996,0.81,0.43103448,0.29850745,0.3508772,0.5714286,0.4950495,0.15132716,-0.2,2.591,1,0.8427
2,ARMENIA - PREMIER LEAGUE,04/10/2023,10:00,Ararat Yerevan,Pyunik Yerevan,8.25,4.55,1.3,1.65,2.0,2.04,1.74,1.3,1.4177446,0.836,2.6,0.8,0.503,0.121212125,0.21978022,0.7692308,0.6060606,0.5,0.7703866,-1.3,2.218,1,0.6561
3,CAMEROON - ELITE ONE,04/10/2023,11:00,Fovu Baham,APEJES Academy,2.27,3.2,2.82,2.07,1.6,1.85,1.91,1.5,1.2845232,0.912,1.3,1.1874342,0.762,0.44052863,0.3125,0.35460994,0.4830918,0.625,0.14430071,0.2,2.472,1,0.5014
4,CAMEROON - ELITE ONE,04/10/2023,12:00,Les Astres,Aigle Royal,2.25,2.95,3.05,2.2,1.53,2.0,1.77,0.9,1.1357816,0.827,1.2222222,1.3146844,1.238,0.44444445,0.33898306,0.32786885,0.45454547,0.6535948,0.14180991,-0.322,2.45,1,0.5005
5,NORWAY - OBOS-LIGAEN,04/10/2023,13:00,Sogndal,Kristiansund,1.91,3.8,3.6,1.44,2.7,1.4,2.75,2.0,1.264911,0.673,1.0,1.0954452,0.646,0.5235602,0.2631579,0.2777778,0.6944444,0.37037036,0.336661,1.0,2.36,1,0.6811
6,SPAIN - LALIGA2,04/10/2023,14:00,Eldense,Valladolid,3.0,3.2,2.4,2.35,1.57,2.0,1.73,2.0,1.0,0.433,0.4,0.9165151,1.419,0.33333334,0.3125,0.41666666,0.42553192,0.6369427,0.12707335,1.6,1.917,1,0.7709
7,SPAIN - LALIGA2,04/10/2023,14:00,R. Oviedo,Huesca,1.91,3.1,4.5,2.7,1.44,2.38,1.53,1.7,1.1,0.833,0.9,0.83066237,1.046,0.5235602,0.32258064,0.22222222,0.37037036,0.6944444,0.3518073,0.8,1.931,1,0.5006
8,ENGLAND - CHAMPIONSHIP,04/10/2023,15:45,Coventry,Blackburn,2.05,3.6,3.4,1.6,2.3,1.53,2.38,1.4,1.1135529,0.948,1.2,1.2489996,0.836,0.4878049,0.2777778,0.29411766,0.625,0.4347826,0.2700478,0.2,2.363,1,0.5423
9,ENGLAND - CHAMPIONSHIP,04/10/2023,15:45,Swansea,Norwich,2.8,3.3,2.5,1.8,2.0,1.62,2.2,1.8,1.2489996,0.793,1.4,1.356466,0.762,0.35714287,0.3030303,0.4,0.5555556,0.5,0.112273656,0.4,2.605,1,0.7363
10,ENGLAND - CHAMPIONSHIP,04/10/2023,16:00,Rotherham,Bristol City,3.75,3.4,2.05,2.05,1.75,1.83,1.83,1.4,1.356466,0.654,1.4,1.356466,1.133,0.26666668,0.29411766,0.4878049,0.4878049,0.5714286,0.2815653,0.0,2.713,1,0.7935
11,BOLIVIA - DIVISION PROFESIONAL,04/10/2023,16:00,Santa Cruz,Aurora,2.3,3.2,2.95,1.93,1.75,1.7,1.91,2.4,0.9165151,0.588,0.7,0.9,0.972,0.4347826,0.3125,0.33898306,0.5181347,0.5714286,0.14506723,1.7,1.817,1,0.9209
12,SAN MARINO - CAMPIONATO SAMMARINESE,04/10/2023,16:15,Pennarossa,Tre Fiori,7.2,4.4,1.34,1.7,1.91,2.09,1.71,0.4,0.9165151,0.777,2.0,1.264911,0.593,0.1388889,0.22727273,0.74626863,0.5882353,0.5235602,0.7225533,-1.6,2.181,1,0.689
13,SAN MARINO - CAMPIONATO SAMMARINESE,04/10/2023,16:15,Juvenes/Dogana,La Fiorita,7.1,4.55,1.33,1.55,2.15,1.92,1.84,0.8,1.1661904,1.121,1.8,0.9797959,0.489,0.14084508,0.21978022,0.7518797,0.6451613,0.4651163,0.73175275,-1.0,2.146,1,0.6785
14,SAN MARINO - CAMPIONATO SAMMARINESE,04/10/2023,16:15,San Giovanni,Murata,3.65,3.7,1.78,1.57,2.12,1.55,2.38,0.6,0.9165151,0.984,1.1,1.3,1.188,0.2739726,0.27027026,0.56179774,0.6369427,0.4716981,0.37041068,-0.5,2.217,1,0.5123
15,SPAIN - LALIGA2,04/10/2023,16:30,Gijon,Elche,2.45,3.1,3.1,2.2,1.65,1.83,1.83,1.8,1.2489996,0.569,0.8,1.1661904,0.685,0.40816328,0.32258064,0.32258064,0.45454547,0.6060606,0.11490485,1.0,2.415,1,0.6959
16,BOLIVIA - DIVISION PROFESIONAL,04/10/2023,21:30,Royal Pari,Oriente Petrolero,3.05,3.2,2.22,1.78,1.91,1.57,2.1,0.9,1.1357816,0.754,0.9,1.1357816,0.8,0.32786885,0.3125,0.45045045,0.56179774,0.5235602,0.16976514,0.0,2.272,1,0.6334
17,MEXICO - LIGA MX,04/10/2023,22:00,Necaxa,Cruz Azul,3.4,3.3,2.2,1.9,1.95,1.7,2.05,0.8,0.8717798,1.206,0.9,1.1357816,0.888,0.29411766,0.3030303,0.45454547,0.5263158,0.51282054,0.20999172,-0.1,2.008,1,0.8055
18,MEXICO - LIGA DE EXPANSION MX,04/10/2023,22:05,Zacatecas Mineros,Venados,1.75,3.9,4.0,1.6,2.2,1.6,2.2,1.6,1.4282857,0.774,0.5,0.92195445,0.716,0.5714286,0.25641027,0.25,0.625,0.45454547,0.41759896,1.1,2.35,1,0.5412
