Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SPAIN - PRIMERA RFEF,18/02/2024,08:00,Melilla,Alcoyano,2.5,2.75,3.0
2,VIETNAM - V.LEAGUE 1,18/02/2024,09:15,Cong An,Ho Chi Minh,1.47,4.05,6.0
3,ANDORRA - PRIMERA DIVISIÓ,18/02/2024,09:30,FC Santa Coloma,Atletic America,1.03,10.5,25.0
4,NORTH MACEDONIA - 1. MFL,18/02/2024,10:00,Shkupi,Voska Sport,1.47,3.95,6.5
5,ITALY - SERIE C,18/02/2024,10:00,Torres,Perugia,2.25,3.0,3.35
6,INDIA - I-LEAGUE,18/02/2024,10:30,Inter Kashi,Namdhari,1.72,3.75,4.15
7,NIGERIA - NPFL,18/02/2024,11:00,Sunshine Stars,Kwara,1.64,3.2,5.62
8,SLOVAKIA - NIKE LIGA,18/02/2024,11:00,Slovan Bratislava,Z. Moravce-Vrable,1.16,7.2,15.0
9,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,18/02/2024,11:00,Al Hilal,Al Raed,1.18,7.5,10.0
10,INDIA - ISL,18/02/2024,11:00,Mumbai City,Bengaluru FC,1.65,4.0,5.0
11,CAMEROON - ELITE ONE,18/02/2024,11:30,Victoria United,Avion Academy,1.98,2.7,4.3
12,NIGERIA - NPFL,18/02/2024,12:00,Bayelsa United,Gombe,1.45,3.65,7.8
13,NIGERIA - NPFL,18/02/2024,12:00,Katsina Utd,Niger Tornadoes,1.73,3.08,5.18
14,NIGERIA - NPFL,18/02/2024,12:00,Plateau United,Lobi Stars,1.5,3.45,7.4
15,NIGERIA - NPFL,18/02/2024,12:00,Rivers United,Doma United,1.59,3.1,6.65
16,SPAIN - PRIMERA RFEF,18/02/2024,12:00,Unionistas,Fuenlabrada,2.1,3.0,3.6
17,ITALY - SERIE C,18/02/2024,12:15,Pineto,Olbia,1.7,3.35,5.2
18,MONTENEGRO - PRVA CRNOGORSKA LIGA,18/02/2024,13:00,Buducnost,Decic,2.0,3.15,3.65
19,MOROCCO - BOTOLA PRO,18/02/2024,14:00,FAR Rabat,Mouloudia Oujda,1.18,6.5,11.0
20,BELGIUM - JUPILER PRO LEAGUE,18/02/2024,14:30,Anderlecht,St. Truiden,1.65,3.8,5.75
21,ITALY - SERIE C,18/02/2024,14:30,Atalanta U23,Alessandria,1.6,3.4,6.3
22,SPAIN - LALIGA2,18/02/2024,14:30,Huesca,Amorebieta,1.8,3.2,5.75
23,SPAIN - PRIMERA RFEF,18/02/2024,15:00,Dep. La Coruna,Tarazona,1.3,4.5,8.0
24,MOROCCO - BOTOLA PRO,18/02/2024,16:00,Moghreb Tetouan,Chabab Mohammedia,1.95,2.9,3.8
25,SPAIN - PRIMERA RFEF,18/02/2024,16:00,Sanluqueno,Granada CF B,1.67,3.4,5.0
26,ITALY - SERIE C,18/02/2024,16:45,Crotone,Taranto,1.98,2.95,4.25
27,ARGENTINA - PRIMERA NACIONAL,18/02/2024,17:00,Guillermo Brown,Club A. Guemes,2.4,3.0,3.3
28,JAMAICA - PREMIER LEAGUE,18/02/2024,17:30,Mount Pleasant,Tivoli,1.98,3.3,3.55
29,JAMAICA - PREMIER LEAGUE,18/02/2024,17:30,Montego Bay,Humble Lions,1.87,3.25,4.05
30,PANAMA - LPF,18/02/2024,18:00,Alianza,Arabe Unido,2.6,2.72,2.95
31,PERU - LIGA 1,18/02/2024,19:00,Cienciano,Sport Boys,1.4,4.0,7.5
32,ARGENTINA - PRIMERA NACIONAL,18/02/2024,19:00,CA Mitre,Deportivo Madryn,2.15,3.0,4.0
33,ARGENTINA - PRIMERA NACIONAL,18/02/2024,20:00,Estudiantes Rio Cuarto,Atletico Atlanta,2.38,2.75,3.75
