Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 2,30/09/2023,01:30,Anyang,Seongnam,1.95,3.4,3.5
2,ROMANIA - LIGA 2,30/09/2023,05:00,Csikszereda M. Ciuc,Chindia Targoviste,2.6,3.15,2.62
3,ROMANIA - LIGA 2,30/09/2023,05:00,CSM Resita,Viitorul Tg. Jiu,1.8,3.4,4.25
4,ROMANIA - LIGA 2,30/09/2023,06:00,FC Arges,Selimbar,1.72,3.5,4.8
5,SOUTH KOREA - K LEAGUE 2,30/09/2023,06:30,Asan,Seoul E-Land,2.2,3.1,3.1
6,SOUTH KOREA - K LEAGUE 1,30/09/2023,07:00,Incheon,Suwon Bluewings,1.91,3.6,3.75
7,CHINA - SUPER LEAGUE,30/09/2023,08:35,Shanghai Shenhua,Qingdao Hainiu,1.7,3.75,5.0
8,ENGLAND - FA CUP,30/09/2023,09:00,Darlington,Scarborough,2.45,3.4,2.6
9,THAILAND - THAI LEAGUE 1,30/09/2023,09:00,Ratchaburi,Trat FC,1.57,3.8,5.5
10,AUSTRIA - 2. LIGA,30/09/2023,09:30,Floridsdorfer AC,Bregenz,1.75,3.75,4.2
11,SLOVENIA - PRVA LIGA,30/09/2023,10:00,Bravo,Domzale,2.35,3.25,2.9
12,POLAND - DIVISION 1,30/09/2023,10:00,Legnica,Chrobry Glogow,1.4,4.5,6.5
13,NETHERLANDS - TWEEDE DIVISIE,30/09/2023,10:00,Rijnsburgse Boys,Scheveningen,1.6,4.2,4.5
14,ARGENTINA - COPA DE LA LIGA PROFESIONAL,30/09/2023,11:00,Arsenal Sarandi,Defensa y Justicia,2.45,3.0,3.1
15,ENGLAND - FA CUP,30/09/2023,11:00,Whitby,Morpeth,2.15,4.0,2.67
16,ENGLAND - FA CUP,30/09/2023,11:00,Weymouth,Bath,2.42,3.5,2.55
17,SCOTLAND - LEAGUE TWO,30/09/2023,11:00,Spartans,Bonnyrigg Rose,2.2,3.3,3.3
18,SCOTLAND - CHAMPIONSHIP,30/09/2023,11:00,Arbroath,Inverness,2.2,3.25,3.0
19,ENGLAND - FA CUP,30/09/2023,11:00,Ramsgate,Frome,1.78,3.8,3.8
20,ENGLAND - FA CUP,30/09/2023,11:00,Peterborough Sports,Needham Market,2.15,3.6,2.9
21,ENGLAND - FA CUP,30/09/2023,11:00,Worthing,Whitehawk,1.45,4.35,5.8
22,ENGLAND - FA CUP,30/09/2023,11:00,Macclesfield,Warrington Rylands,1.78,3.65,3.9
23,ENGLAND - FA CUP,30/09/2023,11:00,Bracknell,Poole,2.35,3.6,2.57
24,ENGLAND - FA CUP,30/09/2023,11:00,Blyth,Worksop,1.75,3.95,3.8
25,ENGLAND - FA CUP,30/09/2023,11:00,Merthyr Town,Sheppey United,1.5,4.3,5.3
26,ENGLAND - FA CUP,30/09/2023,11:00,Alfreton,Emley,1.34,4.9,7.2
27,SPAIN - PRIMERA RFEF,30/09/2023,11:00,Real Madrid B,Recreativo Huelva,1.8,3.4,3.8
28,SCOTLAND - PREMIERSHIP,30/09/2023,11:00,St Johnstone,Livingston,2.55,3.2,2.88
29,ENGLAND - FA CUP,30/09/2023,11:00,Biggleswade Town,Barton,1.98,3.8,3.15
30,ENGLAND - FA CUP,30/09/2023,11:00,Curzon Ashton,Chorley,2.42,3.15,2.8
31,ENGLAND - FA CUP,30/09/2023,11:00,Chester,Nantwich,1.44,4.4,6.0
32,ENGLAND - FA CUP,30/09/2023,11:00,Halesowen,Enfield Town,2.32,3.5,2.7
33,ENGLAND - FA CUP,30/09/2023,11:00,Farnborough,Weston-super-Mare,2.07,3.4,3.2
34,ENGLAND - FA CUP,30/09/2023,11:00,Hitchin,Kettering,1.7,3.75,4.3
35,ENGLAND - FA CUP,30/09/2023,11:00,Horsham FC,Hanworth,1.5,4.1,5.7
