Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,17/02/2024,04:00,AUSTRALIA - A-LEAGUE,Sydney FC,Adelaide United,1.65,4.33,4.75,1.3,1.36,3.0,1.01,1.18,1.08,2.75,1.44
24,17/02/2024,06:00,BANGLADESH - PREMIER LEAGUE,Abahani Limited,Chittagong Abahani,1.55,3.5,5.7,1.75,1.79,1.98,1.02,1.34,1.23,5.4,1.12
35,18/02/2024,08:00,SPAIN - PRIMERA RFEF,Malaga,Recreativo Huelva,1.55,3.6,6.0,2.35,2.5,1.5,1.08,1.5,1.44,8.0,1.06
39,18/02/2024,08:00,PORTUGAL - LIGA PORTUGAL 2,Academico Viseu,Oliveirense,1.65,3.6,4.75,2.05,2.0,1.73,1.06,1.4,1.33,8.0,1.08
40,18/02/2024,08:15,NETHERLANDS - EREDIVISIE,Twente,Utrecht,1.62,4.2,5.25,1.83,1.8,1.95,1.04,1.36,1.25,6.0,1.13
25,17/02/2024,08:30,INDIA - ISL,Mohun Bagan,North East Utd,1.53,4.33,5.5,1.75,1.83,1.83,1.04,1.33,1.22,5.5,1.14
45,18/02/2024,09:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,FK Sarajevo,Siroki Brijeg,1.33,4.4,9.25,1.91,2.32,1.47,1.02,1.4,1.29,6.0,1.1
46,18/02/2024,09:15,VIETNAM - V.LEAGUE 1,Cong An,Ho Chi Minh,1.47,4.0,6.1,1.9,2.02,1.62,1.02,1.39,1.29,6.0,1.08
28,17/02/2024,09:15,VIETNAM - V.LEAGUE 1,Viettel,Khanh Hoa,1.45,3.9,6.8,2.05,2.27,1.5,1.04,1.45,1.36,7.9,1.04
48,18/02/2024,10:15,SWITZERLAND - SUPER LEAGUE,Young Boys,Lausanne Ouchy,1.36,5.5,7.5,1.48,1.73,2.0,1.02,1.25,1.14,3.75,1.25
50,18/02/2024,10:30,NETHERLANDS - EREDIVISIE,Ajax,Nijmegen,1.45,5.25,5.5,1.36,1.53,2.38,1.01,1.2,1.1,3.0,1.36
57,18/02/2024,11:00,POLAND - DIVISION 1,Termalica B-B.,Chrobry Glogow,1.55,4.0,5.75,1.83,1.83,1.83,1.04,1.36,1.25,6.0,1.13
27,17/02/2024,11:00,CROATIA - HNL,Rijeka,Lok. Zagreb,1.4,4.5,6.5,1.73,2.0,1.73,1.03,1.33,1.22,5.5,1.14
56,18/02/2024,11:00,POLAND - EKSTRAKLASA,Legia,Puszcza,1.33,5.5,7.5,1.7,2.1,1.67,1.03,1.33,1.22,5.0,1.17
51,18/02/2024,11:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Hilal,Al Raed,1.18,7.5,10.0,1.33,1.83,1.83,1.01,1.2,1.1,2.75,1.4
32,18/02/2024,11:00,INDIA - ISL,Mumbai City,Bengaluru FC,1.65,4.0,5.0,1.73,1.73,2.0,1.04,1.33,1.22,5.5,1.14
31,17/02/2024,12:00,SCOTLAND - PREMIERSHIP,Hearts,Motherwell,1.73,3.7,5.0,2.03,1.95,1.8,1.06,1.4,1.33,6.5,1.11
29,17/02/2024,12:00,SCOTLAND - PREMIERSHIP,Celtic,Kilmarnock,1.2,7.5,12.0,1.48,2.05,1.7,1.02,1.25,1.14,3.75,1.29
26,17/02/2024,12:00,ENGLAND - PREMIER LEAGUE,Tottenham,Wolves,1.55,4.75,5.0,1.4,1.5,2.5,1.02,1.22,1.13,3.4,1.33
23,17/02/2024,12:00,ENGLAND - LEAGUE TWO,Bradford City,Sutton,1.62,4.0,5.5,2.03,2.0,1.73,1.06,1.4,1.3,7.0,1.1
30,17/02/2024,12:00,BELGIUM - JUPILER PRO LEAGUE,Genk,RWDM,1.29,6.0,9.5,1.53,2.0,1.75,1.02,1.25,1.17,4.0,1.22
2,17/02/2024,12:00,ENGLAND - LEAGUE ONE,Bolton,Charlton,1.65,4.0,5.25,1.7,1.75,2.0,1.03,1.33,1.2,5.0,1.17
3,17/02/2024,12:00,ENGLAND - LEAGUE ONE,Leyton Orient,Burton,1.55,4.2,6.0,2.0,2.05,1.7,1.05,1.4,1.3,7.0,1.1
4,17/02/2024,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Glentoran,Newry City,1.14,7.2,16.0,1.33,2.05,1.7,1.02,1.19,1.1,2.75,1.4
5,17/02/2024,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Cliftonville,Glenavon,1.4,4.7,6.4,1.57,1.78,1.93,1.03,1.3,1.18,3.9,1.22
21,17/02/2024,12:00,ENGLAND - LEAGUE ONE,Portsmouth,Reading,1.57,4.0,6.0,1.67,1.75,2.0,1.04,1.3,1.2,5.0,1.17
10,17/02/2024,12:00,ENGLAND - CHAMPIONSHIP,Leicester,Middlesbrough,1.55,4.5,5.25,1.65,1.73,2.0,1.03,1.3,1.2,4.5,1.2
58,18/02/2024,12:15,ITALY - SERIE C,Arezzo,Recanatese,1.65,3.55,5.1,2.07,2.02,1.7,1.07,1.47,1.36,6.2,1.09
6,17/02/2024,12:15,SERBIA - SUPER LIGA,Partizan,IMT Novi Beograd,1.22,5.6,12.0,1.65,2.32,1.53,1.04,1.33,1.21,4.2,1.19
59,18/02/2024,12:45,NETHERLANDS - EREDIVISIE,Feyenoord,Waalwijk,1.13,10.0,17.0,1.3,2.1,1.67,1.01,1.18,1.08,2.75,1.4
55,18/02/2024,13:00,SERBIA - SUPER LIGA,TSC,Radnik,1.37,4.55,7.6,1.7,1.98,1.75,1.04,1.35,1.23,4.45,1.17
8,17/02/2024,13:00,AUSTRIA - BUNDESLIGA,Wolfsberger AC,Tirol,1.67,4.0,5.0,1.67,1.7,2.05,1.04,1.33,1.2,5.0,1.17
54,18/02/2024,13:10,CROATIA - HNL,D. Zagreb,Varazdin,1.17,6.5,13.0,1.57,2.38,1.53,1.03,1.29,1.17,4.33,1.2
53,18/02/2024,13:30,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Borac Banja Luka,Tuzla City,1.31,4.65,9.0,1.85,2.32,1.47,1.02,1.38,1.27,6.0,1.1
52,18/02/2024,14:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ittihad,Al Riyadh,1.22,6.0,9.5,1.44,1.91,1.8,1.02,1.25,1.13,3.5,1.29
49,18/02/2024,14:00,MOROCCO - BOTOLA PRO,FAR Rabat,Mouloudia Oujda,1.18,6.5,10.0,1.8,3.0,1.36,1.04,1.33,1.25,6.0,1.13
9,17/02/2024,14:00,SWITZERLAND - SUPER LEAGUE,Lausanne,Yverdon,1.65,4.0,5.25,1.73,1.73,2.0,1.04,1.33,1.22,5.5,1.14
11,17/02/2024,14:00,NETHERLANDS - TWEEDE DIVISIE,De Treffers,Scheveningen,1.57,4.4,4.5,1.4,1.5,2.27,1.01,1.19,1.13,3.0,1.29
47,18/02/2024,14:30,ITALY - SERIE C,Atalanta U23,Alessandria,1.6,3.4,6.2,2.37,2.35,1.53,1.1,1.57,1.47,7.4,1.06
44,18/02/2024,14:30,BELGIUM - JUPILER PRO LEAGUE,Anderlecht,St. Truiden,1.62,3.75,5.75,1.85,1.8,1.95,1.05,1.36,1.25,6.0,1.13
20,17/02/2024,14:30,ENGLAND - PREMIER LEAGUE,Manchester City,Chelsea,1.36,5.5,7.5,1.44,1.7,2.05,1.02,1.22,1.14,3.5,1.3
14,17/02/2024,14:30,ITALY - SERIE C,Padova,Pro Sesto,1.28,4.85,11.0,1.9,2.55,1.45,1.06,1.4,1.3,5.4,1.12
12,17/02/2024,14:30,SERBIA - SUPER LIGA,Cukaricki,Zeleznicar Pancevo,1.44,4.45,6.4,1.72,1.93,1.78,1.04,1.35,1.23,4.55,1.16
13,17/02/2024,14:30,ITALY - SERIE C,Mantova,Pro Patria,1.45,4.0,7.2,2.07,2.32,1.55,1.07,1.47,1.37,6.2,1.09
42,18/02/2024,15:00,SPAIN - PRIMERA RFEF,Dep. La Coruna,Tarazona,1.3,4.5,8.0,2.08,2.75,1.4,1.05,1.44,1.33,7.0,1.08
41,18/02/2024,15:00,SPAIN - PRIMERA RFEF,Barcelona B,Rayo Majadahonda,1.53,3.75,6.0,2.15,2.25,1.57,1.06,1.44,1.36,7.5,1.07
15,17/02/2024,15:00,PORTUGAL - LIGA PORTUGAL 2,Leiria,Os Belenenses,1.55,3.6,5.25,2.05,2.0,1.73,1.06,1.4,1.3,7.0,1.1
43,18/02/2024,15:00,MEXICO - LIGA DE EXPANSION MX,Atlante,Cimarrones de Sonora,1.5,3.85,6.4,1.93,2.02,1.72,1.06,1.42,1.31,5.5,1.11
16,17/02/2024,16:45,BELGIUM - JUPILER PRO LEAGUE,Antwerp,KV Mechelen,1.57,4.0,5.75,1.75,1.8,1.95,1.04,1.33,1.22,5.5,1.14
17,17/02/2024,17:00,PERU - LIGA 1,ADT Tarma,Carlos Mannucci,1.45,4.2,6.5,2.0,2.1,1.67,1.05,1.4,1.3,7.0,1.1
38,18/02/2024,17:30,PORTUGAL - LIGA PORTUGAL,Braga,SC Farense,1.3,5.5,9.5,1.53,1.8,1.95,1.02,1.25,1.17,4.0,1.22
37,18/02/2024,18:30,BOLIVIA - DIVISION PROFESIONAL,Guabira,Independiente,1.57,3.75,5.0,1.75,1.7,1.93,10.5,1.33,1.23,5.0,1.12
