,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 1,2024-05-19,04:30,Seoul,Daegu,2.1,3.3,3.5,2.05,1.8,1.8,1.91,1.0,1.2792042,1.2792042,0.45372152,0.48327363,1.0651327,0.5594948,0.054962363,0.098235704,1.3636364,1.4937888,1.0954452,1.4545455,1.1570839,0.79549515,-0.09090909,1.7296634,-19.026299,0.42809385,0.072878525,0.8958651,1.9090909,1.066992,2.3272727,0.7231774,1.0909091,1.2398347,1.1365151,0.49894562,0.48684388,0.9757454,0.51350915,0.12629494,0.24594486,1.0909091,0.9958592,0.91287094,1.5454545,0.8907235,0.5763505,-0.45454547,1.4373989,-3.1622777,0.3141942,0.07061302,1.4876033,0.73029673,1.5454545,0.8907235,0.47619048,0.3030303,0.2857143,0.4878049,0.5555556,0.5555556,0.5235602,1.5714285,1.6666666,0.6363636,1.060606,0.6,0.94285715,0.6212121,0.54545456,0.24227096,0.22222222,0.25,0.029411765,0.23364486,0.6,1.060606,0.6363636,1.0243902,1.7073171,0.6212121,1.1388888,8.9,-0.091,2.519,-0.13483146,0.02247191,0.23595506,0.39325842,0.25523183,0.7571878,0.2811342,1.8547237,30.963757,0.35355338,7.125016,1.7142857,1.3333334,1.2857143,0.7777778,1.8547237,0.2,1.2,1,0.706
2,SOUTH KOREA - K LEAGUE 2,2024-05-19,07:00,Gyeongnam,Gimpo FC,2.0,3.0,3.9,2.1,1.7,1.83,1.83,0.8181818,1.1134044,1.3608277,0.35787812,0.2735376,0.7643317,0.52969414,0.13333161,0.25171435,1.1818181,1.1134044,0.94211143,1.7272727,1.0523489,0.6092546,-0.54545456,1.304791,-2.3921168,0.45739457,0.09399053,0.81960636,1.2892562,1.0206207,1.5702479,1.1575837,1.3636364,1.2984415,0.95219046,0.46351466,0.30643785,0.6611179,0.4352563,0.044731457,0.10277038,1.0,0.73854893,0.73854893,1.2727273,1.1354542,0.8921426,-0.27272728,1.4200454,-5.206833,0.30404156,0.07809575,1.1818181,0.62492603,2.0826447,0.69388866,0.5,0.33333334,0.25641027,0.47619048,0.5882353,0.5464481,0.5464481,1.5,1.95,0.6666667,1.3,0.51282054,0.7692308,0.7,0.56666666,0.27989122,0.2,0.3220339,0.13043478,0.1764706,0.51282054,1.3,0.6666667,0.95238096,1.8571428,0.7,1.1475409,8.9,-0.545,2.412,-0.11235955,0.101123594,0.2247191,0.43820226,0.32037252,0.9504385,0.32320708,2.3280892,26.565052,0.56568545,11.309933,1.7564102,1.2692307,1.3838384,0.72262776,2.3280892,0.9,1.0,1,0.7249
3,PORTUGAL - LIGA PORTUGAL 2,2024-05-19,07:00,AVS,Tondela,1.42,4.5,5.5,1.73,2.08,1.91,1.8,1.7272727,1.4200454,0.8221316,0.36767066,0.29043677,0.7899374,0.48614293,0.1913997,0.39371073,1.4545455,0.9875255,0.6789238,1.2727273,1.1354542,0.8921426,0.18181819,1.4024771,7.7136245,0.53867036,0.12227467,0.9966079,1.983471,0.72418535,2.0826447,0.69388866,1.2727273,1.1354542,0.8921426,0.44648975,0.38724715,0.86731476,0.47835234,0.092729494,0.19385186,1.0909091,0.9958592,0.91287094,1.1818181,1.0285189,0.8702853,-0.09090909,1.5640591,-17.20465,0.31412598,0.11874403,1.5867769,0.6846532,1.1818181,1.0285189,0.70422536,0.22222222,0.18181819,0.5780347,0.48076922,0.5235602,0.5555556,3.169014,3.8732395,0.31555554,1.2222222,0.2581818,0.8181818,0.38444445,0.46222222,0.6423975,0.5202703,0.5895954,0.1,0.44462278,0.2581818,1.2222222,0.31555554,0.82080925,3.1791906,0.38444445,0.90575916,11.42,0.455,2.555,-0.2697023,0.087565675,0.12434326,0.48161122,0.5586333,2.126531,0.61538845,5.208915,57.002296,0.49497473,-9.926246,2.2944942,1.2496799,1.8360655,0.54464287,5.208915,1.0,3.08,1,0.9799
4,THAILAND - THAI LEAGUE 1,2024-05-19,07:30,Khonkaen Utd.,Sukhothai,2.1,3.65,3.05,1.57,2.25,1.52,2.37,1.4545455,0.9875255,0.6789238,0.5899311,0.44959494,0.7621144,0.43000746,0.11438649,0.2660105,1.3636364,1.1499192,0.84327406,0.90909094,0.7925271,0.8717798,0.45454547,1.233151,2.712932,0.33535963,0.12551343,0.84949803,1.3636364,1.1499192,1.322314,0.5448624,0.54545456,0.8907235,1.6329932,0.46080884,0.40573335,0.8804808,0.5005107,0.078817405,0.15747397,0.90909094,0.8999541,0.98994946,2.7272727,1.9112542,0.7007932,-1.8181819,2.1666136,-1.1916375,0.25156835,0.09694537,0.8264463,0.98994946,7.1900826,0.7249585,0.47619048,0.2739726,0.32786885,0.6369427,0.44444445,0.65789473,0.42194092,1.7380953,1.4523809,0.5753425,0.8356164,0.6885246,1.1967213,0.43013698,0.6164383,0.23794068,0.26956522,0.18446602,0.08955224,0.39846742,0.6885246,0.8356164,0.5753425,1.3375796,1.9426751,0.43013698,1.0328947,8.8,0.909,1.878,-0.17613636,-0.06818182,0.23863636,0.3465909,0.26644033,0.7815583,0.36017412,1.9144189,37.775684,0.9616652,-18.778032,1.7564403,1.459797,1.2032086,0.83111113,1.9144189,0.6,1.55,1,0.7942
5,SWEDEN - SUPERETTAN,2024-05-19,08:00,Landskrona,Orebro,1.8,3.9,4.0,1.88,1.98,1.8,1.95,1.5454545,1.3726971,0.88821584,0.6395976,0.47693294,0.7456766,0.39825934,0.15045732,0.37778732,1.6363636,1.1499192,0.7027284,1.0909091,0.7925271,0.72648317,0.54545456,1.6160353,2.9627314,0.4068231,0.10536795,1.0215933,2.3801653,0.7905694,0.892562,0.9686442,0.45454547,0.8907235,1.9595917,0.47437984,0.41545457,0.87578464,0.48524472,0.1392595,0.2869882,1.1818181,1.0285189,0.8702853,2.2727273,1.1354542,0.49959984,-1.0909091,1.6762809,-1.5365907,0.354246,0.09213246,1.3966942,0.8702853,3.5123968,0.7347056,0.5555556,0.25641027,0.25,0.5319149,0.5050505,0.5555556,0.51282054,2.1666667,2.2222223,0.46153846,1.0256411,0.45,0.975,0.48205128,0.50769234,0.40270615,0.36842105,0.37931034,0.012658228,0.34948096,0.45,1.0256411,0.46153846,0.9574468,2.1276596,0.48205128,1.0444444,9.7,1.091,2.263,-0.21649484,0.010309278,0.185567,0.41237113,0.3842195,1.2423097,0.42118496,3.0430248,46.397182,0.14142136,-2.8624053,1.9166666,1.3055556,1.468085,0.68115944,3.0430248,0.1,2.1,1,0.921
6,RUSSIA - PREMIER LEAGUE,2024-05-19,08:15,Spartak Moscow,Rubin Kazan,1.77,4.03,4.93,1.94,2.0,1.82,1.94,2.1818182,1.1134044,0.51031035,0.38407654,0.34064338,0.8869154,0.5052081,0.16410106,0.32481876,1.3636364,1.06794,0.78315604,0.6363636,0.88139635,1.3850514,0.72727275,1.2128786,1.667708,0.5181062,0.09313762,0.9408713,1.8595041,0.78315604,0.75206614,0.7457969,1.8181819,1.3360853,0.73484695,0.50976485,0.45025694,0.883264,0.43185747,0.10683943,0.24739513,1.0,0.73854893,0.73854893,0.8181818,1.0285189,1.2570788,0.18181819,1.5266232,8.396428,0.25763983,0.06858283,1.1818181,0.62492603,1.4132231,0.5954583,0.56497175,0.24813896,0.20283976,0.5154639,0.5,0.5494506,0.5154639,2.2768362,2.7853107,0.43920594,1.223325,0.35902637,0.8174442,0.48138958,0.49627793,0.47570783,0.38965517,0.47164178,0.100446425,0.35008374,0.35902637,1.223325,0.43920594,0.91237116,2.541237,0.48138958,1.0659341,10.73,0.364,2.449,-0.21062441,0.08387698,0.16495806,0.45945945,0.45518523,1.6280459,0.49281472,3.9878817,48.49259,0.084852815,-1.718358,1.897755,1.173491,1.6171875,0.6183575,3.9878817,0.9,2.26,1,0.9352
7,INDONESIA - LIGA 1,2024-05-19,09:00,Borneo,Madura United,1.7,3.85,4.2,1.53,2.18,1.55,2.15,2.2727273,1.2128786,0.53366655,0.38832423,0.22233969,0.572562,0.42851856,0.17707142,0.41321763,1.9090909,1.1642044,0.6098214,0.90909094,1.1642044,1.2806249,1.0,2.0449495,2.0449495,0.6049345,0.08293085,1.2570127,3.9917355,0.5567934,1.4049587,0.7533087,1.2727273,1.1354542,0.8921426,0.7312065,0.5829165,0.7971982,0.37551278,0.14049092,0.37413087,1.5454545,1.0756508,0.6960094,1.4545455,1.3726971,0.9437293,0.09090909,1.880742,20.68816,0.35338932,0.07862486,2.3884296,0.6960094,3.1735537,0.6291529,0.5882353,0.25974026,0.23809524,0.6535948,0.4587156,0.6451613,0.4651163,2.264706,2.4705882,0.44155845,1.0909091,0.4047619,0.9166667,0.39740258,0.56623375,0.44251183,0.3873874,0.42372882,0.04347826,0.43122676,0.4047619,1.0909091,0.44155845,1.1111112,2.745098,0.39740258,0.9870968,9.75,1.0,2.348,-0.22051282,0.035897437,0.17435898,0.43076923,0.41652265,1.3536986,0.4966143,3.315871,47.07003,0.9192388,-18.004162,2.0028012,1.302521,1.5376344,0.6503497,3.315871,0.35,2.15,1,0.9485
8,NETHERLANDS - EREDIVISIE,2024-05-19,09:30,Sparta Rotterdam,Heerenveen,1.9,3.8,3.75,1.48,2.6,1.44,2.63,1.0909091,1.2398347,1.1365151,0.51031846,0.44496337,0.8719327,0.4758714,0.24676852,0.5185613,1.5454545,1.304791,0.8442765,1.5454545,0.78202957,0.5060191,0.0,1.7056057,1.0,0.4735207,0.160417,1.0094876,3.231405,0.6240304,1.6859504,0.7168604,1.1818181,1.1922616,1.0088367,0.577588,0.4651178,0.80527604,0.4319125,0.12071813,0.27949673,1.5454545,1.304791,0.8442765,1.7272727,1.2128786,0.70219284,-0.18181819,2.1242402,-11.683321,0.35266697,0.13813303,2.2479339,0.89704376,2.198347,0.952976,0.5263158,0.2631579,0.26666668,0.6756757,0.3846154,0.6944444,0.38022813,2.0,1.9736842,0.5,0.9868421,0.50666666,1.0133333,0.38947368,0.68421054,0.35005325,0.33333334,0.32743362,0.0066225166,0.43939394,0.50666666,0.9868421,0.5,1.2837838,2.5337837,0.38947368,1.0277778,9.45,-0.091,2.432,-0.2010582,-0.005291005,0.2010582,0.3968254,0.3437525,1.0828204,0.4450492,2.6523573,43.5312,1.5839192,-29.248827,1.8456141,1.3263158,1.3915344,0.7186312,2.6523573,0.05,1.9,1,0.8344
9,NETHERLANDS - EREDIVISIE,2024-05-19,09:30,Heracles,Sittard,2.45,3.6,2.7,1.53,2.4,1.5,2.5,1.0,1.2792042,1.2792042,0.6752865,0.98876476,1.4642153,0.5685995,0.18211827,0.32029268,1.3636364,1.5534552,1.1392004,2.4545455,1.9241828,0.7839263,-1.0909091,3.0586553,-2.8037672,0.32134727,0.16027552,0.8424918,2.355372,0.8993688,3.123967,1.5118579,0.72727275,1.1354542,1.5612495,0.2890757,0.4029521,1.3939328,0.6726494,0.13715257,0.20389904,0.6363636,0.7713892,1.212183,2.1818182,1.5266232,0.6997023,-1.5454545,1.7768018,-1.1496953,0.29581138,0.1080832,1.1570247,0.42426407,2.1818182,1.5266232,0.40816328,0.2777778,0.37037036,0.6535948,0.41666666,0.6666667,0.4,1.4693878,1.1020408,0.6805556,0.75,0.9074074,1.3333334,0.425,0.6666667,0.15556307,0.19008264,0.048543688,0.14285715,0.40350878,0.9074074,0.75,0.6805556,1.6013072,1.7647059,0.425,1.02,8.75,0.273,2.415,-0.13142857,-0.10285714,0.28,0.30857143,0.20737426,0.6048416,0.3312196,1.4815532,29.898901,1.2303658,-23.50904,1.5948602,1.5192744,1.0497513,0.9526066,1.4815532,0.9,1.15,1,0.6049
10,ARMENIA - PREMIER LEAGUE,2024-05-19,10:00,West Armenia,BKMA,1.65,3.55,4.6,1.72,1.9,1.75,2.03,1.2727273,1.354515,1.0642618,0.774987,0.5379,0.6940761,0.35494336,0.15744874,0.44358832,1.1818181,0.5749596,0.48650426,1.5454545,1.6713433,1.0814574,-0.36363637,1.5534552,-4.2720017,0.23321262,0.14851558,0.7166063,1.9338843,0.3513642,1.1239669,2.2980971,0.18181819,0.3856946,2.1213202,0.40713084,0.44923803,1.1034243,0.5884207,0.04295168,0.07299485,0.54545456,0.6555548,1.2018504,1.8181819,1.2662171,0.6964194,-1.2727273,0.9620914,-0.75592893,0.18270703,0.12991196,0.49586776,0.7211103,3.966942,0.5803495,0.6060606,0.28169015,0.2173913,0.5813953,0.5263158,0.5714286,0.49261084,2.1515152,2.7878788,0.46478873,1.2957747,0.35869566,0.7717391,0.48450705,0.53521127,0.46175793,0.3653846,0.472,0.12883435,0.34724858,0.35869566,1.2957747,0.46478873,0.9593023,2.6744187,0.48450705,0.98285717,9.8,1.091,1.74,-0.19387755,0.10714286,0.16836734,0.46938777,0.4577358,1.4952704,0.5018052,3.6626494,43.5312,0.25455844,-5.1427646,2.035573,1.2582345,1.6178011,0.618123,3.6626494,1.05,1.9,1,0.9491
