Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
17,09/03/2024,14:30,ENGLAND - PREMIER LEAGUE,Arsenal,Brentford,1.22,7.0,11.0,1.44,1.95,1.8,1.02,1.25,1.14,3.75,1.29
2,09/03/2024,14:45,NETHERLANDS - EREDIVISIE,Twente,Sparta Rotterdam,1.4,4.75,7.5,1.62,1.8,1.95,1.03,1.34,1.18,4.5,1.18
3,09/03/2024,15:00,ECUADOR - LIGA PRO,Macara,EL Nacional,1.4,4.33,6.0,1.75,1.91,1.8,1.04,1.37,1.22,5.5,1.14
4,09/03/2024,16:00,USA - MLS,New York City,Portland Timbers,1.75,3.75,4.75,1.93,1.8,1.95,1.05,1.44,1.29,6.5,1.11
5,09/03/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,Universitario de Vinto,SA Bulo Bulo,1.65,3.3,4.75,1.9,1.83,1.83,1.06,1.39,1.25,6.5,1.11
6,09/03/2024,17:00,ARGENTINA - PRIMERA NACIONAL,Def. de Belgrano,Almagro,1.73,3.5,5.25,2.5,2.5,1.5,1.1,1.6,1.5,13.0,1.04
7,09/03/2024,17:30,PERU - LIGA 1,FBC Melgar,ADT Tarma,1.44,4.2,7.0,1.83,2.0,1.73,1.04,1.37,1.25,6.0,1.13
8,09/03/2024,18:00,USA - USL CHAMPIONSHIP,Memphis,Las Vegas Lights,1.55,4.15,5.2,1.7,1.78,1.93,1.04,1.35,1.23,4.45,1.17
9,09/03/2024,19:30,URUGUAY - PRIMERA DIVISION,Penarol,CA Cerro,1.45,4.0,6.5,2.1,2.38,1.53,1.06,1.5,1.36,8.0,1.08
10,09/03/2024,19:30,PARAGUAY - PRIMERA DIVISION,Cerro Porteno,Tacuary,1.3,5.0,8.5,1.67,2.1,1.67,1.04,1.36,1.2,5.0,1.17
11,09/03/2024,20:00,COSTA RICA - PRIMERA DIVISION,Cartagines,Puntarenas FC,1.67,3.75,5.0,1.7,1.73,2.0,1.04,1.36,1.22,5.0,1.17
12,09/03/2024,20:20,COLOMBIA - PRIMERA A,America De Cali,Alianza,1.44,4.2,7.5,1.93,2.1,1.67,1.05,1.42,1.29,6.5,1.11
13,09/03/2024,21:00,BOLIVIA - DIVISION PROFESIONAL,Nacional Potosi,Independiente,1.4,4.75,6.0,1.44,1.62,2.2,1.02,1.24,1.13,3.5,1.29
14,09/03/2024,21:30,USA - MLS,New York Red Bulls,FC Dallas,1.55,3.8,6.5,2.1,2.2,1.62,1.06,1.5,1.36,9.0,1.07
15,09/03/2024,21:30,USA - MLS,Columbus Crew,Chicago Fire,1.44,4.75,7.0,1.53,1.75,2.0,1.03,1.32,1.17,4.0,1.22
16,09/03/2024,22:00,MEXICO - LIGA MX,Pachuca,Queretaro,1.6,4.33,5.0,1.65,1.7,2.05,1.03,1.35,1.2,4.5,1.18
28,09/03/2024,22:00,COSTA RICA - PRIMERA DIVISION,San Carlos,Grecia,1.4,4.2,8.0,1.8,2.0,1.73,1.04,1.38,1.25,6.0,1.13
38,09/03/2024,23:00,COSTA RICA - PRIMERA DIVISION,Herediano,Sporting San Jose,1.44,4.33,7.5,1.83,2.0,1.73,1.05,1.38,1.25,6.0,1.13
