,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,13/02/2024,16:45,ENGLAND - LEAGUE TWO,Salford,Doncaster,1.91,3.8,3.75,1.8,1.67,2.1,1.04,1.36,1.25,5.5,1.14
2,13/02/2024,16:45,SCOTLAND - LEAGUE TWO,Dumbarton,Spartans,2.1,3.6,2.9,1.93,1.8,1.91,1.05,1.4,1.29,6.0,1.11
3,13/02/2024,16:45,ENGLAND - LEAGUE TWO,Tranmere,Morecambe,1.95,3.6,3.75,1.85,1.73,2.0,1.04,1.36,1.25,6.0,1.13
4,13/02/2024,16:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Dundela,Bangor FC,2.32,3.55,2.65,1.53,1.47,2.35,1.01,1.25,1.15,3.55,1.21
5,13/02/2024,16:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Loughgall,Newry City,1.91,3.65,3.55,1.7,1.62,2.18,1.04,1.35,1.22,4.4,1.17
6,13/02/2024,16:45,ENGLAND - LEAGUE TWO,Crawley,Walsall,2.63,3.6,2.55,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
7,13/02/2024,16:45,ENGLAND - CHAMPIONSHIP,Birmingham,Blackburn,2.25,3.6,3.0,1.57,1.5,2.5,1.03,1.29,1.17,4.33,1.22
8,13/02/2024,16:45,ENGLAND - CHAMPIONSHIP,Leicester,Sheffield Wed,1.3,5.5,9.5,1.65,2.0,1.73,1.03,1.3,1.2,4.5,1.2
9,13/02/2024,16:45,ENGLAND - LEAGUE ONE,Shrewsbury,Barnsley,3.6,3.5,2.0,2.03,1.8,1.95,1.05,1.4,1.3,7.0,1.1
10,13/02/2024,16:45,ENGLAND - LEAGUE ONE,Portsmouth,Cambridge Utd,1.44,4.33,8.0,1.88,2.05,1.7,1.05,1.36,1.25,6.0,1.13
