Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,28/10/2023,05:00,Alexandria,Csikszereda M. Ciuc,3.6,3.2,2.05
2,ROMANIA - LIGA 2,28/10/2023,05:00,Metaloglobus Bucharest,Hunedoara,3.0,3.0,2.42
3,VIETNAM - V.LEAGUE 1,28/10/2023,07:00,Gia Lai,Cong An,4.55,3.55,1.7
4,BELARUS - VYSSHAYA LIGA,28/10/2023,08:00,Naftan,Slavia Mozyr,6.21,4.25,1.49
5,ROMANIA - LIGA 1,28/10/2023,08:00,Otelul,FC Hermannstadt,2.75,3.0,2.6
6,RUSSIA - PREMIER LEAGUE,28/10/2023,08:00,Fakel Voronezh,Spartak Moscow,3.81,3.7,2.07
7,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,28/10/2023,08:30,Sloga Doboj,FK Sarajevo,3.35,3.25,2.07
8,SAN MARINO - CAMPIONATO SAMMARINESE,28/10/2023,10:00,Pennarossa,Domagnano,2.57,3.3,2.4
9,SWEDEN - SUPERETTAN,28/10/2023,10:00,Trelleborg,Helsingborg,3.2,3.5,2.15
10,MOLDOVA - SUPER LIGA,28/10/2023,11:00,Milsami,Petrocub,2.7,3.05,2.42
11,ENGLAND - LEAGUE TWO,28/10/2023,11:00,Harrogate,Crewe,3.0,3.5,2.3
12,BELGIUM - JUPILER PRO LEAGUE,28/10/2023,11:00,KV Mechelen,Cercle Brugge KSV,3.3,3.6,2.1
13,MONTENEGRO - PRVA CRNOGORSKA LIGA,28/10/2023,12:00,Mornar Bar,Decic,6.8,3.75,1.47
14,POLAND - DIVISION 1,28/10/2023,12:30,Zaglebie Sosnowiec,Tychy,2.7,3.2,2.4
15,MALTA - PREMIER LEAGUE,28/10/2023,12:30,Naxxar,Hibernians,5.8,4.45,1.44
16,BAHRAIN - PREMIER LEAGUE,28/10/2023,13:00,Al-Shabbab,Al-Muharraq,4.65,3.65,1.7
17,BAHRAIN - PREMIER LEAGUE,28/10/2023,13:00,Al-Hala,Al Riffa,8.0,4.0,1.42
18,NORTHERN IRELAND - NIFL PREMIERSHIP,28/10/2023,13:30,Newry City,Larne,10.0,5.2,1.27
19,QATAR - QSL,28/10/2023,13:30,Shamal,Al-Duhail,8.0,5.5,1.29
20,QATAR - QSL,28/10/2023,13:30,Muaither SC,Al-Sadd,8.75,5.8,1.26
21,MOROCCO - BOTOLA PRO,28/10/2023,16:30,Youssoufia Berrechid,Union Touarga,2.75,3.1,2.3
22,NICARAGUA - LIGA PRIMERA,28/10/2023,23:00,Ocotal,UNAN-Managua,2.87,3.4,2.22
