,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,BTTS Sim,26/05/2024,12:30,FINLAND - YKKONEN,KPV Kokkola,OLS Oulu,2.63,3.6,2.2,1.65,2.2,1.57,2.25,A,H,A
2,OVER2_5,26/05/2024,13:30,BELGIUM - JUPILER PRO LEAGUE,Antwerp,Anderlecht,3.8,3.5,1.75,1.73,2.08,1.7,2.05,H,A,H
