Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,VIETNAM - V.LEAGUE 1,28/02/2024,08:00,Binh Duong,Hong Linh Ha Tinh,2.07,3.3,3.3
2,INDONESIA - LIGA 1,28/02/2024,09:00,PSM Makassar,Persebaya,1.78,3.35,4.4
3,NIGERIA - NPFL,28/02/2024,10:00,Abia Warriors,Kwara,2.18,2.85,3.55
4,NIGERIA - NPFL,28/02/2024,11:00,Sunshine Stars,Lobi Stars,1.95,3.05,4.0
5,INDIA - ISL,28/02/2024,11:00,Mumbai City,Goa,1.91,3.5,3.6
6,NIGERIA - NPFL,28/02/2024,12:00,Sporting Lagos,Akwa United,1.65,3.25,5.8
7,NIGERIA - NPFL,28/02/2024,12:00,Heartland,Plateau United,2.15,3.0,3.4
8,NIGERIA - NPFL,28/02/2024,12:00,Enyimba,Gombe,1.36,4.05,9.0
9,MONTENEGRO - PRVA CRNOGORSKA LIGA,28/02/2024,13:30,Petrovac,Rudar,1.83,3.2,4.3
10,MONTENEGRO - PRVA CRNOGORSKA LIGA,28/02/2024,13:30,Mornar Bar,Arsenal Tivat,2.12,3.0,3.55
11,POLAND - DIVISION 1,28/02/2024,14:00,Podbeskidzie,Motor Lublin,2.5,3.1,2.7
12,POLAND - EKSTRAKLASA,28/02/2024,14:30,Stal Mielec,LKS Lodz,1.83,3.6,3.4
13,ROMANIA - LIGA 1,28/02/2024,16:00,FC Rapid Bucuresti,UTA Arad,1.6,3.75,5.0
14,ENGLAND - FA CUP,28/02/2024,17:00,Liverpool,Southampton,1.65,4.33,4.75
15,SOUTH AMERICA - COPA LIBERTADORES,28/02/2024,19:00,Nacional (Uru),Puerto Cabello (Ven),1.29,4.5,9.0
16,BRAZIL - COPA DO BRASIL,28/02/2024,19:30,Maranhao,Ferroviario,2.1,3.2,3.1
17,BRAZIL - COPA DO BRASIL,28/02/2024,20:30,Villa Nova MG,Aparecidense,2.47,3.25,2.65
18,BRAZIL - COPA DO BRASIL,28/02/2024,20:30,Agua Santa,Jacuipense,1.75,3.4,4.0
19,SOUTH AMERICA - COPA LIBERTADORES,28/02/2024,21:30,Atl. Nacional (Col),Nacional Asuncion (Par),1.5,3.75,6.5
20,SOUTH AMERICA - COPA LIBERTADORES,28/02/2024,21:30,Botafogo RJ (Bra),Aurora (Bol),1.11,7.5,21.0
21,MEXICO - LIGA MX,28/02/2024,22:00,U.A.N.L.- Tigres,Juarez,1.4,4.5,9.0
