League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Egyptian Premier,2024-03-05,14:00:00,Al-Masry,Smouha,2.24,3.5,3.2,2.7,1.51,1.36,3.35,1.09,9.2,2.98,1.05,2.98,1.4,1.67,2.2,1.07,4.0,1.96,1.93,5.1,5.6,7.2,4.5,4.6,4.3,6.0,5.9,5.8,5.4,6.6,6.2,7.4,5.4,6.0,6.4,5.3,4.4,4.7,0.44642857,0.3125,0.2857143,0.45454547,0.5988024,0.5102041,0.5181347,1.4285715,1.5625,0.7,1.09375,0.64,0.9142857,0.6875,0.521875,0.20189764,0.1764706,0.2195122,0.04477612,0.18518518,0.64,1.09375,0.7,1.0181818,1.5909091,0.6875,1.1224489,8.94,-0.10738255,0.033557046,0.25055927,0.3914989,0.22086553,0.6581793,0.23842119,1.6122035,25.641006,0.7495332,14.842227,1.6122035,0.3,0.96,1,1.0
Portuguese Segunda Liga,2024-03-05,15:00:00,Maritimo,CF Os Belenenses,1.4,9.4,4.8,2.88,1.31,1.44,2.66,1.1,6.4,11.0,1.05,3.65,1.25,1.97,1.73,1.12,3.2,2.22,1.7,13.5,4.5,5.0,5.1,6.4,9.6,4.8,5.0,7.0,8.6,4.6,5.0,9.2,13.5,4.7,5.1,3.1,15.0,5.2,0.71428573,0.20833333,0.10638298,0.5780347,0.5076142,0.45045045,0.5882353,3.4285715,6.714286,0.29166666,1.9583334,0.14893617,0.5106383,0.36041668,0.41041666,0.77497476,0.5483871,0.7407407,0.32394367,0.47013783,0.14893617,1.9583334,0.29166666,0.80924857,5.433526,0.36041668,0.7792793,15.6,-0.21794872,0.2948718,0.08974359,0.6025641,0.77211,4.014972,0.85609424,9.834633,59.534454,0.33941126,-6.8427734,9.834633,4.6,3.4,1,1.0
English League 2,2024-03-05,16:45:00,Mansfield,MK Dons,1.8,4.9,3.95,2.94,1.3,1.53,2.34,1.14,5.7,12.0,1.05,4.5,1.25,2.2,1.75,1.17,5.5,1.72,2.24,14.5,18.0,34.0,17.5,9.6,8.6,17.5,15.0,10.5,9.4,16.0,34.0,16.5,15.5,12.0,28.0,7.0,15.0,5.7,0.5555556,0.25316456,0.20408164,0.5714286,0.45454547,0.5813953,0.44642857,2.1944444,2.7222223,0.4556962,1.2405063,0.36734694,0.8061224,0.443038,0.556962,0.4603506,0.37391305,0.46268657,0.107344635,0.3859649,0.36734694,1.2405063,0.4556962,1.0285715,2.8,0.443038,1.0174419,10.65,-0.20187794,0.089201875,0.16901408,0.4600939,0.447391,1.588238,0.509194,3.8903728,47.07003,0.6363961,-12.680384,3.8903728,0.95,2.15,1,1.0
English League 1,2024-03-05,16:45:00,Peterborough,Northampton,1.42,8.8,5.3,3.85,1.28,1.64,2.36,1.17,5.8,19.0,1.04,5.1,1.18,2.48,1.62,1.22,4.4,1.9,2.06,19.5,29.0,13.0,14.5,9.4,11.0,28.0,13.5,8.8,9.2,21.0,13.5,11.0,13.0,19.5,13.5,4.2,24.0,15.0,0.70422536,0.18867925,0.11363637,0.61728394,0.4032258,0.5263158,0.4854369,3.7323945,6.197183,0.26792452,1.6603774,0.16136363,0.60227275,0.30566037,0.46792454,0.78241926,0.57738096,0.7221135,0.24822696,0.5317919,0.16136363,1.6603774,0.26792452,0.8765432,5.432099,0.30566037,0.85263157,15.52,-0.25,0.22551547,0.09149484,0.5670103,0.7135883,3.6916301,0.81653494,9.04261,62.73053,1.2162237,-23.267704,9.04261,3.5,3.88,1,1.0
Scottish Championship,2024-03-05,16:45:00,Morton,Dundee Utd,4.2,1.95,3.45,2.26,1.38,1.39,2.76,1.08,8.0,3.35,1.05,3.35,1.34,1.82,2.0,1.11,3.6,1.86,1.98,4.1,3.5,4.1,4.7,4.3,3.35,9.4,4.7,5.0,4.5,4.6,5.1,5.4,5.3,5.4,5.5,4.2,4.2,5.7,0.23809524,0.28985506,0.51282054,0.5,0.5494506,0.53763443,0.5050505,0.8214286,0.4642857,1.2173913,0.5652174,2.1538463,1.7692307,0.5797101,0.5275362,0.34357655,0.09803922,0.36585367,0.2777778,0.26605505,2.1538463,0.5652174,1.2173913,2.1,0.975,0.5797101,1.0752689,9.6,0.078125,-0.15625,0.4375,0.203125,0.35801372,1.145644,0.3832088,2.806243,-20.556046,0.25455844,5.1427646,2.806243,1.5,0.75,1,1.0
English League 2,2024-03-05,16:45:00,Barrow,Gillingham,2.42,3.35,3.4,2.56,1.45,1.32,3.2,1.07,11.0,7.6,1.11,2.76,1.45,1.6,2.4,1.05,2.4,2.06,1.84,8.6,9.6,13.0,13.0,7.4,7.0,13.0,12.0,12.5,11.0,13.5,14.0,30.0,17.5,25.0,14.5,24.0,6.8,9.6,0.41322315,0.29411766,0.29850745,0.41666666,0.625,0.4854369,0.54347825,1.4049587,1.3842975,0.7117647,0.9852941,0.7223881,1.0149254,0.7058824,0.47058824,0.16446212,0.16838488,0.16117851,0.0074074073,0.1724138,0.7223881,0.9852941,0.7117647,1.0083333,1.3958334,0.7058824,1.1650486,9.17,-0.10687023,-0.0054525626,0.26390404,0.3653217,0.18056794,0.551936,0.19276632,1.3519615,26.104855,1.1313709,21.801409,1.3519615,0.05,0.98,1,1.0
English Championship,2024-03-05,16:45:00,Hull,Birmingham,1.81,5.0,3.95,3.25,1.37,1.47,2.8,1.11,6.2,12.5,1.06,3.95,1.27,2.04,1.84,1.14,6.6,1.83,2.08,14.0,17.0,32.0,40.0,8.8,8.2,17.5,50.0,10.0,9.6,17.5,55.0,17.0,16.5,29.0,65.0,9.8,48.0,210.0,0.5524862,0.25316456,0.2,0.54347825,0.49019608,0.5464481,0.48076922,2.1823204,2.762431,0.45822784,1.2658228,0.362,0.79,0.4658228,0.5164557,0.46285892,0.3715278,0.4684288,0.11731844,0.36442143,0.362,1.2658228,0.45822784,0.9836956,2.7173913,0.4658228,1.0054644,10.76,-0.19888476,0.097583644,0.16821562,0.464684,0.45327348,1.6257409,0.5044257,3.9822357,46.936802,0.28284273,-5.710593,3.9822357,1.05,2.14,1,1.0
English Championship,2024-03-05,16:45:00,Leeds,Stoke,1.38,9.8,5.7,3.95,1.29,1.65,2.14,1.18,5.6,22.0,1.04,5.8,1.18,2.46,1.59,1.24,4.7,1.92,1.97,22.0,32.0,36.0,65.0,9.6,11.5,30.0,44.0,8.4,9.6,24.0,40.0,10.5,12.5,28.0,90.0,4.8,28.0,200.0,0.7246377,0.1754386,0.10204082,0.6289308,0.40650406,0.5208333,0.5076142,4.130435,7.1014495,0.24210526,1.7192982,0.14081633,0.5816327,0.27894738,0.43157893,0.83168614,0.6101695,0.7531306,0.26451612,0.56378603,0.14081633,1.7192982,0.24210526,0.8679245,6.1635222,0.27894738,0.828125,16.88,-0.25592417,0.242891,0.08175355,0.58056873,0.7483079,4.210479,0.86335254,10.313525,65.15761,1.2303658,-23.50904,10.313525,4.1,4.32,1,1.0
English Championship,2024-03-05,16:45:00,Blackburn,Millwall,2.32,3.45,3.5,2.92,1.45,1.41,2.72,1.08,7.8,11.0,1.08,3.6,1.37,1.83,2.14,1.11,8.2,1.89,2.06,11.5,11.5,21.0,32.0,8.8,7.2,13.5,38.0,12.5,10.5,17.0,42.0,27.0,23.0,36.0,65.0,18.5,34.0,110.0,0.43103448,0.2857143,0.28985506,0.46728972,0.5464481,0.52910054,0.4854369,1.5086207,1.487069,0.6628571,0.98571426,0.6724638,1.0144928,0.61142856,0.5228571,0.2013198,0.20274915,0.19584055,0.007194245,0.24113475,0.6724638,0.98571426,0.6628571,1.0841122,1.6121495,0.61142856,1.1322751,9.27,-0.12729234,-0.005393743,0.25026968,0.37216827,0.21595728,0.66730803,0.25340432,1.6345642,30.540606,0.4384062,8.810733,1.6345642,0.05,1.18,1,1.0
English Championship,2024-03-05,16:45:00,Coventry,Rotherham,1.35,10.5,5.8,3.5,1.32,1.52,2.5,1.14,6.0,16.5,1.05,5.0,1.23,2.36,1.69,1.2,5.2,2.06,1.81,18.5,30.0,36.0,55.0,8.4,11.5,34.0,44.0,7.4,9.6,26.0,42.0,10.0,13.0,32.0,110.0,5.0,110.0,210.0,0.7407407,0.1724138,0.0952381,0.591716,0.42372882,0.4854369,0.5524862,4.296296,7.7777777,0.23275863,1.8103448,0.12857144,0.552381,0.2913793,0.40689656,0.8563093,0.62237763,0.7721519,0.28834355,0.5487316,0.12857144,1.8103448,0.23275863,0.79881656,6.213018,0.2913793,0.8203884,17.65,-0.25212464,0.26628897,0.07648725,0.59490085,0.7777171,4.575569,0.8860532,11.207809,65.79903,0.94752306,-18.52085,11.207809,4.7,4.45,1,1.0
English Championship,2024-03-05,16:45:00,Sheff Wed,Plymouth,1.98,4.1,3.85,2.98,1.4,1.48,2.66,1.13,7.6,12.5,1.06,3.9,1.28,2.08,1.89,1.14,6.6,1.74,2.2,14.0,15.0,26.0,50.0,9.6,8.0,15.0,40.0,11.0,9.6,16.5,48.0,21.0,17.5,30.0,60.0,11.5,38.0,110.0,0.5050505,0.25974026,0.24390244,0.52910054,0.48076922,0.57471263,0.45454547,1.9444444,2.070707,0.51428574,1.0649351,0.48292682,0.9390244,0.4909091,0.5402597,0.35555413,0.3207547,0.34868422,0.031446543,0.34146342,0.48292682,1.0649351,0.51428574,1.0476191,2.1693122,0.4909091,1.0862069,9.93,-0.18831822,0.025176235,0.19939578,0.41289023,0.35002318,1.1585767,0.4002637,2.8379219,43.076057,0.26870057,-5.4268126,2.8379219,0.25,1.87,1,1.0
Scottish Championship,2024-03-05,16:45:00,Dunfermline,Airdrieonians,2.5,3.0,3.35,2.52,1.39,1.02,2.78,1.08,8.2,3.4,1.06,3.4,1.36,1.8,2.12,1.1,8.0,1.84,2.04,7.2,10.0,11.5,12.0,9.0,6.8,12.0,32.0,14.0,10.5,17.0,40.0,21.0,17.0,27.0,26.0,21.0,30.0,11.0,0.4,0.29850745,0.33333334,0.4716981,0.5555556,0.54347825,0.49019608,1.34,1.2,0.74626863,0.8955224,0.8333333,1.1166667,0.6328358,0.53731346,0.12242689,0.14529915,0.09090909,0.05511811,0.22486289,0.8333333,0.8955224,0.74626863,1.1792452,1.4150944,0.6328358,1.1521739,8.85,-0.096045196,-0.03954802,0.28248587,0.33898306,0.14481363,0.4272002,0.19767284,1.0464225,23.025492,0.45254833,9.090277,1.0464225,0.35,0.85,1,1.0
English League 2,2024-03-05,16:45:00,Bradford,Doncaster,1.89,4.6,3.7,2.58,1.37,1.42,2.7,1.11,7.4,11.0,1.08,3.45,1.34,1.85,2.1,1.1,8.4,1.91,1.98,11.0,13.5,29.0,15.5,7.6,7.6,17.0,15.0,10.0,9.6,19.0,15.0,19.0,19.0,34.0,16.5,12.5,14.5,18.0,0.52910054,0.27027026,0.2173913,0.47619048,0.5405405,0.5235602,0.5050505,1.957672,2.4338624,0.5108108,1.2432432,0.41086957,0.8043478,0.5675676,0.5,0.40186146,0.3237925,0.4175655,0.10843374,0.27586207,0.41086957,1.2432432,0.5108108,0.9,2.1904762,0.5675676,1.0994765,10.19,-0.17762512,0.08832189,0.18547596,0.45142296,0.40634823,1.3802295,0.42315307,3.380858,42.145096,0.35355338,7.125016,3.380858,0.9,1.81,1,0.6667
