Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
30,ENGLAND - FA CUP,02/09/2023,11:00,Brighouse Town,Albion Sports,1.5,4.25,5.2
31,ENGLAND - FA CUP,02/09/2023,11:00,Gainsborough,Matlock,1.98,3.4,3.45
32,SPAIN - LALIGA2,02/09/2023,11:15,Gijon,Burgos CF,2.05,3.2,4.0
33,PORTUGAL - LIGA PORTUGAL 2,02/09/2023,11:30,Leiria,AVS,2.15,3.0,3.4
34,SERBIA - PRVA LIGA,02/09/2023,12:00,Jedinstvo U.,Kolubara,2.37,3.05,2.75
35,POLAND - EKSTRAKLASA,02/09/2023,12:30,Cracovia,Korona Kielce,1.85,3.5,4.2
36,POLAND - DIVISION 1,02/09/2023,12:30,Wisla Plock,Polonia Warszawa,1.65,4.0,4.2
37,SWITZERLAND - SUPER LEAGUE,02/09/2023,13:00,St. Gallen,Lausanne,1.57,4.5,5.0
38,SPAIN - LALIGA2,02/09/2023,13:30,Levante,R. Oviedo,1.8,3.4,5.0
39,GEORGIA - CRYSTALBET EROVNULI LIGA,02/09/2023,14:00,Dila Gori,Samtredia,1.29,4.75,8.0
40,SERBIA - PRVA LIGA,02/09/2023,14:00,Sloboda,Smederevo,2.22,3.15,2.95
41,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,02/09/2023,14:30,Posusje,Sloga Doboj,1.78,3.65,3.95
42,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,02/09/2023,15:00,Al Taawon,Al Wehda,1.62,3.75,4.5
43,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,02/09/2023,15:00,Al Shabab,Al Khaleej,1.67,4.0,4.0
44,ARGENTINA - PRIMERA NACIONAL,02/09/2023,15:00,CA Estudiantes,Villa Dalmine,1.36,4.2,11.0
45,ARGENTINA - PRIMERA NACIONAL,02/09/2023,15:00,Defensores Unidos,Almagro,2.75,2.88,2.9
46,POLAND - DIVISION 1,02/09/2023,15:00,Pruszkow,Leczna,2.05,3.3,3.3
47,MOROCCO - BOTOLA PRO,02/09/2023,15:15,Renaissance Zemamra,Youssoufia Berrechid,2.1,2.8,3.6
48,SPAIN - PRIMERA RFEF,02/09/2023,15:30,Unionistas,Leonesa,2.25,3.0,3.0
49,SPAIN - PRIMERA RFEF,02/09/2023,15:30,Linares,Granada CF B,2.2,2.9,3.2
50,ITALY - SERIE C,02/09/2023,15:45,Entella,Ancona,1.8,3.45,4.35
51,ITALY - SERIE C,02/09/2023,15:45,Pescara,Juventus U23,1.88,3.3,4.0
52,SPAIN - LALIGA2,02/09/2023,16:00,Elche,Racing Santander,1.83,3.4,4.75
53,BRAZIL - SERIE A,02/09/2023,16:00,Goias,Internacional,2.7,3.0,2.9
54,MOROCCO - BOTOLA PRO,02/09/2023,16:30,Mouloudia Oujda,Union Touarga,2.55,2.7,2.88
55,ARGENTINA - PRIMERA NACIONAL,02/09/2023,17:10,Patronato,All Boys,1.75,3.3,5.5
56,ECUADOR - LIGA PRO,02/09/2023,17:30,U. Catolica,EL Nacional,1.85,3.3,4.2
57,COSTA RICA - PRIMERA DIVISION,02/09/2023,18:00,Puntarenas FC,San Carlos,2.2,3.3,3.1
58,BRAZIL - SERIE B,02/09/2023,18:00,Guarani,Ponte Preta,1.9,3.1,4.35
59,NICARAGUA - LIGA PRIMERA,02/09/2023,18:00,Sport Sebaco,Matagalpa,1.57,3.8,5.3
60,CANADA - CANADIAN PREMIER LEAGUE,02/09/2023,20:00,Atl. Ottawa,Cavalry,2.4,3.3,2.87
61,COLOMBIA - PRIMERA A,02/09/2023,20:10,Santa Fe,Junior,2.0,3.4,4.0
62,PARAGUAY - PRIMERA DIVISION,02/09/2023,20:30,Libertad Asuncion,Sp. Luqueno,1.53,4.0,5.5
63,USA - MLS,02/09/2023,20:30,New England Revolution,Austin FC,1.75,3.8,4.5
64,USA - MLS,02/09/2023,21:30,Sporting Kansas City,St. Louis City,1.83,3.6,4.5
65,USA - MLS,02/09/2023,21:30,FC Dallas,Atlanta Utd,2.3,3.5,3.0
66,MEXICO - LIGA MX,02/09/2023,22:05,U.A.N.L.- Tigres,Queretaro,1.53,4.0,7.0
67,COLOMBIA - PRIMERA A,02/09/2023,22:20,Petrolera,America De Cali,2.63,3.25,2.75
68,PANAMA - LPF,02/09/2023,22:30,Deportivo Universitario,Arabe Unido,2.2,3.15,3.15
69,USA - USL CHAMPIONSHIP,02/09/2023,23:30,Phoenix Rising,Rio Grande,1.98,3.55,3.4
70,USA - MLS,02/09/2023,23:30,Seattle Sounders,Portland Timbers,1.67,4.0,5.0
