Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 2,07/10/2023,01:30,Gimcheon Sangmu,Bucheon FC 1995,1.7,3.8,4.75
2,HONG KONG - PREMIER LEAGUE,07/10/2023,04:00,Tai Po,Resources Capital,1.47,4.2,5.7
3,HONG KONG - PREMIER LEAGUE,07/10/2023,04:00,Eastern AA,Sham Shui Po,1.08,8.5,23.0
4,ROMANIA - LIGA 2,07/10/2023,05:00,Mioveni,CSM Resita,1.78,3.5,4.3
5,ROMANIA - LIGA 2,07/10/2023,05:00,Chindia Targoviste,Progresul Spartac,1.25,5.4,10.5
6,ESTONIA - MEISTRILIIGA,07/10/2023,06:30,Kalju,Parnu JK Vaprus,1.44,4.05,6.0
7,POLAND - EKSTRAKLASA,07/10/2023,07:30,Radomiak Radom,LKS Lodz,1.73,3.6,4.75
8,FINLAND - YKKONEN,07/10/2023,08:00,Jaro,KaPa,1.36,5.0,6.5
9,NORTH MACEDONIA - 1. MFL,07/10/2023,09:00,Brera Strumica,KF Gostivar,2.07,3.2,3.4
10,THAILAND - THAI LEAGUE 1,07/10/2023,09:00,Police Tero,Prachuap,2.47,3.6,2.52
11,UZBEKISTAN - SUPER LEAGUE,07/10/2023,09:00,OKMK,Sogdiana,1.78,3.45,4.15
12,SAN MARINO - CAMPIONATO SAMMARINESE,07/10/2023,10:00,Tre Fiori,Folgore,2.07,3.2,3.15
13,SWEDEN - SUPERETTAN,07/10/2023,10:00,Oster,Orebro,1.8,3.75,4.33
14,SWEDEN - ALLSVENSKAN,07/10/2023,10:00,AIK,Mjallby,1.67,3.75,5.5
15,NETHERLANDS - TWEEDE DIVISIE,07/10/2023,10:00,Spakenburg,Hardenberg,2.27,3.75,2.62
16,POLAND - DIVISION 1,07/10/2023,10:00,Podbeskidzie,S. Rzeszow,1.85,3.5,3.75
17,NORWAY - OBOS-LIGAEN,07/10/2023,10:00,Raufoss,Mjondalen,2.0,3.75,3.5
18,NORWAY - OBOS-LIGAEN,07/10/2023,10:00,Sogndal,Moss,1.62,4.0,5.5
19,THAILAND - THAI LEAGUE 1,07/10/2023,10:00,Trat FC,Nakhon Pathom,2.15,3.55,3.0
20,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,07/10/2023,10:00,Zvijezda 09,Tuzla City,2.5,3.3,2.6
21,SERBIA - PRVA LIGA,07/10/2023,10:00,Jedinstvo U.,Sloboda,1.78,3.2,4.3
22,ICELAND - BESTA DEILD KARLA,07/10/2023,11:00,KA Akureyri,Kopavogur,1.78,4.05,3.7
23,AZERBAIJAN - PREMIER LEAGUE,07/10/2023,11:00,Sabah Baku,Araz,1.55,3.7,5.6
24,ICELAND - BESTA DEILD KARLA,07/10/2023,11:00,Vestmannaeyjar,Keflavik,1.29,5.6,8.0
25,NORTHERN IRELAND - NIFL PREMIERSHIP,07/10/2023,11:00,Cliftonville,Dungannon,1.25,5.7,9.5
26,SCOTLAND - CHAMPIONSHIP,07/10/2023,11:00,Dunfermline,Arbroath,1.85,3.4,3.6
27,ENGLAND - LEAGUE ONE,07/10/2023,11:00,Leyton Orient,Reading,2.2,3.6,3.1
28,ENGLAND - LEAGUE ONE,07/10/2023,11:00,Charlton,Blackpool,2.38,3.5,2.88
29,ENGLAND - CHAMPIONSHIP,07/10/2023,11:00,Sheffield Wed,Huddersfield,2.6,3.3,2.75
30,ENGLAND - CHAMPIONSHIP,07/10/2023,11:00,Coventry,Norwich,2.6,3.2,2.8
31,SCOTLAND - CHAMPIONSHIP,07/10/2023,11:00,Queen's Park,Morton,2.2,3.3,2.8
32,ENGLAND - LEAGUE TWO,07/10/2023,11:00,Salford,Crewe,2.15,3.5,3.4
33,ITALY - SERIE C,07/10/2023,11:15,Pro Sesto,Novara,2.22,3.2,3.15
34,PORTUGAL - LIGA PORTUGAL,07/10/2023,11:30,SC Farense,Vizela,2.05,3.25,3.4
35,CAMEROON - ELITE ONE,07/10/2023,11:30,APEJES Academy,Yong Sports Academy,1.93,3.5,3.32
36,NIGERIA - NPFL,07/10/2023,12:00,Bendel,Shooting,1.52,3.3,7.8
37,NIGERIA - NPFL,07/10/2023,12:00,Kano Pillars,Katsina Utd,1.85,3.0,4.55
38,AUSTRIA - BUNDESLIGA,07/10/2023,12:00,Hartberg,Tirol,1.67,3.75,5.25
39,SLOVAKIA - NIKE LIGA,07/10/2023,13:00,Skalica,Kosice,2.42,3.2,2.9
40,BAHRAIN - PREMIER LEAGUE,07/10/2023,13:00,Sitra,Busaiteen,2.1,3.4,3.2
41,SCOTLAND - LEAGUE ONE,07/10/2023,13:30,Falkirk,Hamilton,1.85,3.4,3.75
