Nº,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,26/09/2024,20:30,COLOMBIA - PRIMERA A,Santa Fe,Alianza,1.5,3.9,7.0,2.2,2.38,1.53
