Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDONESIA - LIGA 1,15/09/2023,05:00,PSM Makassar,Barito Putera,1.75,3.75,4.0
2,CHINA - SUPER LEAGUE,15/09/2023,08:35,Shandong Taishan,Qingdao Hainiu,1.25,5.75,11.0
3,THAILAND - THAI LEAGUE 1,15/09/2023,09:00,Buriram,Trat FC,1.22,5.9,10.75
4,ARMENIA - PREMIER LEAGUE,15/09/2023,09:00,Alashkert,Urartu,2.32,3.1,2.82
5,THAILAND - THAI LEAGUE 1,15/09/2023,10:00,Bangkok Utd,Sukhothai,1.42,4.55,6.5
6,ARMENIA - PREMIER LEAGUE,15/09/2023,11:00,Ararat-Armenia,Noah,1.75,3.55,3.85
7,FINLAND - VEIKKAUSLIIGA,15/09/2023,12:00,Haka,Ilves,2.15,3.5,3.1
8,AUSTRIA - 2. LIGA,15/09/2023,13:10,Floridsdorfer AC,Admira,2.02,3.55,3.3
9,AUSTRIA - 2. LIGA,15/09/2023,13:10,St. Polten,First Vienna,1.47,4.25,6.0
10,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,15/09/2023,13:30,Zeljeznicar,GOSK Gabela,1.5,4.05,5.7
11,MALTA - PREMIER LEAGUE,15/09/2023,14:00,Marsaxlokk,Naxxar Lions,1.65,3.9,4.35
12,BULGARIA - PARVA LIGA,15/09/2023,14:00,Cherno More,Beroe,1.4,4.2,9.0
13,PERU - LIGA 1,15/09/2023,15:00,Grau,Cajamarca,1.57,4.0,5.5
14,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,15/09/2023,15:00,Al Hilal,Al Riyadh,1.07,10.0,23.0
15,BELGIUM - CHALLENGER PRO LEAGUE,15/09/2023,15:00,RFC Liege,Club Brugge KV U23,1.75,3.75,3.8
16,ITALY - SERIE C,15/09/2023,15:45,Ancona,Pineto,1.7,3.55,4.85
17,ITALY - SERIE C,15/09/2023,15:45,Rimini,Juventus U23,2.18,3.1,3.35
18,ENGLAND - FA CUP,15/09/2023,15:45,Darlington,Workington,1.65,3.75,4.25
19,SPAIN - LALIGA2,15/09/2023,16:30,Zaragoza,Racing Santander,1.91,3.1,4.75
20,URUGUAY - PRIMERA DIVISION,15/09/2023,19:00,Wanderers,Cerro Largo,2.2,3.2,3.2
21,BRAZIL - SERIE B,15/09/2023,19:00,Vila Nova FC,Ponte Preta,1.65,3.2,6.1
22,BRAZIL - SERIE A,15/09/2023,20:00,Cuiaba,America MG,1.91,3.5,4.0
23,COLOMBIA - PRIMERA A,15/09/2023,20:15,Once Caldas,Envigado,1.53,3.75,8.0
24,PARAGUAY - PRIMERA DIVISION,15/09/2023,20:30,Nacional Asuncion,Sp. Luqueno,2.1,3.2,3.5
25,COSTA RICA - PRIMERA DIVISION,15/09/2023,21:00,Saprissa,Grecia,1.2,6.0,10.0
26,BRAZIL - SERIE A,15/09/2023,21:30,Palmeiras,Goias,1.3,5.25,9.0
27,COSTA RICA - PRIMERA DIVISION,15/09/2023,23:00,Liberia,Guanacasteca,2.4,3.3,2.6
