Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,04/05/2024,07:00,Eastern AA,Hong Kong FC,1.14,6.7,15.0
2,BANGLADESH - PREMIER LEAGUE,04/05/2024,07:00,Bangladesh Police,Rahmatgonj MFS,1.95,2.85,4.1
3,VIETNAM - V.LEAGUE 1,04/05/2024,08:00,Binh Duong,Khanh Hoa,1.7,3.4,4.9
4,ENGLAND - PREMIER LEAGUE,04/05/2024,08:30,Arsenal,Bournemouth,1.2,7.5,11.0
5,VIETNAM - V.LEAGUE 1,04/05/2024,09:15,Hai Phong,Ho Chi Minh,1.85,3.3,4.0
6,SLOVAKIA - NIKE LIGA,04/05/2024,10:30,Trnava,Ruzomberok,1.72,3.5,5.0
7,SCOTLAND - PREMIERSHIP,04/05/2024,11:00,Celtic,Hearts,1.22,6.5,13.0
8,ALBANIA - SUPERLIGA,04/05/2024,11:00,Partizani,Skenderbeu,1.65,3.83,4.66
9,SCOTLAND - PREMIERSHIP,04/05/2024,11:00,Aberdeen,St Johnstone,1.67,3.6,5.5
10,SPAIN - PRIMERA RFEF,04/05/2024,11:00,Sanluqueno,Alcoyano,1.75,3.3,4.2
11,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,04/05/2024,12:00,Al Shabab,Al Raed,1.73,3.8,4.2
12,MONTENEGRO - PRVA CRNOGORSKA LIGA,04/05/2024,12:00,Jezero,Mladost DG,1.91,3.48,3.69
13,MOLDOVA - SUPER LIGA,04/05/2024,12:00,Sheriff Tiraspol,Milsami,1.36,4.25,7.3
14,SPAIN - PRIMERA RFEF,04/05/2024,13:00,Teruel,Unionistas,2.1,2.7,3.75
15,EGYPT - PREMIER LEAGUE,04/05/2024,13:00,Al Ahly,El Gouna,1.36,4.45,7.6
16,SENEGAL - LIGUE 1,04/05/2024,14:00,Dakar SC,Linguere,2.14,3.0,3.56
17,ARGENTINA - PRIMERA NACIONAL,04/05/2024,14:00,Atletico Atlanta,Chaco For Ever,2.05,2.88,4.5
18,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,04/05/2024,15:00,Al Nassr,Al Wehda,1.25,6.0,8.5
19,ARGENTINA - PRIMERA NACIONAL,04/05/2024,15:30,Arsenal Sarandi,Agropecuario,2.5,2.9,3.25
20,ARGENTINA - PRIMERA NACIONAL,04/05/2024,15:30,CA Estudiantes,Patronato,2.0,3.2,4.2
21,ARGENTINA - PRIMERA NACIONAL,04/05/2024,15:30,San Miguel,Club A. Guemes,1.95,3.25,4.2
22,ARGENTINA - PRIMERA NACIONAL,04/05/2024,16:00,CA Mitre,Deportivo Moron,2.25,2.88,3.8
23,ARGENTINA - PRIMERA NACIONAL,04/05/2024,16:00,San Martin S.J.,Guillermo Brown,1.57,3.6,7.0
24,PERU - LIGA 1,04/05/2024,17:30,Comerciantes Unidos,Union Comercio,1.7,3.6,5.0
25,ARGENTINA - PRIMERA NACIONAL,04/05/2024,17:35,Aldosivi,Temperley,2.2,3.0,3.75
26,BRAZIL - SERIE B,04/05/2024,18:00,Vila Nova FC,Operario,2.02,3.15,3.85
27,USA - USL CHAMPIONSHIP,04/05/2024,20:00,North Carolina,Rhode Island,1.98,3.4,3.6
28,BRAZIL - SERIE A,04/05/2024,21:00,Cruzeiro,Internacional,2.35,3.1,3.2
