Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,20/02/2024,08:00,IRAQ - SUPER LEAGUE,Al Karkh,Al Wasat,1.83,2.95,4.4,2.67,2.38,1.55,1.09,1.57,1.52,10.0,1.02
2,20/02/2024,20:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Defensa y Justicia,Central Cordoba,1.73,3.5,5.5,2.35,2.2,1.62,1.08,1.5,1.4,10.0,1.06
