Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,29/10/2023,04:30,CHINA - SUPER LEAGUE,Qingdao Hainiu,Dalian Pro,3.5,3.8,1.95,1.7,1.67,2.1,1.03,1.33,1.22,5.0,1.17
2,29/10/2023,04:30,SOUTH KOREA - K LEAGUE 1,Suwon FC,Seoul,3.6,3.6,1.95,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
3,29/10/2023,09:00,NORTH MACEDONIA - 1. MFL,KF Gostivar,Struga,3.8,3.15,1.98,2.07,1.85,1.75,1.05,1.47,1.37,8.0,1.05
4,29/10/2023,10:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Zvijezda 09,Velez Mostar,3.7,3.3,1.93,1.87,1.7,1.91,1.03,1.4,1.28,6.4,1.08
5,29/10/2023,10:30,AUSTRIA - BUNDESLIGA,A. Lustenau,Hartberg,4.5,3.75,1.8,1.62,1.62,2.2,1.03,1.3,1.18,4.5,1.18
6,29/10/2023,11:00,SWEDEN - ALLSVENSKAN,Mjallby,Hacken,4.75,3.6,1.8,1.7,1.62,2.2,1.04,1.33,1.2,5.0,1.17
7,29/10/2023,11:00,SWEDEN - ALLSVENSKAN,Norrkoping,Malmo FF,5.25,4.5,1.55,1.62,1.7,2.05,1.03,1.29,1.18,4.5,1.18
8,29/10/2023,11:00,POLAND - DIVISION 1,R. Rzeszow,Arka Gdynia,4.0,3.4,1.83,1.7,1.62,2.2,1.04,1.33,1.2,5.0,1.17
9,29/10/2023,12:00,BELGIUM - JUPILER PRO LEAGUE,Westerlo,Royale Union SG,5.25,4.0,1.6,1.57,1.62,2.2,1.03,1.29,1.17,4.0,1.22
10,29/10/2023,12:00,BELGIUM - CHALLENGER PRO LEAGUE,St. Liege U23,Deinze,4.75,4.2,1.53,1.53,1.62,2.2,1.03,1.29,1.17,4.0,1.22
11,29/10/2023,12:30,ENGLAND - PREMIER LEAGUE,Manchester Utd,Manchester City,5.25,4.0,1.62,1.73,1.75,2.0,1.04,1.33,1.22,5.0,1.17
12,29/10/2023,14:40,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Posusje,Zrinjski,4.9,3.4,1.7,2.05,1.98,1.65,1.05,1.45,1.36,8.6,1.04
13,29/10/2023,17:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Gimnasia L.P.,River Plate,4.75,3.75,1.75,2.05,1.91,1.8,1.06,1.44,1.3,7.0,1.1
