Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,10/02/2024,03:30,AUSTRALIA - A-LEAGUE,Melbourne Victory,Macarthur FC,1.45,4.75,6.5,1.48,1.62,2.2,1.03,1.25,1.14,3.75,1.29
24,10/02/2024,08:00,INDIA - I-LEAGUE,Churchill Brothers,Namdhari,1.44,4.45,5.9,1.57,1.75,1.85,1.02,1.28,1.16,3.75,1.19
23,10/02/2024,09:00,SLOVENIA - PRVA LIGA,O. Ljubljana,Rogaska,1.26,5.4,9.5,1.57,2.05,1.7,1.03,1.3,1.18,3.9,1.22
22,10/02/2024,09:30,ENGLAND - PREMIER LEAGUE,Manchester City,Everton,1.18,8.0,13.0,1.44,1.95,1.8,1.02,1.22,1.14,3.5,1.3
21,10/02/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,Jong Almere City,Lisse,1.47,4.35,5.5,1.5,1.62,2.02,1.01,1.23,1.13,3.4,1.22
20,10/02/2024,11:00,SLOVAKIA - NIKE LIGA,Podbrezova,Michalovce,1.6,4.15,4.8,1.53,1.57,2.25,1.03,1.3,1.17,3.7,1.25
19,10/02/2024,11:00,SLOVAKIA - NIKE LIGA,Dun. Streda,Skalica,1.55,3.95,5.8,1.93,1.98,1.75,1.06,1.44,1.31,5.6,1.12
18,10/02/2024,11:00,PORTUGAL - LIGA PORTUGAL 2,Nacional,Vilaverdense,1.4,4.5,7.0,1.73,2.0,1.73,1.04,1.33,1.22,5.5,1.14
17,10/02/2024,11:00,SERBIA - SUPER LIGA,Vojvodina,Mladost,1.6,3.8,5.2,1.87,1.88,1.82,1.06,1.4,1.29,5.2,1.13
12,10/02/2024,12:00,SCOTLAND - LEAGUE ONE,Hamilton,Annan,1.22,5.5,9.5,1.5,2.1,1.67,1.02,1.29,1.14,3.75,1.25
16,10/02/2024,12:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Dundela,Dergview,1.5,4.25,5.4,1.4,1.47,2.32,1.01,1.2,1.14,2.95,1.29
15,10/02/2024,12:00,BELGIUM - CHALLENGER PRO LEAGUE,Beveren,Lierse K.,1.44,5.0,6.0,1.48,1.67,2.1,1.02,1.25,1.14,3.75,1.25
14,10/02/2024,12:00,SPAIN - PRIMERA RFEF,Celta Vigo B,Teruel,1.53,3.75,6.5,2.38,2.63,1.44,1.08,1.53,1.5,8.5,1.05
13,10/02/2024,12:00,ENGLAND - PREMIER LEAGUE,Luton,Sheffield Utd,1.75,3.75,4.75,1.8,1.75,2.0,1.05,1.36,1.25,5.5,1.14
10,10/02/2024,12:00,ENGLAND - LEAGUE ONE,Bristol Rovers,Burton,1.62,3.8,5.75,1.83,1.8,1.95,1.04,1.36,1.25,6.0,1.13
9,10/02/2024,12:00,ENGLAND - CHAMPIONSHIP,Sunderland,Plymouth,1.55,4.33,5.75,1.62,1.67,2.1,1.03,1.29,1.2,4.5,1.2
8,10/02/2024,12:00,ENGLAND - CHAMPIONSHIP,Leeds,Rotherham,1.17,7.5,15.0,1.5,2.38,1.53,1.03,1.25,1.17,4.0,1.25
7,10/02/2024,12:00,ENGLAND - CHAMPIONSHIP,Hull,Swansea,1.73,3.8,4.75,1.75,1.73,2.0,1.05,1.33,1.25,5.5,1.14
11,10/02/2024,12:00,ENGLAND - LEAGUE ONE,Derby,Shrewsbury,1.4,4.75,8.0,1.85,2.1,1.67,1.04,1.36,1.25,6.0,1.13
6,10/02/2024,12:15,ITALY - SERIE C,Torres,Juventus U23,1.6,3.75,5.3,2.02,2.02,1.7,1.07,1.45,1.34,5.9,1.1
5,10/02/2024,13:00,ALBANIA - SUPERLIGA,Vllaznia,Teuta,1.62,3.65,4.55,1.72,1.76,2.01,1.01,1.34,1.22,5.0,1.13
4,10/02/2024,14:30,ITALY - SERIE C,Padova,Trento,1.32,4.5,9.75,2.07,2.65,1.42,1.07,1.45,1.36,6.1,1.09
3,10/02/2024,16:00,POLAND - EKSTRAKLASA,Lech Poznan,Zaglebie,1.6,3.8,5.5,1.88,1.91,1.91,1.05,1.36,1.25,6.0,1.13
2,10/02/2024,19:15,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Boca Juniors,Defensa y Justicia,1.7,3.6,5.25,2.35,2.25,1.57,1.08,1.5,1.44,11.0,1.05
25,10/02/2024,20:45,PARAGUAY - PRIMERA DIVISION,Olimpia Asuncion,General Caballero JLM,1.57,4.0,5.5,1.95,2.0,1.73,1.06,1.4,1.29,6.5,1.11
26,10/02/2024,22:05,MEXICO - LIGA MX,Cruz Azul,Atl. San Luis,1.65,4.2,4.75,1.67,1.67,2.1,1.03,1.3,1.2,5.0,1.17
