Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDIA - I-LEAGUE,27/11/2023,05:30,Delhi FC,Neroca FC,1.45,4.55,5.6
2,SERBIA - SUPER LIGA,27/11/2023,12:00,Javor,Vozdovac,2.45,3.1,2.87
3,GHANA - PREMIER LEAGUE,27/11/2023,12:00,Bechem United,Bibiani Gold Stars,1.34,4.1,8.25
4,ALBANIA - SUPERLIGA,27/11/2023,13:00,Partizani,Dinamo Tirana,1.45,4.4,5.1
5,ROMANIA - LIGA 1,27/11/2023,15:30,FC Rapid Bucuresti,U. Cluj,1.83,3.4,4.0
6,NETHERLANDS - EERSTE DIVISIE,27/11/2023,16:00,De Graafschap,Dordrecht,1.85,4.0,4.0
7,JAMAICA - PREMIER LEAGUE,27/11/2023,19:00,Waterhouse,Humble Lions,2.18,3.15,3.15
8,JAMAICA - PREMIER LEAGUE,27/11/2023,19:00,Treasure Beach,Harbour View,2.45,3.05,2.82
9,BOLIVIA - DIVISION PROFESIONAL,27/11/2023,21:00,Oriente Petrolero,Vaca Diez,1.5,4.33,6.5
10,BRAZIL - SERIE A,27/11/2023,21:00,Goias,Cruzeiro,2.45,3.1,3.1
11,ARGENTINA - COPA DE LA LIGA PROFESIONAL,27/11/2023,21:30,Newells Old Boys,Defensa y Justicia,2.0,3.3,3.8
12,JAMAICA - PREMIER LEAGUE,27/11/2023,21:30,Portmore,Tivoli,1.7,3.5,4.65
