Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MEXICO - LIGA MX,05/10/2023,00:00,Santos Laguna,Club Tijuana,1.65,4.2,4.75
2,MEXICO - LIGA DE EXPANSION MX,05/10/2023,00:05,Atl. Morelia,Alebrijes Oaxaca,1.5,4.2,5.8
3,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,05/10/2023,09:00,Damac,Al Hazem,1.73,3.5,4.33
4,EGYPT - PREMIER LEAGUE,05/10/2023,10:00,ZED,Baladiyat El Mahalla,1.9,2.85,4.7
5,ROMANIA - LIGA 2,05/10/2023,11:00,Steaua Bucuresti,FC Arges,2.3,3.15,3.15
6,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,05/10/2023,12:00,Al Taawon,Al Taee,1.5,4.0,5.25
7,BOLIVIA - DIVISION PROFESIONAL,05/10/2023,16:00,Palmaflor,Vaca Diez,1.67,3.75,5.5
8,MEXICO - LIGA DE EXPANSION MX,05/10/2023,20:05,Tapatio,Cimarrones de Sonora,1.95,3.3,3.8
9,SOUTH AMERICA - COPA LIBERTADORES,05/10/2023,21:30,Palmeiras (Bra),Boca Juniors (Arg),1.65,3.6,6.0
10,MEXICO - LIGA DE EXPANSION MX,05/10/2023,22:05,Cancun,Leones Negros,2.18,3.35,3.1
