Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,01/03/2024,00:05,MEXICO - LIGA DE EXPANSION MX,Atl. Morelia,Cimarrones de Sonora,1.65,3.7,4.8,1.87,1.83,1.87,1.06,1.4,1.29,5.3,1.12
15,01/03/2024,07:00,CHINA - SUPER LEAGUE,Shandong Taishan,Changchun Yatai,1.36,5.25,7.5,1.5,1.8,1.95,1.02,1.27,1.14,3.75,1.25
14,01/03/2024,11:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Akhdoud,Al Riyadh,1.57,4.0,5.25,1.85,1.83,1.83,1.05,1.38,1.25,5.5,1.13
13,01/03/2024,11:00,IRAQ - SUPER LEAGUE,Al Quwa Al Jawiya,Naft Al-Basra,1.38,4.0,7.3,1.65,1.98,1.79,1.01,1.32,1.21,4.8,1.15
12,01/03/2024,11:00,INDIA - ISL,Mohun Bagan,Jamshedpur,1.62,3.75,5.0,1.8,1.8,1.91,1.04,1.38,1.25,6.0,1.13
11,01/03/2024,11:15,UZBEKISTAN - SUPER LEAGUE,Nasaf Qarshi,Olympic,1.45,3.9,6.9,1.93,2.1,1.57,1.03,1.42,1.32,6.65,1.06
10,01/03/2024,12:00,QATAR - QSL,Al-Sadd,Qatar SC,1.3,5.5,7.8,1.36,1.65,2.12,1.02,1.22,1.11,2.87,1.37
16,01/03/2024,14:10,AUSTRIA - 2. LIGA,Floridsdorfer AC,Sturm Graz (Am),1.33,5.1,7.7,1.55,1.88,1.82,1.03,1.29,1.18,3.8,1.22
9,01/03/2024,14:10,AUSTRIA - 2. LIGA,Ried,Stripfing,1.32,5.0,8.25,1.55,1.88,1.83,1.03,1.3,1.18,3.8,1.23
7,01/03/2024,14:30,SERBIA - SUPER LIGA,Cukaricki,Napredak,1.55,3.95,5.5,1.85,1.93,1.78,1.05,1.39,1.28,5.2,1.13
6,01/03/2024,15:00,IRAQ - SUPER LEAGUE,Al Kahraba,Al Wasat,1.55,3.5,5.7,2.05,2.12,1.69,1.04,1.44,1.35,7.0,1.07
5,01/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Den Haag,Jong Ajax,1.36,5.0,8.0,1.36,1.57,2.25,1.01,1.24,1.1,3.0,1.36
4,01/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,NAC Breda,Jong Utrecht,1.4,5.0,7.0,1.6,1.83,1.83,1.03,1.32,1.18,4.33,1.2
3,01/03/2024,16:00,AUSTRIA - 2. LIGA,Grazer AK,First Vienna,1.7,3.6,4.7,1.78,1.72,2.0,1.05,1.39,1.26,4.8,1.15
2,01/03/2024,17:00,IRELAND - PREMIER DIVISION,Shamrock Rovers,Drogheda,1.22,5.5,11.0,1.6,2.2,1.62,1.03,1.31,1.18,4.33,1.2
8,01/03/2024,20:00,MEXICO - LIGA DE EXPANSION MX,Correcaminos,Tlaxcala,1.7,3.65,4.65,2.0,1.98,1.75,1.07,1.44,1.34,5.9,1.1
17,01/03/2024,23:00,COSTA RICA - PRIMERA DIVISION,Alajuelense,AD Santos,1.25,5.25,11.0,1.57,2.0,1.73,1.03,1.31,1.17,4.33,1.2
