Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,24/11/2023,00:10,MEXICO - LIGA MX,Santos Laguna,Mazatlan FC,1.57,4.33,5.25,1.57,1.62,2.2,1.03,1.29,1.17,4.0,1.22
2,24/11/2023,08:00,THAILAND - THAI LEAGUE 1,Buriram,Ratchaburi,1.45,4.4,6.1,1.65,1.82,1.9,1.04,1.32,1.21,4.25,1.19
3,24/11/2023,09:00,THAILAND - THAI LEAGUE 1,Bangkok Utd,Nakhon Pathom,1.24,5.9,9.5,1.4,1.85,1.85,1.02,1.24,1.13,3.1,1.32
4,24/11/2023,11:30,QATAR - QSL,Qatar SC,Shamal,1.57,4.2,4.9,1.6,1.7,2.05,1.03,1.31,1.2,4.05,1.2
5,24/11/2023,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Taawon,Al Riyadh,1.36,4.75,7.0,1.57,1.83,1.83,1.01,1.29,1.17,4.0,1.22
6,24/11/2023,12:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dinamo Batumi,Telavi,1.2,5.6,9.75,1.42,2.01,1.76,1.01,1.2,1.1,3.34,1.26
7,24/11/2023,12:30,ROMANIA - LIGA 1,FC Hermannstadt,Poli Iasi,1.57,3.8,5.5,2.03,2.0,1.73,1.05,1.4,1.3,7.0,1.1
8,24/11/2023,13:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dila Gori,Gagra,1.53,4.05,4.8,1.6,1.72,2.07,1.01,1.3,1.19,4.8,1.15
9,24/11/2023,14:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,FK Sarajevo,Tuzla City,1.36,4.7,7.0,1.57,1.85,1.75,1.01,1.28,1.17,3.75,1.19
10,24/11/2023,14:10,AUSTRIA - 2. LIGA,St. Polten,Horn,1.5,4.35,5.4,1.65,1.78,1.93,1.04,1.32,1.21,4.2,1.19
11,24/11/2023,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Nassr,Al Akhdoud,1.13,7.5,17.0,1.36,2.1,1.67,1.01,1.2,1.1,3.0,1.36
12,24/11/2023,21:30,URUGUAY - PRIMERA DIVISION,Penarol,Plaza Colonia,1.36,4.33,9.5,2.0,2.25,1.57,1.05,1.4,1.3,7.0,1.1
