Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,02/09/2023,06:00,ROMANIA - LIGA 2,Unirea Dej,Gloria Buzau,3.9,3.3,1.93,2.25,2.02,1.7,1.09,1.52,1.42,6.9,1.07
2,02/09/2023,09:30,NETHERLANDS - TWEEDE DIVISIE,Scheveningen,GVVV,3.35,3.65,1.93,1.62,1.57,2.1,1.01,1.31,1.21,4.8,1.14
3,02/09/2023,10:00,FINLAND - YKKONEN,KPV Kokkola,Ekenas,3.5,3.6,1.83,1.75,1.67,2.1,1.04,1.33,1.25,5.5,1.14
4,02/09/2023,10:00,SWEDEN - SUPERETTAN,Skovde AIK,Oster,4.75,3.75,1.65,1.67,1.7,2.05,1.03,1.33,1.2,5.0,1.17
5,02/09/2023,11:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Coleraine,Linfield,3.85,3.7,1.82,1.7,1.65,2.1,1.05,1.36,1.24,4.55,1.16
6,02/09/2023,11:00,SCOTLAND - LEAGUE ONE,Stirling,Hamilton,3.6,3.8,1.8,1.73,1.73,2.0,1.01,1.33,1.22,5.0,1.14
7,02/09/2023,11:00,ENGLAND - PREMIER LEAGUE,Burnley,Tottenham,3.8,4.0,1.83,1.62,1.57,2.25,1.03,1.29,1.2,4.33,1.22
8,02/09/2023,12:30,SWEDEN - ALLSVENSKAN,Varnamo,Elfsborg,4.33,4.0,1.75,1.7,1.7,2.05,1.03,1.33,1.22,5.0,1.17
9,02/09/2023,13:00,ROMANIA - LIGA 1,FC Voluntari,CFR Cluj,4.5,3.6,1.7,2.05,1.91,1.8,1.06,1.4,1.33,7.0,1.1
10,02/09/2023,13:30,AZERBAIJAN - PREMIER LEAGUE,Sumqayit,Neftci Baku,4.2,3.65,1.72,1.75,1.72,1.88,1.01,1.36,1.25,5.5,1.1
11,02/09/2023,14:15,QATAR - QSL,Shamal,Al Rayyan,4.2,3.9,1.7,1.57,1.57,2.25,1.03,1.31,1.19,3.95,1.21
12,02/09/2023,14:30,AUSTRIA - BUNDESLIGA,Altach,Sturm Graz,6.0,4.33,1.53,1.7,1.8,1.95,1.04,1.33,1.22,5.0,1.17
13,02/09/2023,15:30,URUGUAY - PRIMERA DIVISION,Boston River,Penarol,4.0,3.4,1.85,1.98,1.8,1.91,1.05,1.4,1.29,6.5,1.11
14,02/09/2023,18:00,PARAGUAY - PRIMERA DIVISION,Tacuary,Cerro Porteno,4.75,3.75,1.65,1.93,1.83,1.83,1.05,1.4,1.29,6.5,1.11
15,02/09/2023,20:00,URUGUAY - PRIMERA DIVISION,La Luz,Defensor Sp.,3.6,3.4,1.95,2.03,1.83,1.83,1.06,1.4,1.3,7.0,1.1
16,02/09/2023,21:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Velez Sarsfield,River Plate,4.2,3.3,1.95,2.15,1.91,1.8,1.07,1.44,1.36,9.0,1.07
