,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,07/08/2023,13:00,BELARUS - VYSSHAYA LIGA,BATE,FC Gomel,1.51,4.4,6.35,1.82,1.98,1.82,1.04,1.33,1.25,5.3,1.16
2,07/08/2023,14:00,SWEDEN - ALLSVENSKAN,Malmo FF,Halmstad,1.25,6.0,11.0,1.53,2.05,1.7,1.03,1.29,1.17,4.0,1.22
3,07/08/2023,15:00,POLAND - DIVISION 1,R. Rzeszow,Podbeskidzie,3.1,3.3,2.1,1.95,1.73,2.0,1.05,1.4,1.29,6.5,1.11
4,07/08/2023,15:00,CANADA - CANADIAN PREMIER LEAGUE,HFX Wanderers,Pacific FC,2.82,3.1,2.45,2.13,1.81,1.95,1.04,1.46,1.34,7.1,1.05
