Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ALBANIA - SUPERLIGA,23/10/2023,12:00,Erzeni,Partizani,4.05,3.55,1.72
2,BAHRAIN - PREMIER LEAGUE,23/10/2023,13:00,Busaiteen,Al Khalidiyah,5.6,3.95,1.55
3,URUGUAY - PRIMERA DIVISION,23/10/2023,17:00,Montevideo City,Liverpool M.,3.6,3.25,2.05
