,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 2,10/04/2024,02:00,Cheongju,Gimpo FC,2.25,3.1,2.8
2,CHINA - SUPER LEAGUE,10/04/2024,08:00,Qingdao West Coast,Tianjin Jinmen Tiger,3.2,3.6,2.2
3,INDIA - I-LEAGUE,10/04/2024,10:30,Churchill Brothers,Rajasthan United,,,
4,GHANA - PREMIER LEAGUE,10/04/2024,12:00,Bofoakwa Tano,Aduana,1.45,3.55,7.4
5,SOUTH AMERICA - COPA LIBERTADORES,10/04/2024,19:00,Cerro Porteno (Par),Alianza Lima (Per),1.75,3.7,4.75
6,SOUTH AMERICA - COPA SUDAMERICANA,10/04/2024,19:00,Fortaleza (Bra),Nacional Potosi (Bol),1.09,10.0,23.0
7,SOUTH AMERICA - COPA SUDAMERICANA,10/04/2024,19:00,Defensa y Justicia (Arg),Always Ready (Bol),1.25,5.5,12.0
8,SOUTH AMERICA - COPA SUDAMERICANA,10/04/2024,21:00,Union La Calera (Chi),U. Catolica (Ecu),2.55,3.2,2.8
9,SOUTH AMERICA - COPA LIBERTADORES,10/04/2024,21:00,Penarol (Uru),Caracas (Ven),1.34,5.0,9.75
10,SOUTH AMERICA - COPA LIBERTADORES,10/04/2024,21:30,Flamengo RJ (Bra),Palestino (Chi),1.13,8.25,22.0
11,SOUTH AMERICA - COPA LIBERTADORES,10/04/2024,21:30,Sao Paulo (Bra),Cobresal (Chi),1.18,6.7,17.5
