,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-04-28,11:00:00,SERBIA - PRVA LIGA,Radnicki S. Mitrovica,FK Indjija,1.41,1.01,2.56,1000.0,1.2430296
2,2025-04-28,11:00:00,EGYPT - PREMIER LEAGUE,El Gouna,Smouha,2.9,3.2,2.72,1000.0,1.2427707
3,2025-04-28,11:00:00,SERBIA - PRVA LIGA,Radnik,Macva,1.6,6.8,3.1,20.0,1.243021
4,2025-04-28,11:30:00,SERBIA - SUPER LIGA,Napredak,Jedinstvo U.,1.55,5.7,4.5,19.0,1.2430174
5,2025-04-28,12:00:00,SERBIA - SUPER LIGA,Cukaricki,Sp. Subotica,1.71,4.6,3.85,20.0,1.2430122
6,2025-04-28,12:30:00,FINLAND - YKKONEN,Keski-Uusimaa,KuPS Akatemia,1.7,4.1,4.6,38.0,1.2430239
7,2025-04-28,13:00:00,SERBIA - SUPER LIGA,Mladost,IMT Novi Beograd,3.05,2.42,3.2,11.5,1.2430121
8,2025-04-28,13:00:00,SERBIA - PRVA LIGA,Javor,Mladost GAT,1.97,3.9,2.74,14.5,1.2430207
9,2025-04-28,13:30:00,SERBIA - SUPER LIGA,Zeleznicar Pancevo,Radnicki Nis,2.12,3.35,3.5,15.0,1.2430123
10,2025-04-28,13:30:00,ITALY - SERIE A,Udinese,Bologna,5.0,1.9,3.6,7.0,1.2423604
11,2025-04-28,14:00:00,EGYPT - PREMIER LEAGUE,El Ismaily,ZED,3.4,2.78,2.64,1000.0,1.2427431
12,2025-04-28,14:00:00,POLAND - DIVISION 1,Wisla Plock,Pruszkow,1.64,5.3,4.0,20.0,1.2427411
13,2025-04-28,14:00:00,EGYPT - PREMIER LEAGUE,El Gaish,Al Ittihad,2.46,4.3,2.62,1000.0,1.242743
14,2025-04-28,14:00:00,SERBIA - PRVA LIGA,Dubocica,FK Trayal Krusevac,1.84,2.68,2.18,1000.0,1.243063
15,2025-04-28,14:00:00,TURKEY - SUPER LIG,Goztepe,Basaksehir,2.4,3.4,3.35,12.5,1.242744
16,2025-04-28,14:00:00,NORWAY - OBOS-LIGAEN,Mjondalen,Start,3.55,2.1,3.85,11.0,1.2427459
17,2025-04-28,14:00:00,NORWAY - OBOS-LIGAEN,Asane,Aalesund,3.35,2.12,3.95,15.5,1.2430301
18,2025-04-28,14:00:00,DENMARK - SUPERLIGA,Aalborg,Vejle,2.44,3.05,3.65,14.5,1.2427454
19,2025-04-28,15:00:00,URUGUAY - PRIMERA DIVISION,Racing Montevideo,Cerro Largo,2.4,3.7,2.96,10.5,1.2426603
20,2025-04-28,15:00:00,PERU - LIGA 1,Sporting Cristal,Juan Pablo II College,1.3,9.2,6.8,55.0,1.2426912
21,2025-04-28,15:45:00,ITALY - SERIE A,Lazio,Parma,1.43,9.6,5.0,32.0,1.2423593
22,2025-04-28,16:15:00,PORTUGAL - LIGA PORTUGAL,Casa Pia,Estoril,2.34,3.6,3.3,11.5,1.2427449
23,2025-04-28,17:30:00,PERU - LIGA 1,ADT Tarma,Cusco,2.06,3.9,3.55,21.0,1.2427226
24,2025-04-28,18:00:00,PARAGUAY - PRIMERA DIVISION,Sportivo Trinidense,Olimpia Asuncion,4.3,1.94,3.55,9.0,1.2426907
25,2025-04-28,19:30:00,BRAZIL - SERIE B,Botafogo SP,Goias,3.1,2.7,3.05,8.2,1.2427453
26,2025-04-28,21:00:00,PERU - LIGA 1,Cienciano,Sport Huancayo,2.14,3.6,3.65,19.0,1.2427229
