,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA MX,30/09/2023,00:00,Atl. San Luis,Cruz Azul,2.45,3.4,2.75,1.67,2.15,1.57,2.25,2.1,1.1357816,0.594,1.1,1.3,0.874,0.40816328,0.29411766,0.36363637,0.5988024,0.4651163,0.13208367,1.0,2.436,1,0.6289
2,MEXICO - LIGA MX,30/09/2023,00:10,Club Tijuana,Juarez,2.2,3.3,3.3,1.98,1.88,1.75,2.0,1.4,1.1135529,0.811,1.2,1.2489996,1.27,0.45454547,0.3030303,0.3030303,0.5050505,0.5319149,0.20203051,0.2,2.363,1,0.6509
3,SOUTH KOREA - K LEAGUE 2,30/09/2023,01:30,Anyang,Seongnam,1.95,3.4,3.5,2.1,1.7,1.83,1.83,1.5,1.2845232,0.846,1.3,1.1874342,1.136,0.51282054,0.29411766,0.2857143,0.47619048,0.5882353,0.28865775,0.2,2.472,1,0.6821
4,SOUTH KOREA - K LEAGUE 1,30/09/2023,02:00,Suwon FC,Seoul,3.6,3.75,1.91,1.67,2.15,1.62,2.2,0.6,0.48989794,0.885,1.2,1.2489996,0.531,0.2777778,0.26666668,0.5235602,0.5988024,0.4651163,0.3330566,-0.6,1.739,1,0.5355
5,SOUTH KOREA - K LEAGUE 1,30/09/2023,02:00,Pohang,Ulsan Hyundai,2.4,3.4,2.8,2.05,1.8,1.8,1.91,2.2,1.2489996,0.588,1.4,1.356466,0.713,0.41666666,0.29411766,0.35714287,0.4878049,0.5555556,0.1405636,0.8,2.605,1,0.5057
6,SOUTH KOREA - K LEAGUE 2,30/09/2023,04:00,Ansan Greeners,Gimpo FC,3.4,3.3,2.0,2.15,1.67,1.91,1.8,0.4,0.9165151,0.975,1.8,1.2489996,1.391,0.29411766,0.3030303,0.5,0.4651163,0.5988024,0.25982684,-1.4,2.166,1,0.9384
7,SOUTH KOREA - K LEAGUE 1,30/09/2023,04:30,Jeonbuk,Daegu,1.95,3.5,3.75,2.15,1.67,1.83,1.83,2.6,0.8,0.589,1.0,1.0954452,0.796,0.51282054,0.2857143,0.26666668,0.4651163,0.5988024,0.31492403,1.6,1.895,1,0.5071
8,ROMANIA - LIGA 2,30/09/2023,05:00,CSC Dumbravita,Metaloglobus Bucharest,2.6,3.1,2.67,2.05,1.72,1.78,1.93,1.8,1.2489996,0.736,1.7,1.3453624,0.649,0.3846154,0.32258064,0.37453184,0.4878049,0.5813953,0.075380206,0.1,2.594,1,0.8265
9,INDONESIA - LIGA 1,30/09/2023,05:00,Dewa United,Persebaya,2.35,3.25,2.82,1.82,1.85,1.62,2.02,1.3,1.4177446,0.88,1.2,1.2489996,1.029,0.42553192,0.30769232,0.35460994,0.5494506,0.5405405,0.13358484,0.1,2.667,1,0.5052
10,INDONESIA - LIGA 1,30/09/2023,05:00,Arema FC,PSS Sleman,2.5,3.2,2.62,1.82,1.85,1.62,2.02,0.9,1.1357816,1.382,1.0,1.3416408,0.765,0.4,0.3125,0.3816794,0.5494506,0.5405405,0.10330885,-0.1,2.477,1,0.5019
11,INDONESIA - LIGA 1,30/09/2023,05:00,PSIS Semarang,PSM Makassar,2.15,3.1,3.3,2.02,1.62,1.78,1.82,1.9,1.3747727,0.693,1.3,1.1874342,0.969,0.4651163,0.32258064,0.3030303,0.4950495,0.61728394,0.19869931,0.6,2.562,1,0.5018
12,ROMANIA - LIGA 2,30/09/2023,05:00,Progresul Spartac,Tunari,3.45,3.5,1.98,1.78,1.98,1.65,2.1,0.9,1.1357816,0.77,0.0,0.0,0.059,0.28985506,0.2857143,0.5050505,0.56179774,0.5050505,0.2843758,0.9,1.136,1,0.6778
13,RUSSIA - PREMIER LEAGUE,30/09/2023,06:00,Orenburg,Zenit,5.28,4.53,1.65,1.5,2.35,1.6,2.27,1.5,1.2845232,0.745,1.7,1.1,0.812,0.18939394,0.22075056,0.6060606,0.6666667,0.42553192,0.55931824,-0.2,2.385,1,0.9242
14,SOUTH KOREA - K LEAGUE 2,30/09/2023,06:30,Asan,Seoul E-Land,2.2,3.1,3.1,2.25,1.62,2.0,1.73,1.7,1.3453624,0.803,1.2,1.2489996,1.0,0.45454547,0.32258064,0.32258064,0.44444445,0.61728394,0.16970563,0.5,2.594,1,0.766
15,PORTUGAL - LIGA PORTUGAL 2,30/09/2023,07:00,Oliveirense,Santa Clara,3.4,3.3,2.0,2.0,1.85,1.8,1.91,1.7,1.3453624,0.607,0.4,0.9165151,1.661,0.29411766,0.3030303,0.5,0.5,0.5405405,0.25982684,1.3,2.262,1,0.8468
16,ARMENIA - PREMIER LEAGUE,30/09/2023,08:00,Van,Noah,5.3,3.7,1.53,1.75,1.87,1.85,1.91,1.6,1.4282857,0.917,0.7,1.1874342,1.328,0.18867925,0.27027026,0.6535948,0.5714286,0.53475934,0.5465522,0.9,2.616,1,0.533
17,SCOTLAND - PREMIERSHIP,30/09/2023,08:30,Motherwell,Celtic,11.0,5.75,1.29,1.57,2.38,2.0,1.75,2.4,1.2,0.456,2.1,1.3747727,0.644,0.09090909,0.17391305,0.7751938,0.6369427,0.42016807,0.87950456,0.3,2.575,1,0.935
18,ESTONIA - MEISTRILIIGA,30/09/2023,08:30,Harju JK Laagri,Kalju,9.75,5.1,1.23,1.6,2.07,2.16,1.66,0.8,1.1661904,1.282,0.9,1.1357816,0.912,0.102564104,0.19607843,0.8130081,0.625,0.4830918,0.8505882,-0.1,2.302,1,0.5129
19,ROMANIA - LIGA 1,30/09/2023,08:30,UTA Arad,FC Voluntari,2.2,3.3,3.0,2.1,1.7,1.83,1.83,1.9,1.3747727,0.976,1.3,1.1874342,0.439,0.45454547,0.3030303,0.33333334,0.47619048,0.5882353,0.18002057,0.6,2.562,1,0.797
20,CHINA - SUPER LEAGUE,30/09/2023,08:35,Zhejiang Professional,Henan Songshan Longmen,1.75,3.75,4.5,1.6,2.3,1.57,2.25,2.0,1.264911,0.649,0.7,1.1874342,0.89,0.5714286,0.26666668,0.22222222,0.625,0.4347826,0.43913084,1.3,2.452,1,0.5429
21,AZERBAIJAN - PREMIER LEAGUE,30/09/2023,09:00,Turan,Neftci Baku,3.25,3.3,2.1,1.82,1.85,1.65,1.98,0.9,1.1357816,0.956,1.5,1.2845232,0.92,0.30769232,0.3030303,0.47619048,0.5494506,0.5405405,0.22233276,-0.6,2.42,1,0.5251
22,INDONESIA - LIGA 1,30/09/2023,09:00,Persik Kediri,FC Bhayangkara,1.78,3.6,4.05,1.65,2.0,1.6,2.07,2.3,1.1,0.578,1.3,1.4177446,0.677,0.56179774,0.2777778,0.24691358,0.6060606,0.5,0.39132735,1.0,2.518,1,0.5031
