,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA MX,04/02/2024,00:10,Club America,Monterrey,1.8,3.75,4.33,2.05,1.8,1.95,1.8,2.5,1.024695,0.54,1.5,1.2845232,0.983,0.5555556,0.26666668,0.23094688,0.4878049,0.5555556,0.41399676,1.0,2.309,1,0.8559
2,SPAIN - PRIMERA RFEF,04/02/2024,08:00,Recreativo Huelva,Melilla,1.73,3.1,4.75,2.63,1.44,2.5,1.5,1.8,1.2489996,0.995,0.8,1.1661904,1.483,0.5780347,0.32258064,0.21052632,0.38022813,0.6944444,0.41523433,1.0,2.415,1,0.7473
3,SPAIN - PRIMERA RFEF,04/02/2024,08:00,Sabadell,Rayo Majadahonda,1.8,3.25,3.8,2.25,1.62,2.1,1.67,1.3,1.4177446,0.832,0.6,0.9165151,1.295,0.5555556,0.30769232,0.2631579,0.44444445,0.61728394,0.34259078,0.7,2.334,1,0.8261
4,ROMANIA - LIGA 1,04/02/2024,08:00,U. Cluj,UTA Arad,1.67,3.5,4.2,2.05,1.75,2.0,1.73,0.9,1.1357816,1.329,0.8,0.8717798,1.182,0.5988024,0.2857143,0.23809524,0.4878049,0.5714286,0.4275756,0.1,2.008,1,0.9147
5,ENGLAND - CHAMPIONSHIP,04/02/2024,09:00,Middlesbrough,Sunderland,2.05,3.4,3.6,1.88,1.98,1.67,2.1,1.5,1.5,0.847,1.2,1.2489996,1.214,0.4878049,0.29411766,0.2777778,0.5319149,0.5050505,0.2700478,0.3,2.749,1,0.6
6,INDIA - ISL,04/02/2024,11:00,Mumbai City,Jamshedpur,1.45,4.0,5.5,1.57,2.35,1.73,2.0,1.8,1.2489996,0.975,1.6,1.4282857,1.076,0.6896552,0.25,0.18181819,0.6369427,0.42553192,0.60203135,0.2,2.677,1,0.5215
7,PORTUGAL - LIGA PORTUGAL 2,04/02/2024,11:00,Maritimo,Benfica B,1.75,3.5,4.5,1.95,1.9,1.83,1.83,1.2,1.2489996,0.936,1.2,1.2489996,0.737,0.5714286,0.2857143,0.22222222,0.51282054,0.5263158,0.42213824,0.0,2.498,1,0.6805
8,ENGLAND - PREMIER LEAGUE,04/02/2024,11:00,Chelsea,Wolves,1.57,4.2,5.5,1.67,2.15,1.75,2.0,2.5,1.024695,1.262,0.9,1.1357816,0.846,0.6369427,0.23809524,0.18181819,0.5988024,0.4651163,0.57507384,1.6,2.16,1,0.9485
9,ENGLAND - PREMIER LEAGUE,04/02/2024,11:00,Manchester Utd,West Ham,1.62,4.2,5.0,1.62,2.25,1.67,2.1,1.5,1.5,1.255,1.2,1.4696939,0.797,0.61728394,0.23809524,0.2,0.61728394,0.44444445,0.5354668,0.3,2.97,1,0.9592
10,ENGLAND - PREMIER LEAGUE,04/02/2024,11:00,Bournemouth,Nottingham,1.7,4.2,4.5,1.62,2.25,1.67,2.1,1.4,1.356466,0.714,1.1,1.3,1.039,0.5882353,0.23809524,0.22222222,0.61728394,0.44444445,0.48330402,0.3,2.656,1,0.8932
11,SPAIN - PRIMERA RFEF,04/02/2024,12:00,Cultural Leonesa,Unionistas,1.73,3.25,4.5,2.5,1.5,2.5,1.5,3.0,0.0,0.435,1.1,1.3,1.208,0.5780347,0.30769232,0.22222222,0.4,0.6666667,0.41063654,1.9,1.3,1,0.827
