Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,AUSTRALIA - A-LEAGUE,21/10/2023,01:30,Macarthur FC,Brisbane Roar,2.55,3.6,2.63
2,SOUTH KOREA - K LEAGUE 2,21/10/2023,04:00,Bucheon FC 1995,Anyang,2.45,3.2,2.7
3,CHINA - SUPER LEAGUE,21/10/2023,04:30,Henan Songshan Longmen,Cangzhou,1.44,4.75,7.0
4,ROMANIA - LIGA 2,21/10/2023,05:00,CSC Dumbravita,Alexandria,2.1,3.25,3.35
5,ROMANIA - LIGA 2,21/10/2023,05:00,Csikszereda M. Ciuc,Unirea Dej,1.47,4.05,6.6
6,ROMANIA - LIGA 2,21/10/2023,05:00,CSM Resita,Tunari,1.85,3.5,3.95
7,AUSTRALIA - A-LEAGUE,21/10/2023,05:45,Sydney FC,Melbourne Victory,2.0,3.75,3.5
8,RUSSIA - PREMIER LEAGUE,21/10/2023,06:00,Orenburg,Fakel Voronezh,1.85,3.87,4.61
9,THAILAND - THAI LEAGUE 1,21/10/2023,08:00,Nakhon Pathom,Khonkaen Utd.,1.91,3.6,3.55
10,ENGLAND - CHAMPIONSHIP,21/10/2023,08:30,Preston,Millwall,2.38,3.2,3.1
11,THAILAND - THAI LEAGUE 1,21/10/2023,09:00,Ratchaburi,Sukhothai,1.65,3.9,4.5
12,BELARUS - VYSSHAYA LIGA,21/10/2023,09:00,Isloch,Naftan,1.54,4.2,5.58
13,AUSTRIA - 2. LIGA,21/10/2023,09:30,Kapfenberg,Dornbirn,1.98,3.35,3.65
14,POLAND - DIVISION 1,21/10/2023,10:00,S. Rzeszow,Zaglebie Sosnowiec,2.0,3.4,3.3
15,MALTA - PREMIER LEAGUE,21/10/2023,10:00,Floriana,Naxxar,1.31,5.1,7.6
16,MALTA - PREMIER LEAGUE,21/10/2023,10:00,Birkirkara,Mosta,1.65,3.9,4.45
17,EGYPT - PREMIER LEAGUE,21/10/2023,10:00,Baladiyat El Mahalla,Al Ittihad,2.27,3.0,3.15
18,MONTENEGRO - PRVA CRNOGORSKA LIGA,21/10/2023,11:00,Decic,Mladost DG,1.4,4.35,6.8
19,UZBEKISTAN - SUPER LEAGUE,21/10/2023,11:00,Sogdiana,Andijan,2.0,3.2,3.65
20,SCOTLAND - LEAGUE ONE,21/10/2023,11:00,Hamilton,Edinburgh City,1.17,6.5,13.0
21,SCOTLAND - CHAMPIONSHIP,21/10/2023,11:00,Arbroath,Raith,2.45,3.1,2.8
22,ENGLAND - PREMIER LEAGUE,21/10/2023,11:00,Newcastle,Crystal Palace,1.45,4.5,7.0
23,SCOTLAND - LEAGUE TWO,21/10/2023,11:00,Bonnyrigg Rose,Clyde,1.7,3.5,4.5
24,ROMANIA - LIGA 1,21/10/2023,11:00,FC Hermannstadt,Din. Bucuresti,1.67,3.4,4.75
25,SCOTLAND - PREMIERSHIP,21/10/2023,11:00,Kilmarnock,Livingston,1.85,3.5,4.33
26,ENGLAND - LEAGUE ONE,21/10/2023,11:00,Charlton,Reading,1.73,4.0,4.5
27,ENGLAND - CHAMPIONSHIP,21/10/2023,11:00,Huddersfield,QPR,1.91,3.5,4.0
28,ENGLAND - LEAGUE TWO,21/10/2023,11:00,Mansfield,Forest Green,1.45,4.5,6.5
29,ENGLAND - LEAGUE TWO,21/10/2023,11:00,Crawley,Crewe,2.1,3.6,3.2
30,ESTONIA - MEISTRILIIGA,21/10/2023,11:00,Levadia,Tammeka,1.16,5.9,13.0
31,FINLAND - VEIKKAUSLIIGA,21/10/2023,11:00,HJK,KuPS,1.95,3.5,3.3
32,FINLAND - VEIKKAUSLIIGA,21/10/2023,11:00,Honka,Inter Turku,1.95,3.6,3.25
33,AZERBAIJAN - PREMIER LEAGUE,21/10/2023,11:00,Sabah Baku,Sumqayit,1.57,3.6,5.6
34,INDIA - ISL,21/10/2023,11:30,Kerala Blasters,North East Utd,1.5,4.33,5.5
35,AUSTRIA - BUNDESLIGA,21/10/2023,12:00,BW Linz,A. Lustenau,1.8,3.75,4.33
36,NIGERIA - NPFL,21/10/2023,12:00,Niger Tornadoes,Bayelsa United,1.6,3.2,6.4
37,GHANA - PREMIER LEAGUE,21/10/2023,12:00,Hearts of Oak,Samartex,1.87,2.9,4.35
38,MALTA - PREMIER LEAGUE,21/10/2023,12:15,Hamrun,Sliema,1.42,4.5,6.1
39,SERBIA - PRVA LIGA,21/10/2023,13:00,Dubocica,Sloboda,2.1,2.87,3.5
40,EGYPT - PREMIER LEAGUE,21/10/2023,13:00,Zamalek,Smouha,1.65,3.6,4.9
41,BELGIUM - JUPILER PRO LEAGUE,21/10/2023,13:15,RWDM,Westerlo,2.25,3.5,2.9
42,SAN MARINO - CAMPIONATO SAMMARINESE,21/10/2023,13:15,Tre Penne,Pennarossa,1.15,6.1,12.5
43,ITALY - SERIE C,21/10/2023,13:30,Giugliano,Potenza,2.52,3.3,2.62
44,ITALY - SERIE C,21/10/2023,13:30,Crotone,Foggia,2.02,3.2,3.65
45,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,21/10/2023,13:30,Posusje,GOSK Gabela,1.65,3.6,4.8
46,NETHERLANDS - EREDIVISIE,21/10/2023,13:45,PSV,Sittard,1.13,8.5,19.0
47,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,21/10/2023,15:45,Zeljeznicar,Zvijezda 09,1.42,4.35,6.5
48,BRAZIL - SERIE B,21/10/2023,17:00,CRB,Criciuma,1.95,3.05,4.2
49,ECUADOR - LIGA PRO,21/10/2023,17:30,Mushuc Runa,Dep. Cuenca,2.15,3.1,3.3
50,COLOMBIA - PRIMERA A,21/10/2023,18:00,Santa Fe,Millonarios,2.7,3.1,2.8
51,BRAZIL - SERIE A,21/10/2023,18:30,Bahia,Fortaleza,2.2,3.25,3.4
52,BRAZIL - SERIE A,21/10/2023,18:30,Cuiaba,Goias,1.91,3.25,4.5
53,USA - MLS,21/10/2023,19:00,FC Cincinnati,Atlanta Utd,1.73,4.0,4.2
54,COLOMBIA - PRIMERA A,21/10/2023,22:20,Junior,Once Caldas,1.6,3.6,6.5
