,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,22/10/2023,04:00,HONG KONG - PREMIER LEAGUE,Sham Shui Po,Resources Capital,2.65,3.65,2.3,1.55,1.5,2.27,1.01,1.28,1.19,3.7,1.19
2,22/10/2023,09:00,ITALY - SERIE C,Fermana,Entella,4.25,3.2,1.88,2.3,2.05,1.7,1.1,1.55,1.44,7.1,1.07
3,22/10/2023,09:00,ITALY - SERIE C,Juventus U23,Perugia,3.2,3.2,2.2,2.15,1.88,1.82,1.08,1.5,1.38,6.4,1.08
4,22/10/2023,09:00,ALBANIA - SUPERLIGA,Kukesi,Laci,2.4,3.0,2.77,2.1,1.86,1.9,1.05,1.5,1.37,7.6,1.05
5,22/10/2023,09:15,SWITZERLAND - CHALLENGE LEAGUE,Bellinzona,Schaffhausen,2.4,3.4,2.72,1.85,1.65,2.1,1.06,1.4,1.28,5.1,1.13
6,22/10/2023,10:00,SLOVENIA - PRVA LIGA,Bravo,Maribor,4.2,3.6,1.78,1.82,1.75,1.98,1.05,1.39,1.27,5.0,1.14
7,22/10/2023,10:00,SWEDEN - ALLSVENSKAN,Halmstad,Mjallby,2.4,3.3,3.0,2.25,1.8,1.95,1.07,1.5,1.4,10.0,1.06
8,22/10/2023,10:00,EGYPT - PREMIER LEAGUE,Arab Contractors,ZED,2.42,2.87,3.05,2.32,1.98,1.65,1.06,1.55,1.47,9.3,1.01
9,22/10/2023,11:00,CAMEROON - ELITE ONE,Colombe,Les Astres,3.0,2.8,2.4,2.6,2.14,1.67,1.09,1.6,1.52,11.0,1.01
10,22/10/2023,11:15,SPAIN - LALIGA2,Huesca,Elche,3.3,3.0,2.45,2.4,2.1,1.67,1.1,1.53,1.44,11.0,1.05
11,22/10/2023,12:00,ALBANIA - SUPERLIGA,Dinamo Tirana,Teuta,2.47,3.1,2.62,2.2,1.92,1.84,1.05,1.5,1.4,7.9,1.05
12,22/10/2023,12:30,SLOVENIA - PRVA LIGA,Aluminij,Radomlje,2.45,3.2,2.77,1.75,1.57,2.27,1.05,1.38,1.24,4.6,1.16
13,22/10/2023,13:00,CAMEROON - ELITE ONE,Aigle Royal,Gazelle,4.4,3.2,1.75,2.32,2.21,1.63,1.07,1.55,1.46,11.0,1.01
14,22/10/2023,13:00,EGYPT - PREMIER LEAGUE,Future FC,Pyramids,3.55,2.9,2.15,2.22,1.9,1.72,1.07,1.53,1.42,8.2,1.03
15,22/10/2023,13:30,ITALY - SERIE C,Vis Pesaro,Recanatese,2.62,3.05,2.72,2.22,1.88,1.83,1.09,1.53,1.4,6.7,1.08
16,22/10/2023,13:30,BELGIUM - JUPILER PRO LEAGUE,St. Liege,Anderlecht,3.0,3.5,2.2,1.8,1.67,2.1,1.04,1.36,1.22,5.5,1.14
17,22/10/2023,15:00,IVORY COAST - LIGUE 1,Stella Adjame,Sporting Gagnoa,2.52,2.8,2.82,2.51,2.07,1.72,1.09,1.57,1.5,11.0,1.01
18,22/10/2023,15:15,SLOVENIA - PRVA LIGA,Mura,Koper,2.82,3.4,2.32,1.83,1.65,2.1,1.05,1.39,1.27,5.0,1.14
19,22/10/2023,17:00,JAMAICA - PREMIER LEAGUE,Tivoli,Waterhouse,3.4,3.15,2.1,2.18,1.93,1.7,1.06,1.5,1.42,8.8,1.03
20,22/10/2023,18:00,BRAZIL - SERIE B,Avai,Ceara,2.45,3.1,2.87,2.27,1.93,1.78,1.09,1.53,1.42,6.9,1.07
