,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,09/03/2024,00:00,MEXICO - LIGA MX,Necaxa,Atl. San Luis,2.7,3.3,2.55,2.0,1.75,2.0,1.05,1.45,1.29,7.0,1.1
2,09/03/2024,00:10,MEXICO - LIGA MX,Juarez,Toluca,3.8,3.5,1.95,1.7,1.62,2.2,1.04,1.37,1.2,5.0,1.17
3,09/03/2024,04:30,CHINA - SUPER LEAGUE,Henan Songshan Longmen,Meizhou Hakka,1.6,4.2,5.25,1.73,1.8,1.95,1.04,1.36,1.22,5.5,1.14
4,09/03/2024,05:00,AUSTRALIA - A-LEAGUE,Melbourne City,Wellington Phoenix,1.91,3.8,3.75,1.67,1.62,2.2,1.04,1.35,1.2,4.5,1.2
5,09/03/2024,06:15,AUSTRALIA - A-LEAGUE,Adelaide United,Melbourne Victory,3.0,3.5,2.3,1.53,1.44,2.63,1.03,1.32,1.17,4.0,1.25
6,09/03/2024,07:30,ESTONIA - MEISTRILIIGA,Tammeka,Parnu JK Vaprus,2.05,3.45,3.05,1.8,1.69,2.11,1.01,1.38,1.26,5.8,1.09
7,09/03/2024,07:45,AUSTRALIA - A-LEAGUE,Perth Glory,Newcastle Jets,2.15,3.5,3.3,1.48,1.4,2.75,1.03,1.28,1.13,3.75,1.29
8,09/03/2024,08:00,THAILAND - THAI LEAGUE 1,Chiangrai Utd,Bangkok Utd,5.9,4.0,1.52,1.83,1.93,1.78,1.05,1.39,1.28,5.1,1.13
9,09/03/2024,08:30,THAILAND - THAI LEAGUE 1,Pathum United,Sukhothai,1.4,4.7,6.5,1.57,1.8,1.9,1.03,1.3,1.19,3.9,1.21
10,09/03/2024,08:35,CHINA - SUPER LEAGUE,Shandong Taishan,Beijing Guoan,1.85,4.0,3.75,1.73,1.7,2.05,1.04,1.37,1.22,5.5,1.14
