,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,BTTS Sim,28/12/2023,05:45,AUSTRALIA - A-LEAGUE,Melbourne City,Brisbane Roar,1.7,4.2,4.5,1.53,2.4,1.53,2.38,A,H,D
2,BTTS Sim,28/12/2023,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ettifaq,Al Hazem,1.6,3.8,4.75,1.75,2.05,1.8,1.91,A,H,D
