Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 1,16/03/2024,02:00,Daejeon,Gangwon,2.2,3.1,3.2
2,HONG KONG - PREMIER LEAGUE,16/03/2024,04:00,Hong Kong Rangers,Resources Capital,1.4,4.9,5.9
3,ARMENIA - PREMIER LEAGUE,16/03/2024,09:00,Pyunik Yerevan,BKMA,1.25,5.0,9.25
4,ROMANIA - LIGA 2,16/03/2024,09:00,Unirea Slobozia,Hunedoara,2.37,2.95,3.1
5,INDONESIA - LIGA 1,16/03/2024,10:30,Persija Jakarta,Persik Kediri,1.87,3.55,3.65
6,UZBEKISTAN - SUPER LEAGUE,16/03/2024,11:00,Nasaf Qarshi,Qizilqum,1.55,3.6,6.0
7,ENGLAND - PREMIER LEAGUE,16/03/2024,12:00,Manchester Utd,Sheffield Utd,1.33,5.5,8.0
8,ROMANIA - LIGA 1,16/03/2024,12:00,Otelul,Poli Iasi,2.0,3.1,3.6
9,SCOTLAND - PREMIERSHIP,16/03/2024,12:00,Celtic,St Johnstone,1.1,9.0,26.0
10,ENGLAND - LEAGUE ONE,16/03/2024,12:00,Barnsley,Cheltenham,1.75,3.8,4.75
11,GEORGIA - CRYSTALBET EROVNULI LIGA,16/03/2024,12:00,Torpedo Kutaisi,Dila Gori,2.07,3.1,3.25
12,ITALY - SERIE C,16/03/2024,12:15,Atalanta U23,Pergolettese,1.93,3.0,4.35
13,SPAIN - LALIGA2,16/03/2024,12:15,Eibar,Villarreal B,1.5,4.5,6.5
14,BULGARIA - PARVA LIGA,16/03/2024,12:45,Ludogorets,Lok. Sofia,1.1,9.5,26.0
15,SENEGAL - LIGUE 1,16/03/2024,13:30,Pikine,Dakar SC,2.52,2.25,3.7
16,SENEGAL - LIGUE 1,16/03/2024,13:30,Teungueth,Guediawaye,2.22,2.37,4.25
17,SPAIN - PRIMERA RFEF,16/03/2024,14:00,Antequera,Recreativo Huelva,2.1,3.1,3.3
18,SPAIN - PRIMERA RFEF,16/03/2024,14:00,Sestao,SD Logrones,1.75,3.2,4.75
19,ITALY - SERIE C,16/03/2024,14:30,Carrarese,Juventus U23,1.65,3.45,5.3
20,ARGENTINA - PRIMERA NACIONAL,16/03/2024,15:30,Chacarita Juniors,Def. de Belgrano,2.1,2.9,4.2
21,IRELAND - PREMIER DIVISION,16/03/2024,16:45,Sligo Rovers,Drogheda,1.8,3.5,4.75
22,BELGIUM - JUPILER PRO LEAGUE,16/03/2024,16:45,Anderlecht,Kortrijk,1.25,5.75,11.0
23,ARGENTINA - PRIMERA NACIONAL,16/03/2024,18:00,Aldosivi,Estudiantes Rio Cuarto,2.05,3.0,4.33
24,COLOMBIA - PRIMERA A,16/03/2024,18:10,Bucaramanga,La Equidad,2.75,2.88,2.9
25,VENEZUELA - LIGA FUTVE,16/03/2024,18:45,Carabobo,Zamora,1.72,3.45,4.55
26,MOROCCO - BOTOLA PRO,16/03/2024,19:00,Renaissance Zemamra,Chabab Mohammedia,2.1,3.0,3.25
27,ECUADOR - LIGA PRO,16/03/2024,20:00,Barcelona SC,Orense,1.4,4.2,8.5
28,NICARAGUA - LIGA PRIMERA,16/03/2024,21:00,Diriangen,Masachapa,1.1,8.0,15.0
29,USA - MLS,16/03/2024,21:30,Houston Dynamo,Portland Timbers,1.95,3.6,3.8
30,VENEZUELA - LIGA FUTVE,16/03/2024,21:30,Puerto Cabello,Caracas,2.0,3.25,3.55
31,MEXICO - LIGA MX,16/03/2024,22:00,U.A.N.L.- Tigres,Mazatlan FC,1.5,4.33,6.5
32,COLOMBIA - PRIMERA A,16/03/2024,22:30,Ind. Medellin,Once Caldas,1.85,3.4,4.5
