,League,Date,Time,Home,Away,Goals_H,Goals_A,Odd_H,Odd_D,Odd_A,Odd_CS_0x1_Lay_x,Lay_0x1,Predictions,Profit,Profit_acu
1,PERU - LIGA 1,2024-04-28,22:00:00,Deportivo Garcilaso,Los Chankas,1.0,1.0,2.88,1.92,1.4,1000.0,1,1,0.94,0.94
