Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ITALY - SERIE C,23/03/2024,10:00,Virtus Francavilla,Monterosi,1.95,3.3,3.8
2,ITALY - SERIE C,23/03/2024,10:00,AlbinoLeffe,Pro Sesto,2.05,3.05,3.75
3,ITALY - SERIE C,23/03/2024,10:00,Giana Erminio,Alessandria,1.82,3.3,4.4
4,ITALY - SERIE C,23/03/2024,10:00,Lumezzane,Virtus Verona,2.22,2.92,3.45
5,ITALY - SERIE C,23/03/2024,10:00,Benevento,Monopoli,1.4,4.15,7.8
6,INDIA - I-LEAGUE,23/03/2024,10:30,Gokulam,Delhi FC,1.55,4.15,5.0
7,SERBIA - PRVA LIGA,23/03/2024,11:00,Vrsac,Dubocica,1.95,3.05,3.7
8,SERBIA - PRVA LIGA,23/03/2024,11:00,FK Indjija,Metalac,1.88,3.1,3.95
9,NIGERIA - NPFL,23/03/2024,12:00,Doma United,Gombe,1.87,3.2,4.15
10,SCOTLAND - LEAGUE TWO,23/03/2024,12:00,Stenhousemuir,Peterhead,1.85,3.2,4.0
11,SCOTLAND - LEAGUE TWO,23/03/2024,12:00,Dumbarton,Bonnyrigg Rose,1.62,3.6,5.0
12,SPAIN - PRIMERA RFEF,23/03/2024,12:00,Cordoba,San Fernando,1.4,4.5,5.75
13,SPAIN - PRIMERA RFEF,23/03/2024,12:00,Sanluqueno,Murcia,2.25,2.88,3.1
14,SERBIA - PRVA LIGA,23/03/2024,13:00,Macva,Radnicki Beograd,1.7,3.25,4.6
15,ITALY - SERIE C,23/03/2024,13:30,Torres,Vis Pesaro,1.5,3.85,6.7
16,ITALY - SERIE C,23/03/2024,13:30,Pescara,Pontedera,1.82,3.5,4.1
17,ITALY - SERIE C,23/03/2024,13:30,Perugia,Pineto,1.57,3.55,6.3
18,SPAIN - LALIGA2,23/03/2024,14:30,FC Cartagena SAD,Andorra,2.3,3.0,3.4
19,SPAIN - PRIMERA RFEF,23/03/2024,15:00,Celta Vigo B,Fuenlabrada,1.73,3.25,4.33
20,BRAZIL - BRASILEIRO WOMEN,23/03/2024,15:00,Real Brasilia W,Avai Kindermann W,1.52,3.9,5.0
21,USA - MLS,23/03/2024,15:00,New England Revolution,Chicago Fire,1.85,3.75,4.0
22,ARGENTINA - PRIMERA NACIONAL,23/03/2024,15:30,San Miguel,Agropecuario,2.55,2.88,3.2
23,ARGENTINA - PRIMERA NACIONAL,23/03/2024,15:35,Aldosivi,Alvarado,2.1,2.9,4.2
24,ARGENTINA - PRIMERA NACIONAL,23/03/2024,16:00,Deportivo Madryn,Temperley,2.25,3.0,3.6
25,SPAIN - PRIMERA RFEF,23/03/2024,16:00,Sabadell,Arenteiro,2.1,2.9,3.6
26,COLOMBIA - PRIMERA A,23/03/2024,16:00,Millonarios,Dep. Cali,1.57,4.0,6.0
27,VENEZUELA - LIGA FUTVE,23/03/2024,17:00,Metropolitanos,Rayo Zuliano,1.7,3.45,4.8
28,USA - USL CHAMPIONSHIP,23/03/2024,17:00,Detroit,Loudoun,1.9,3.55,3.7
29,ECUADOR - LIGA PRO,23/03/2024,17:30,Imbabura,Cumbaya,1.73,3.75,4.2
30,ARGENTINA - PRIMERA NACIONAL,23/03/2024,17:40,Quilmes,Guillermo Brown,1.7,3.5,5.5
31,COLOMBIA - PRIMERA A,23/03/2024,18:10,Deportes Tolima,Pereira,1.85,3.4,4.5
32,URUGUAY - PRIMERA DIVISION,23/03/2024,18:30,Nacional,Progreso,1.33,4.5,7.5
33,USA - MLS,23/03/2024,20:30,Vancouver Whitecaps,Real Salt Lake,1.83,3.6,4.33
34,ARGENTINA - PRIMERA NACIONAL,23/03/2024,21:00,Gimnasia Jujuy,Patronato,1.75,3.3,5.25
35,COLOMBIA - PRIMERA A,23/03/2024,22:30,America De Cali,Chico,1.53,4.0,7.0
36,USA - MLS,23/03/2024,23:30,Los Angeles FC,Nashville SC,1.5,4.2,7.5
