,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-03-05,14:45:00,EUROPE - CHAMPIONS LEAGUE,Feyenoord,Inter,6.6,1.58,4.5,8.6,1.239896
2,2025-03-05,16:00:00,EGYPT - PREMIER LEAGUE,Pyramids,Ceramica Cleopatra,1.72,6.0,3.7,18.5,1.2402397
3,2025-03-05,16:00:00,EGYPT - PREMIER LEAGUE,Al Ahly,El Gaish,1.49,8.8,4.3,26.0,1.2401948
4,2025-03-05,16:00:00,EGYPT - PREMIER LEAGUE,Petrojet,Ghazl El Mahallah,2.4,3.65,3.05,22.0,1.2402401
5,2025-03-05,16:45:00,SCOTLAND - CHAMPIONSHIP,Livingston,Raith,1.74,5.7,3.8,16.5,1.2402803
6,2025-03-05,17:00:00,EUROPE - CHAMPIONS LEAGUE,Benfica,Barcelona,3.8,1.96,4.3,18.0,1.2398958
7,2025-03-05,17:00:00,EUROPE - CHAMPIONS LEAGUE,Bayern Munich,Bayer Leverkusen,1.82,5.0,3.95,19.0,1.2398959
