Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,17/12/2023,08:00,SPAIN - PRIMERA RFEF,R. Sociedad B,R. Union,1.67,3.3,4.75,2.2,2.1,1.67,1.07,1.44,1.36,7.5,1.07
19,17/12/2023,08:40,POLAND - DIVISION 1,Wisla,Polonia Warszawa,1.3,5.0,7.0,1.57,1.83,1.83,1.03,1.29,1.17,4.33,1.2
18,17/12/2023,09:00,INDONESIA - LIGA 1,Barito Putera,Arema FC,1.62,3.9,4.7,1.65,1.7,1.91,1.01,1.32,1.22,4.85,1.13
17,17/12/2023,11:00,POLAND - EKSTRAKLASA,Rakow,Korona Kielce,1.57,4.2,5.25,1.83,1.91,1.91,1.04,1.36,1.25,6.0,1.13
16,17/12/2023,11:00,SLOVENIA - PRVA LIGA,Celje,Mura,1.53,4.15,5.4,1.72,1.83,1.88,1.04,1.35,1.24,4.6,1.16
15,17/12/2023,11:00,SLOVAKIA - NIKE LIGA,Trnava,Michalovce,1.42,4.6,6.7,1.72,1.93,1.78,1.04,1.36,1.24,4.65,1.17
14,17/12/2023,11:00,ENGLAND - PREMIER LEAGUE,Arsenal,Brighton,1.44,5.0,6.0,1.57,1.75,2.0,1.03,1.29,1.2,4.33,1.22
13,17/12/2023,11:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Velez Mostar,Igman K.,1.32,4.65,8.75,1.65,2.02,1.62,1.01,1.32,1.22,3.6,1.2
12,17/12/2023,12:00,BELGIUM - JUPILER PRO LEAGUE,Royale Union SG,KV Mechelen,1.33,5.0,9.0,1.62,1.95,1.8,1.03,1.29,1.18,4.5,1.18
20,17/12/2023,12:30,PORTUGAL - LIGA PORTUGAL,Moreirense,Portimonense,1.7,3.6,5.0,1.93,1.8,1.95,1.05,1.36,1.29,6.5,1.11
11,17/12/2023,12:30,SWITZERLAND - SUPER LEAGUE,Servette,Lugano,1.7,4.0,4.75,1.67,1.67,2.1,1.03,1.3,1.2,5.0,1.17
9,17/12/2023,12:45,NETHERLANDS - EREDIVISIE,Ajax,Zwolle,1.25,6.5,9.5,1.33,1.75,2.0,1.01,1.2,1.1,3.0,1.36
8,17/12/2023,13:00,BAHRAIN - PREMIER LEAGUE,Al Khalidiyah,Al-Shabbab,1.42,4.35,6.7,1.83,2.05,1.7,1.05,1.39,1.28,5.1,1.13
7,17/12/2023,13:30,SLOVENIA - PRVA LIGA,O. Ljubljana,Rogaska,1.26,5.5,9.5,1.53,2.0,1.72,1.03,1.29,1.17,3.7,1.23
6,17/12/2023,13:30,QATAR - QSL,Al-Sadd,Al Arabi,1.31,5.5,7.3,1.34,1.62,2.18,1.02,1.21,1.11,2.8,1.38
5,17/12/2023,13:30,POLAND - EKSTRAKLASA,Legia,Cracovia,1.62,3.8,5.0,1.93,1.95,1.8,1.05,1.36,1.29,6.5,1.11
4,17/12/2023,14:00,MOROCCO - BOTOLA PRO,FAR Rabat,Hassania Agadir,1.25,4.33,11.0,1.95,2.63,1.44,1.07,1.4,1.29,6.5,1.11
3,17/12/2023,14:30,ITALY - SERIE C,Gubbio,Recanatese,1.7,3.6,4.7,2.05,2.0,1.72,1.07,1.45,1.35,6.1,1.09
2,17/12/2023,16:45,ITALY - SERIE C,Padova,Fiorenzuola,1.37,4.35,8.25,2.05,2.42,1.5,1.07,1.44,1.35,6.0,1.1
10,17/12/2023,17:00,JAMAICA - PREMIER LEAGUE,Mount Pleasant,Vere United,1.45,3.9,6.8,1.93,2.05,1.6,1.01,1.4,1.3,5.2,1.12
21,17/12/2023,17:30,JAMAICA - PREMIER LEAGUE,Tivoli,Molynes,1.5,4.2,5.3,1.57,1.7,1.93,11.4,1.29,1.19,5.0,1.13
