,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,07/10/2023,05:00,ROMANIA - LIGA 2,Metaloglobus Bucharest,Csikszereda M. Ciuc,2.3,3.25,2.95,2.15,1.9,1.8,1.08,1.5,1.39,6.5,1.08
2,07/10/2023,07:00,HONG KONG - PREMIER LEAGUE,Lee Man Warriors,Southern District,1.39,4.75,6.1,1.44,1.65,2.0,1.01,1.23,1.13,3.2,1.25
3,07/10/2023,07:30,POLAND - EKSTRAKLASA,Radomiak Radom,LKS Lodz,1.73,3.6,4.75,1.88,1.8,1.95,1.05,1.36,1.25,6.0,1.13
4,07/10/2023,09:00,MOLDOVA - SUPER LIGA,Dacia Buiucani,Balti,3.8,3.5,1.78,1.88,1.87,1.89,1.03,1.4,1.32,6.1,1.09
5,07/10/2023,09:30,AUSTRIA - 2. LIGA,Dornbirn,Sturm Graz (Am),2.25,3.45,2.9,1.57,1.47,2.5,1.04,1.32,1.19,3.9,1.21
6,07/10/2023,10:00,FINLAND - YKKONEN,Mikkeli,TPS,2.88,3.6,2.15,1.62,1.53,2.38,1.03,1.3,1.18,4.33,1.2
7,07/10/2023,10:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Arsenal Tivat,Sutjeska,4.0,3.3,1.85,1.98,1.85,1.75,1.04,1.44,1.34,7.4,1.06
8,07/10/2023,11:00,CROATIA - HNL,Osijek,Rudes,1.33,4.75,8.0,1.6,1.83,1.83,1.03,1.29,1.18,4.33,1.2
9,07/10/2023,11:00,ENGLAND - CHAMPIONSHIP,Southampton,Rotherham,1.33,5.75,9.0,1.57,2.0,1.73,1.03,1.29,1.17,4.33,1.22
10,07/10/2023,11:00,ENGLAND - LEAGUE TWO,Colchester,Morecambe,1.91,3.75,3.8,1.75,1.67,2.1,1.04,1.36,1.22,5.5,1.14
11,07/10/2023,11:00,ENGLAND - LEAGUE TWO,Gillingham,MK Dons,2.38,3.4,3.0,2.05,1.83,1.83,1.06,1.44,1.33,8.0,1.08
12,07/10/2023,11:00,ESTONIA - MEISTRILIIGA,Narva,Tammeka,2.22,3.35,2.8,1.78,1.66,2.16,1.01,1.36,1.25,5.65,1.09
13,07/10/2023,11:15,SPAIN - LALIGA2,Huesca,Eldense,2.25,3.0,3.6,2.6,2.2,1.62,1.11,1.57,1.5,13.0,1.04
14,07/10/2023,11:45,BULGARIA - PARVA LIGA,Slavia Sofia,Arda,4.0,3.5,1.91,2.2,2.0,1.73,1.07,1.44,1.36,9.0,1.07
15,07/10/2023,12:00,AUSTRIA - BUNDESLIGA,Hartberg,Tirol,1.67,3.75,5.25,1.6,1.62,2.2,1.03,1.29,1.17,4.33,1.2
16,07/10/2023,13:00,SERBIA - SUPER LIGA,Javor,Zeleznicar Pancevo,1.88,3.4,3.95,2.0,1.85,1.87,1.07,1.44,1.33,5.8,1.1
17,07/10/2023,13:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dila Gori,Torpedo Kutaisi,2.18,3.1,3.05,1.8,1.7,2.1,1.03,1.4,1.27,6.5,1.08
18,07/10/2023,13:00,EGYPT - PREMIER LEAGUE,El Gaish,Future FC,3.05,2.7,2.57,2.5,2.02,1.62,1.11,1.62,1.53,9.9,1.01
19,07/10/2023,13:30,SPAIN - LALIGA2,Racing Santander,Gijon,2.25,3.2,3.5,2.4,2.0,1.73,1.08,1.5,1.44,11.0,1.05
20,07/10/2023,16:00,BRAZIL - SERIE A,Goias,Bahia,2.45,3.1,3.1,2.25,1.95,1.8,1.08,1.5,1.4,9.0,1.07
21,07/10/2023,17:30,ECUADOR - LIGA PRO,Emelec,Cumbaya,1.5,3.8,5.5,1.95,2.0,1.73,1.05,1.4,1.29,6.5,1.11
22,07/10/2023,18:00,COLOMBIA - PRIMERA A,Envigado,Pereira,3.0,3.0,2.63,2.4,2.0,1.73,1.1,1.53,1.44,11.0,1.05
23,07/10/2023,18:00,ARGENTINA - PRIMERA NACIONAL,Chaco For Ever,Deportivo Madryn,2.6,3.1,2.88,2.5,2.1,1.67,1.1,1.57,1.5,11.0,1.05
24,07/10/2023,18:30,BOLIVIA - DIVISION PROFESIONAL,Nacional Potosi,Independiente Petrolero,1.4,4.5,6.0,1.65,1.82,1.78,1.01,1.27,1.2,3.6,1.2
25,07/10/2023,20:15,PANAMA - LPF,Chiriqui,Deportivo Universitario,4.85,3.7,1.62,1.8,1.78,1.83,1.03,1.38,1.26,5.9,1.1
26,07/10/2023,20:30,USA - MLS,CF Montreal,Portland Timbers,2.2,3.4,3.2,1.65,1.53,2.38,1.03,1.3,1.18,4.5,1.18
27,07/10/2023,21:00,USA - USL CHAMPIONSHIP,Memphis,El Paso,1.72,3.8,4.2,1.7,1.65,2.1,1.04,1.34,1.22,4.4,1.17
28,07/10/2023,21:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Central Cordoba,Tigre,2.88,3.1,2.6,2.6,2.2,1.62,1.11,1.57,1.5,13.0,1.04
