Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDIA - I-LEAGUE,08/03/2024,06:30,Neroca FC,Churchill Brothers,4.5,4.25,1.57
2,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,08/03/2024,11:00,Al Riyadh,Al Hilal,13.0,8.0,1.13
3,EGYPT - PREMIER LEAGUE,08/03/2024,11:00,Baladiyat El Mahalla,El Gouna,3.25,2.82,2.35
4,BAHRAIN - PREMIER LEAGUE,08/03/2024,13:15,Al-Najma,Al Riffa,4.8,3.75,1.65
5,PORTUGAL - LIGA PORTUGAL,08/03/2024,15:45,Portimonense,FC Porto,11.0,6.0,1.25
