Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,MEXICO - LIGA DE EXPANSION MX,01/03/2024,00:05,Atl. Morelia,Cimarrones de Sonora,1.65,3.7,4.8
2,SOUTH KOREA - K LEAGUE 2,01/03/2024,02:00,Anyang,Seongnam,1.95,3.5,3.8
3,SOUTH KOREA - K LEAGUE 1,01/03/2024,02:00,Ulsan HD,Pohang,1.75,3.6,4.2
4,IRAQ - SUPER LEAGUE,01/03/2024,08:30,Al Karkh,Al Najaf,2.12,2.8,3.55
5,SERBIA - PRVA LIGA,01/03/2024,09:00,Tekstilac Odzaci,RFK Novi Sad,1.38,3.75,8.5
6,IRAQ - SUPER LEAGUE,01/03/2024,11:00,Al Quwa Al Jawiya,Naft Al-Basra,1.38,4.0,7.3
7,INDIA - ISL,01/03/2024,11:00,Mohun Bagan,Jamshedpur,1.62,3.75,5.0
8,UZBEKISTAN - SUPER LEAGUE,01/03/2024,11:15,Nasaf Qarshi,Olympic,1.45,3.9,6.9
9,ROMANIA - LIGA 2,01/03/2024,12:00,Gloria Buzau,Hunedoara,2.35,3.05,3.05
10,BULGARIA - PARVA LIGA,01/03/2024,12:30,Cherno More,Botev Vratsa,1.25,5.5,13.0
11,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,01/03/2024,14:00,Al Hilal,Al Ittihad,1.44,4.75,6.0
12,POLAND - EKSTRAKLASA,01/03/2024,14:00,Cracovia,Warta Poznan,1.75,3.3,4.5
13,SPAIN - LALIGA2,01/03/2024,16:30,Gijon,Albacete,2.25,3.25,3.4
14,ITALY - SERIE C,01/03/2024,16:45,Trento,Pro Patria,2.35,2.82,3.35
15,ITALY - SERIE C,01/03/2024,16:45,Pergolettese,Alessandria,1.87,3.05,4.65
16,VENEZUELA - LIGA FUTVE,01/03/2024,17:00,Metropolitanos,Carabobo,2.6,3.18,2.62
17,MEXICO - LIGA DE EXPANSION MX,01/03/2024,20:00,Correcaminos,Tlaxcala,1.7,3.65,4.65
18,CHILE - PRIMERA DIVISION,01/03/2024,20:30,Cobreloa,Cobresal,2.5,3.25,2.9
19,ARGENTINA - COPA DE LA LIGA PROFESIONAL,01/03/2024,21:15,Banfield,Dep. Riestra,2.05,2.9,4.75
20,COLOMBIA - PRIMERA A,01/03/2024,22:20,Dep. Cali,Once Caldas,2.0,3.3,4.0
