,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,Lay Away New,29/03/2024,11:50,CROATIA - HNL,NK Istra,Lokomotiva,2.7,3.3,2.38,2.05,1.75,1.83,1.83,D,D,H
2,Lay Away New,29/03/2024,12:00,ENGLAND - LEAGUE ONE,Reading,Northampton,1.67,4.0,5.0,1.88,1.98,1.91,1.91,H,D,D
3,Lay Away New,29/03/2024,12:00,ENGLAND - LEAGUE ONE,Exeter,Charlton,2.7,3.4,2.6,1.88,1.98,1.67,2.1,H,D,D
4,Lay Away New,29/03/2024,12:00,ENGLAND - LEAGUE ONE,Barnsley,Cambridge Utd,1.55,4.33,6.0,1.7,2.1,1.8,1.95,H,D,D
5,Lay Away New,29/03/2024,12:00,ENGLAND - LEAGUE ONE,Derby,Blackpool,1.85,3.6,4.0,2.08,1.73,1.95,1.8,H,D,D
6,Lay Away New,29/03/2024,12:30,PORTUGAL - LIGA PORTUGAL,Gil Vicente,Famalicao,2.4,3.1,3.2,2.3,1.6,1.95,1.8,H,D,H
7,Lay Away New,29/03/2024,14:00,BULGARIA - PARVA LIGA,PFC Levski Sofia,Slavia Sofia,1.5,4.0,7.0,2.35,1.57,2.5,1.5,H,D,D
8,Lay Away New,29/03/2024,15:00,ARGENTINA - PRIMERA NACIONAL,Guillermo Brown,Talleres (R.E),2.38,3.0,3.4,2.6,1.48,2.1,1.67,H,D,D
9,Lay Away New,29/03/2024,15:30,ROMANIA - LIGA 1,ACS Sepsi OSK,CFR Cluj,3.5,3.4,2.05,2.05,1.75,1.83,1.83,H,A,H
10,Lay Away New,29/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,VVV Venlo,FC Oss,1.67,4.0,5.25,1.7,2.1,1.73,2.0,H,A,A
11,Lay Away New,29/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,NAC Breda,MVV Maastricht,1.4,5.5,6.0,1.4,2.88,1.62,2.2,H,A,A
12,Lay Away New,29/03/2024,16:00,NETHERLANDS - EERSTE DIVISIE,De Graafschap,Jong AZ Alkmaar,1.67,4.2,4.75,1.53,2.4,1.53,2.38,H,A,A
13,Lay Away New,29/03/2024,16:45,BELGIUM - JUPILER PRO LEAGUE,Gent,St. Liege,1.62,4.2,5.0,1.65,2.2,1.67,2.1,H,A,H
14,Lay Away New,29/03/2024,21:00,ECUADOR - LIGA PRO,Macara,Barcelona (ECU),2.25,3.3,2.75,1.9,1.9,1.73,2.0,D,D,H
15,Lay Away New,29/03/2024,21:30,COLOMBIA - PRIMERA A,Junior FC Barranquilla,La Equidad,1.83,3.5,4.5,2.2,1.65,2.0,1.73,H,D,H
16,Lay Away New,29/03/2024,23:00,MEXICO - LIGA MX,CF America,Atletico San Luis,1.4,5.25,7.5,1.57,2.35,1.8,1.95,H,H,A
