Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDONESIA - LIGA 1,04/02/2024,05:00,PSM Makassar,Persita,1.6,3.75,5.1
2,SPAIN - PRIMERA RFEF,04/02/2024,08:00,Sabadell,Rayo Majadahonda,1.8,3.25,3.8
3,ITALY - SERIE C,04/02/2024,10:00,Triestina,Pro Patria,1.57,3.6,6.0
4,MALTA - PREMIER LEAGUE,04/02/2024,10:00,Hamrun,Naxxar,1.4,4.4,6.6
5,NIGERIA - NPFL,04/02/2024,12:00,Enyimba,Shooting,1.4,3.65,10.0
6,ANDORRA - PRIMERA DIVISIÓ,04/02/2024,12:00,UE Santa Coloma,Esperanca,1.04,13.0,19.5
7,SPAIN - PRIMERA RFEF,04/02/2024,12:00,Cultural Leonesa,Unionistas,1.73,3.25,4.5
8,BELGIUM - CHALLENGER PRO LEAGUE,04/02/2024,12:00,Patro Eisden,Francs Borains,1.75,3.6,4.0
9,ITALY - SERIE C,04/02/2024,12:15,Lumezzane,Alessandria,1.91,3.1,4.25
10,ITALY - SERIE C,04/02/2024,12:15,Carrarese,Olbia,1.42,4.05,8.0
11,SPAIN - PRIMERA RFEF,04/02/2024,15:00,Dep. La Coruna,Fuenlabrada,1.4,4.2,6.0
12,PORTUGAL - LIGA PORTUGAL,04/02/2024,15:00,Benfica,Gil Vicente,1.17,7.5,17.0
13,SPAIN - PRIMERA RFEF,04/02/2024,16:00,Sestao,Arenteiro,2.25,2.9,3.1
14,ARGENTINA - PRIMERA NACIONAL,04/02/2024,17:00,Guillermo Brown,Racing Cordoba,2.63,2.8,3.2
15,ARGENTINA - PRIMERA NACIONAL,04/02/2024,17:00,Arsenal Sarandi,Club A. Guemes,1.73,3.2,4.5
16,ARGENTINA - PRIMERA NACIONAL,04/02/2024,17:00,Almirante Brown,Atletico Atlanta,2.1,3.0,4.2
17,ARGENTINA - PRIMERA NACIONAL,04/02/2024,17:00,Gimnasia y Tiro,Chaco For Ever,2.15,2.88,4.2
18,PANAMA - LPF,04/02/2024,18:00,Tauro,Miguelito,2.18,3.05,3.3
19,COLOMBIA - PRIMERA A,04/02/2024,18:00,Fortaleza,Envigado,1.91,3.6,4.0
20,ARGENTINA - PRIMERA NACIONAL,04/02/2024,19:30,Gimnasia Mendoza,Def. de Belgrano,2.05,3.0,3.5
21,ARGENTINA - PRIMERA NACIONAL,04/02/2024,20:00,Estudiantes Rio Cuarto,Deportivo Madryn,2.05,3.0,3.3
22,NICARAGUA - LIGA PRIMERA,04/02/2024,21:00,Diriangen,Matagalpa,1.62,3.6,4.5
23,ARGENTINA - COPA DE LA LIGA PROFESIONAL,04/02/2024,21:30,Newells Old Boys,Belgrano,1.95,3.1,4.5
