,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
1,ARGENTINA - PRIMERA NACIONAL,16/10/2023,15:30,Patronato,Agropecuario,5.0,3.5,1.75,2.25,1.62,2.0,1.07,1.73,1.7,1.2,0.6,1.4,0.2,0.286,0.571,0.444,0.935,0.45,1.1,-0.2,1,0.5231
2,ARGENTINA - PRIMERA NACIONAL,16/10/2023,15:30,Deportivo Moron,San Telmo,1.65,3.8,5.5,1.93,1.93,1.8,1.11,1.91,1.6,0.7,0.9,1.3,0.606,0.263,0.182,0.518,0.901,0.525,0.7,-0.6,1,0.673
