Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SPAIN - LALIGA2,15/10/2023,09:00,Burgos CF,Villarreal B,2.0,3.4,3.8
2,ITALY - SERIE C,15/10/2023,09:00,Benevento,Picerno,1.82,3.25,4.45
3,NETHERLANDS - EERSTE DIVISIE,15/10/2023,09:30,Willem II,Den Bosch,1.45,4.75,6.5
4,GHANA - PREMIER LEAGUE,15/10/2023,12:00,Legon Cities,Bechem United,1.91,2.8,4.3
5,GHANA - PREMIER LEAGUE,15/10/2023,12:00,Heart of Lions,Hearts of Oak,2.35,2.75,3.1
6,NIGERIA - NPFL,15/10/2023,12:00,Sporting Lagos,Doma United,1.7,3.0,6.1
7,NIGERIA - NPFL,15/10/2023,12:00,Shooting,Gombe,1.62,3.05,6.8
8,NIGERIA - NPFL,15/10/2023,12:00,Rivers United,Kwara,1.4,3.7,9.5
9,NIGERIA - NPFL,15/10/2023,12:00,Enyimba,Akwa United,1.62,3.25,6.2
10,NIGERIA - NPFL,15/10/2023,12:00,Enugu Rangers,Niger Tornadoes,1.8,3.2,4.45
11,NIGERIA - NPFL,15/10/2023,12:00,Bayelsa United,Remo Stars,1.75,3.35,4.5
12,SPAIN - PRIMERA RFEF,15/10/2023,13:00,Lugo,SD Logrones,1.85,3.1,3.8
13,SERBIA - PRVA LIGA,15/10/2023,13:00,Macva,Dubocica,1.87,3.05,4.0
14,SPAIN - LALIGA2,15/10/2023,13:30,Leganes,Amorebieta,1.85,3.2,5.0
15,SPAIN - LALIGA2,15/10/2023,13:30,Eibar,Huesca,1.57,3.6,7.0
16,SPAIN - PRIMERA RFEF,15/10/2023,15:00,Real Madrid B,Sanluqueno,1.8,3.1,4.2
17,ARGENTINA - PRIMERA NACIONAL,15/10/2023,15:30,Brown Adrogue,Atletico Atlanta,1.73,3.3,6.0
18,ARGENTINA - PRIMERA NACIONAL,15/10/2023,15:30,Deportivo Maipu,Ind. Rivadavia,2.2,3.25,3.5
19,ARGENTINA - PRIMERA NACIONAL,15/10/2023,15:30,Gimnasia Jujuy,Dep. Riestra,2.25,3.1,3.5
20,ARGENTINA - PRIMERA NACIONAL,15/10/2023,15:30,Quilmes,Racing Cordoba,1.8,3.3,5.25
21,BRAZIL - SERIE B,15/10/2023,18:30,Londrina,Avai,2.35,2.85,3.3
22,MEXICO - LIGA DE EXPANSION MX,15/10/2023,22:05,Venados,Dorados de Sinaloa,1.45,4.5,5.9
