Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,03/05/2024,05:00,Ceahlaul,Unirea Dej,2.18,3.25,3.1
2,POLAND - EKSTRAKLASA,03/05/2024,13:00,Cracovia,Gornik Zabrze,2.38,3.5,2.8
3,ESTONIA - MEISTRILIIGA,03/05/2024,13:00,Kalju,Tammeka,1.72,3.9,3.7
4,BAHRAIN - PREMIER LEAGUE,03/05/2024,13:00,Sitra,Al-Shabbab,2.4,2.95,3.1
5,AUSTRIA - 2. LIGA,03/05/2024,13:10,Leoben,St. Polten,1.9,3.65,3.6
6,AUSTRIA - 2. LIGA,03/05/2024,13:10,Stripfing,Lafnitz,2.35,3.25,2.87
7,NETHERLANDS - EERSTE DIVISIE,03/05/2024,15:00,NAC Breda,Den Haag,2.25,3.6,3.0
8,SCOTLAND - CHAMPIONSHIP,03/05/2024,15:45,Inverness,Morton,2.2,3.4,2.88
9,SCOTLAND - CHAMPIONSHIP,03/05/2024,15:45,Queen's Park,Airdrieonians,1.75,3.6,3.75
10,SCOTLAND - CHAMPIONSHIP,03/05/2024,15:45,Raith,Arbroath,1.3,4.75,8.5
11,PORTUGAL - LIGA PORTUGAL,03/05/2024,16:15,Moreirense,Vizela,2.05,3.3,3.8
12,CHILE - PRIMERA DIVISION,03/05/2024,16:30,Palestino,Copiapo,1.57,4.0,6.0
13,PERU - LIGA 1,03/05/2024,17:00,ADT Tarma,U. de Deportes,2.55,3.1,2.75
14,COSTA RICA - PRIMERA DIVISION,03/05/2024,18:00,Grecia,Guanacasteca,2.38,3.2,2.63
15,BRAZIL - SERIE B,03/05/2024,19:00,Paysandu PA,Avai,2.07,3.05,3.85
16,PERU - LIGA 1,03/05/2024,20:00,Cienciano,Cesar Vallejo,1.8,3.8,4.2
17,ARGENTINA - PRIMERA NACIONAL,03/05/2024,21:00,Estudiantes Rio Cuarto,Brown Adrogue,1.75,3.1,6.5
18,ECUADOR - LIGA PRO,03/05/2024,21:00,Orense,EL Nacional,2.0,3.2,3.75
19,BRAZIL - SERIE B,03/05/2024,21:30,Coritiba,Sport Recife,2.1,3.1,3.65
20,PERU - LIGA 1,03/05/2024,22:30,Alianza Lima,Cajamarca,1.29,5.25,10.0
