,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,Lay Away New,28/10/2023,01:30,AUSTRALIA - A-LEAGUE,Wellington Phoenix,Perth Glory,2.0,3.8,3.4,1.65,2.2,1.57,2.25,D,H,H
2,Lay Away New,28/10/2023,07:00,PORTUGAL - LIGA PORTUGAL 2,Torreense,Pacos Ferreira,1.95,3.3,3.4,1.98,1.88,1.8,1.91,A,H,A
3,Lay Away New,28/10/2023,09:00,THAILAND - THAI LEAGUE 1,Lamphun Warrior,Nakhon Pathom,1.95,3.65,3.45,1.57,2.25,1.53,2.35,H,H,D
4,Lay Away New,28/10/2023,10:00,NORWAY - OBOS-LIGAEN,Sogndal,KFUM Oslo,2.25,3.75,2.9,1.57,2.35,1.5,2.5,H,A,H
5,Lay Away New,28/10/2023,11:00,ENGLAND - CHAMPIONSHIP,Ipswich,Plymouth,1.36,5.5,7.5,1.44,2.7,1.62,2.2,H,A,A
6,Lay Away New,28/10/2023,11:00,SPAIN - PRIMERA RFEF,Celta Vigo B,Sabadell,1.83,3.3,4.0,2.15,1.67,2.0,1.73,A,H,H
7,Lay Away New,28/10/2023,11:00,ENGLAND - LEAGUE ONE,Blackpool,Peterborough,2.25,3.4,3.2,1.93,1.93,1.7,2.05,H,H,A
8,Lay Away New,28/10/2023,11:00,SPAIN - PRIMERA RFEF,Arenteiro,Unionistas,2.5,3.0,2.88,2.5,1.5,2.2,1.62,A,H,H
9,Lay Away New,28/10/2023,11:00,ENGLAND - LEAGUE ONE,Stevenage,Derby,2.5,3.3,2.8,2.05,1.75,1.8,1.95,H,H,A
10,Lay Away New,28/10/2023,11:00,ENGLAND - LEAGUE ONE,Barnsley,Fleetwood Town,1.75,3.8,4.75,1.83,2.03,1.8,1.95,H,H,A
11,Lay Away New,28/10/2023,11:00,ENGLAND - LEAGUE TWO,Notts Co,Wrexham,2.3,3.75,2.8,1.48,2.6,1.4,2.75,H,A,D
12,Lay Away New,28/10/2023,13:00,SWITZERLAND - SUPER LEAGUE,Yverdon,Winterthur,2.9,3.5,2.4,1.6,2.3,1.5,2.5,H,D,H
13,Lay Away New,28/10/2023,15:00,ECUADOR - LIGA PRO,Independiente (Ecu),Deportivo Cuenca,1.4,4.5,6.0,1.8,2.0,2.1,1.67,H,D,D
14,Lay Away New,28/10/2023,15:45,BELGIUM - JUPILER PRO LEAGUE,Anderlecht,Leuven,1.53,4.33,5.5,1.53,2.4,1.67,2.1,H,A,H
15,Lay Away New,28/10/2023,17:00,SOUTH AMERICA - COPA SUDAMERICANA,Fortaleza (Bra),LDU Quito (Ecu),1.95,3.25,4.33,2.5,1.5,2.2,1.62,H,H,D
16,Lay Away New,28/10/2023,17:15,PERU - LIGA 1,Sport Boys (Per),Cienciano,1.65,3.8,4.0,2.0,1.85,1.82,1.88,A,H,D
17,Lay Away New,28/10/2023,17:30,ARGENTINA - PRIMERA NACIONAL,Chacarita,CA Temperley,1.73,3.5,5.5,2.5,1.5,2.38,1.53,H,A,D
18,Lay Away New,28/10/2023,18:00,ARGENTINA - PRIMERA NACIONAL,Agropecuario,Ferro Carril Oeste,1.8,3.4,4.75,2.2,1.65,2.0,1.73,H,A,D
19,Lay Away New,28/10/2023,18:00,USA - MLS,Philadelphia,New England,1.67,4.2,4.75,1.57,2.35,1.57,2.25,H,A,D
20,Lay Away New,28/10/2023,19:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Boca Juniors,Estudiantes,2.45,3.2,3.0,2.6,1.48,2.2,1.62,A,H,D
21,Lay Away New,28/10/2023,21:30,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Instituto,Velez Sarsfield,2.55,2.9,3.1,3.4,1.33,2.5,1.5,A,H,D
