,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,02/08/2023,08:00,VIETNAM - V.LEAGUE 1,Nam Dinh,Cong An,4.5,3.62,1.72,1.98,1.85,1.91
2,02/08/2023,19:00,SOUTH AMERICA - COPA SUDAMERICANA,Botafogo RJ (Bra),Guarani (Par),1.33,4.5,10.0,1.73,2.1,1.67
3,02/08/2023,21:00,SOUTH AMERICA - COPA LIBERTADORES,Nacional (Uru),Boca Juniors (Arg),2.9,3.0,2.7,2.5,2.0,1.75
4,02/08/2023,21:30,BRAZIL - SERIE B,Vila Nova FC,Sport Recife,2.37,2.95,3.42,2.64,2.22,1.63
